panel,outcome,weight_col,event_month,high_tag,value,weight_sum,n_rows
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,-12,0,0.19623955431754875,7180.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,-12,1,0.1856214459788789,32006.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,-11,0,0.19987341772151893,7900.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,-11,1,0.1958705027470904,33854.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,-10,0,0.19528015456803746,7246.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,-10,1,0.18299016879985155,32346.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,-9,0,0.19125470351628385,7707.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,-9,1,0.18581742714331648,34211.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,-8,0,0.18736415012317048,6901.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,-8,1,0.18182636887608067,33312.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,-7,0,0.18063803342079823,7241.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,-7,1,0.1822295603253225,32706.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,-6,0,0.19448413832523576,6998.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,-6,1,0.18794529262086515,31440.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,-5,0,0.1904761904761904,7014.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,-5,1,0.18780972822827563,31681.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,-4,0,0.19659313041049986,7162.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,-4,1,0.19111683902807028,31813.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,-3,0,0.19208777623242154,6471.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,-3,1,0.18771611489609363,29209.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,-2,0,0.2056003652412114,6571.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,-2,1,0.19037105384564687,30346.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,-1,0,0.18800371977681335,6452.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,-1,1,0.18523887761347888,31041.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,0,0,0.19621630671354423,5973.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,0,1,0.188034188034188,26442.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,1,0,0.19102040816326527,6125.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,1,1,0.19751365167886598,25821.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,2,0,0.1782141533901445,5398.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,2,1,0.19390519187358912,22150.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,3,0,0.19490014265335232,5608.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,3,1,0.19412400865176632,22192.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,4,0,0.1893150077588118,4511.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,4,1,0.18882544861337683,17164.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,5,0,0.18351124233477176,4403.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,5,1,0.19066887376617006,16311.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,6,0,0.1853171774768353,4209.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,6,1,0.18908952187182093,15728.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,7,0,0.18967954759660696,4244.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,7,1,0.19742572970161867,15383.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,8,0,0.19396763119176064,4078.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,8,1,0.19508752117447764,14168.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,9,0,0.19045020463847198,3665.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,9,1,0.1988887073051152,12238.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,10,0,0.20713688318929468,3587.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,10,1,0.20230782002324424,12046.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,11,0,0.17797844450917566,3433.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,11,1,0.19242411138977766,11563.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,12,0,0.16440677966101688,2950.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,12,1,0.18919191919191913,9900.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,13,0,0.2041901188242651,3198.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,13,1,0.19854632440886927,10869.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,14,0,0.1925167892548769,3127.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,14,1,0.1905708605509798,10563.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,15,0,0.19653979238754318,2890.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,15,1,0.19743115695241795,10277.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,16,0,0.18188539741219958,2705.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,16,1,0.1919359866985347,9623.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,17,0,0.18296643810898588,2771.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,17,1,0.19769715402998042,9206.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,18,0,0.19300699300699298,2145.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,18,1,0.20693126258268615,6954.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,19,0,0.1848077813802686,2159.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,19,1,0.20703238984534572,6854.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,20,0,0.18889465490399585,1927.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,20,1,0.207953603976802,6035.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,21,0,0.19393939393939388,1815.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,21,1,0.20972409801273395,5183.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,22,0,0.2128589263420724,1602.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,22,1,0.21284714861140555,4717.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,23,0,0.22024623803009571,1462.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,23,1,0.2166386150516951,4159.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,24,0,0.20697858842188738,1261.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,24,1,0.21508303838823845,3673.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,25,0,0.1634980988593156,1578.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,25,1,0.19531431222454182,4311.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,26,0,0.17522245037645445,1461.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,26,1,0.19479785128640084,3537.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,27,0,0.16046681254558712,1371.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,27,1,0.20022371364653238,3576.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,28,0,0.12800769971126078,1039.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,28,1,0.20956294359357486,2677.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,29,0,0.16109785202863958,838.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,29,1,0.1989125509741731,2207.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,30,0,0.14623338257016247,677.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,30,1,0.19821428571428568,1680.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,31,0,0.19648562300319483,626.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,31,1,0.2226027397260274,1460.0,7
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,32,0,0.19910514541387017,447.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,32,1,0.23283858998144707,1078.0,7
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,33,0,0.16799999999999995,500.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,33,1,0.2199440820130475,1073.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,34,0,0.17692307692307688,390.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,34,1,0.21435897435897433,975.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,35,0,0.1656441717791411,326.0,8
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,35,1,0.22305764411027568,798.0,7
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,36,0,0.14285714285714285,14.0,3
p1_jmis_residual_queue_panel.csv,accepted_vote_30d_rate,accepted_vote_30d_denom,36,1,0.13333333333333333,15.0,4
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-35,0,0.047874377633090735,5222.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-35,1,0.06060780808488548,17341.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-34,0,0.06345933562428402,4365.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-34,1,0.08393972804116132,13605.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-33,0,0.07842238018803026,4361.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-33,1,0.09462698105914179,12935.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-32,0,0.08145722472370034,4886.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-32,1,0.11188433213972025,14801.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-31,0,0.09668284789644008,4944.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-31,1,0.12255843209958281,15103.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-30,0,0.09252823631624668,4604.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-30,1,0.1397168670413317,14057.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-29,0,0.09386617100371741,4304.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-29,1,0.1356020552535557,13429.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-28,0,0.10636106103528196,3883.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-28,1,0.15532691669432455,12052.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-27,0,0.1150825886812889,3693.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-27,1,0.1519337016574585,10860.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-26,0,0.11322291610100459,3683.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-26,1,0.16432865731462923,10978.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-25,0,0.12481730488161354,3421.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-25,1,0.16538990375171872,10182.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-24,0,0.1169139465875371,3370.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-24,1,0.1711467801198994,10342.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-23,0,0.11336482356210055,3599.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-23,1,0.17097159665410416,10879.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-22,0,0.12362555720653787,3365.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-22,1,0.17393514282809794,9837.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-21,0,0.12284541723666208,3655.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-21,1,0.17519042437431984,11028.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-20,0,0.12720950449145174,3451.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-20,1,0.1808302330135108,10214.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-19,0,0.14159779614325066,3630.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-19,1,0.1856498725740051,10202.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-18,0,0.13327475102519035,3414.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-18,1,0.1867785939139559,9530.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-17,0,0.14250232846941943,3221.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-17,1,0.18985339099251133,9481.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-16,0,0.14975399753997537,3252.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-16,1,0.18954733382805047,9433.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-15,0,0.1474078700811992,3202.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-15,1,0.19178539626001775,8984.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-14,0,0.1382086548138208,2981.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-14,1,0.20252593594948126,8868.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-13,0,0.14814814814814814,2835.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-13,1,0.20077616710421184,8761.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-12,0,0.14305555555555552,2880.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-12,1,0.21710756322106975,8581.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-11,0,0.15665713377820142,3147.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-11,1,0.2102278922691091,9171.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-10,0,0.1729222520107238,2984.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-10,1,0.22350097824835993,8689.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-9,0,0.1709233791748526,3054.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-9,1,0.21611520281411445,9097.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-8,0,0.17171717171717168,2871.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-8,1,0.22820710124216775,9097.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-7,0,0.1753681392235609,2988.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-7,1,0.23887740672250626,9193.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-6,0,0.1695478723404255,3008.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-6,1,0.2309523809523809,8820.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-5,0,0.15670381627828434,2961.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-5,1,0.2235359116022099,9050.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-4,0,0.17048756861478848,3097.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-4,1,0.23423134487919606,9354.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-3,0,0.1748726655348047,2945.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-3,1,0.24619379204532033,8473.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-2,0,0.1695926966292134,2848.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-2,1,0.2395930776426567,8552.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-1,0,0.18388356407525733,2817.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,-1,1,0.24703748488512695,8270.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,0,0,0.1656200941915227,2548.0,8
p1_jmis_residual_queue_panel.csv,brand_new_platform_share,n_new_answerers_profiles,0,1,0.25943336297802055,7871.0,8
