user_id,created_at,source,post_id,labels
8047,2023-06-06 00:39:31.237000+00:00,comment,19656611,chatgpt
8127,2023-10-26 14:48:53.767000+00:00,answer_post,77368057,chatgpt
8127,2023-10-26 14:53:10.140000+00:00,comment,77368057,chatgpt
8131,2012-05-14 15:21:43.480000+00:00,comment,10524352,claude
8479,2025-02-10 15:08:41.680000+00:00,comment,70082106,chatgpt
9204,2018-06-07 17:58:09.503000+00:00,answer_post,50747470,gemini
9204,2018-08-15 15:29:32.870000+00:00,comment,50747470,gemini
9328,2008-09-27 04:15:05.740000+00:00,comment,15035,gemini
9345,2010-02-21 00:59:51.900000+00:00,answer_post,2304381,chatgpt
9382,2023-07-14 21:49:04.730000+00:00,comment,76691115,chatgpt
9642,2023-04-08 14:12:26.260000+00:00,answer_post,75965716,llm
9642,2023-11-04 18:25:48.370000+00:00,comment,74768380,openai
9642,2024-01-10 18:48:26.547000+00:00,answer_post,77795742,gpt_family;openai
9950,2024-04-15 14:57:32.090000+00:00,answer_post,78329287,copilot
10155,2025-06-24 15:56:15.403000+00:00,comment,79556138,claude
10263,2016-09-12 05:57:28.970000+00:00,answer_post,39444118,anthropic
10335,2024-04-29 22:11:17.370000+00:00,answer_post,78405393,chatgpt;claude;gemini
10335,2024-07-25 18:55:39.903000+00:00,comment,78784464,copilot
10446,2023-12-23 18:01:18.937000+00:00,comment,919612,claude
10508,2025-02-26 22:19:53.130000+00:00,comment,79470639,copilot
10661,2008-10-01 14:11:39.580000+00:00,answer_post,157789,copilot
10897,2010-05-22 15:33:16.040000+00:00,answer_post,2888676,copilot
10897,2010-05-22 17:17:03.637000+00:00,comment,2888676,copilot
10932,2011-02-28 08:10:34.330000+00:00,answer_post,5139544,gemini
11002,2023-06-06 11:27:49.407000+00:00,comment,76413740,chatgpt
11002,2023-07-02 06:48:11.723000+00:00,comment,76597655,chatgpt
11182,2023-01-10 06:30:10.457000+00:00,comment,75063887,chatgpt
11182,2023-03-16 00:56:35.093000+00:00,comment,75742492,chatgpt
11182,2024-01-21 12:12:45.673000+00:00,comment,63473224,chatgpt
11182,2024-04-09 15:19:41.037000+00:00,comment,78299241,copilot
11182,2024-09-12 15:50:23.850000+00:00,comment,78977716,copilot
11182,2024-10-28 01:29:53.810000+00:00,comment,79130952,gemini
11182,2025-05-02 19:02:42.290000+00:00,comment,79603498,ai_generated;chatgpt
11492,2010-07-28 08:23:51.543000+00:00,answer_post,3351080,copilot
11683,2023-03-22 11:57:39.240000+00:00,comment,75804044,chatgpt
11683,2023-06-10 18:29:51.817000+00:00,comment,76447587,chatgpt
11683,2025-01-10 11:51:01.827000+00:00,comment,79345321,ai_generated
11721,2009-01-21 10:26:42.177000+00:00,answer_post,464728,copilot
12597,2011-06-09 21:19:31.233000+00:00,comment,2493893,copilot
12711,2015-01-13 01:26:35.110000+00:00,comment,27912826,gemini
13070,2010-01-18 20:11:48.500000+00:00,answer_post,2088873,copilot
13070,2020-09-25 17:32:09.533000+00:00,answer_post,64068860,copilot
13070,2021-03-25 20:57:58.777000+00:00,answer_post,66807520,copilot
13070,2021-05-02 20:00:42.757000+00:00,comment,67359857,copilot
13070,2022-06-18 20:57:53.243000+00:00,answer_post,72672722,copilot
13070,2022-06-23 14:42:05.183000+00:00,answer_post,72732097,copilot
13070,2022-10-26 14:49:05.667000+00:00,comment,74208349,copilot
13070,2023-02-06 13:39:42.080000+00:00,answer_post,75362046,copilot
13070,2023-02-11 14:21:52.260000+00:00,answer_post,75420816,copilot
13070,2023-11-23 16:18:31.873000+00:00,answer_post,77538336,copilot
13070,2025-07-30 15:54:45.907000+00:00,answer_post,79720229,anthropic;claude
13442,2015-04-10 18:57:20.187000+00:00,answer_post,29568804,claude
13508,2023-03-30 10:49:02.120000+00:00,comment,75887168,chatgpt
13508,2023-05-13 07:18:17.973000+00:00,comment,76228074,chatgpt
13508,2023-09-08 06:15:18.810000+00:00,comment,77062445,chatgpt
13508,2024-06-09 09:05:35.110000+00:00,comment,78597800,chatgpt
13508,2024-09-11 08:43:15.180000+00:00,comment,78963263,ai_generated;chatgpt
13744,2024-09-08 11:27:21.933000+00:00,comment,78962221,chatgpt
13969,2024-07-21 18:58:46.547000+00:00,comment,70440630,claude
14122,2023-01-02 19:12:20.890000+00:00,comment,74986201,chatgpt
14122,2023-03-01 20:15:53.753000+00:00,comment,75608371,chatgpt;llm
14122,2023-03-01 20:21:18.713000+00:00,comment,75608371,llm
14122,2023-03-01 20:30:05.823000+00:00,comment,75608371,llm
14122,2023-05-21 22:17:17.553000+00:00,comment,76301875,ai_generated;llm
14122,2023-06-23 16:00:30.580000+00:00,comment,76540947,chatgpt
14122,2023-07-20 21:33:50.930000+00:00,comment,76722812,chatgpt
14122,2023-07-28 13:04:26.680000+00:00,comment,76773303,openai
14122,2023-09-26 21:48:03.427000+00:00,comment,77181595,llm
14122,2023-11-30 18:37:56.543000+00:00,comment,77580905,openai
14122,2023-11-30 18:40:55.110000+00:00,comment,77580905,openai
14122,2024-03-13 17:21:36.427000+00:00,comment,78150771,llm
14122,2024-03-19 17:38:22.513000+00:00,comment,78188399,llm
14122,2024-03-27 21:24:52.430000+00:00,comment,78234648,copilot
14122,2024-03-27 21:26:18.947000+00:00,comment,78234648,openai
14122,2024-04-17 20:15:40.433000+00:00,comment,78343573,chatgpt
14122,2024-04-27 23:36:09.053000+00:00,comment,78396642,openai
14122,2024-04-27 23:40:55.347000+00:00,comment,78396642,openai
14122,2024-04-27 23:48:59.550000+00:00,comment,78396642,openai
14122,2024-04-27 23:51:11.187000+00:00,comment,78396642,openai
14122,2024-04-27 23:51:36.627000+00:00,comment,78396642,openai
14122,2024-05-04 18:22:45.253000+00:00,comment,78429932,llm
14122,2024-05-14 21:13:07.443000+00:00,comment,77661155,chatgpt
14122,2024-06-12 15:58:12.250000+00:00,comment,78603441,openai
14122,2024-08-06 16:02:37.363000+00:00,comment,78839580,anthropic;openai
14122,2024-11-01 22:00:43.100000+00:00,comment,79149500,openai
14122,2024-11-10 22:32:00.957000+00:00,comment,79175945,openai
14122,2024-11-10 22:36:50.307000+00:00,comment,79175945,openai
14122,2024-11-10 22:41:55.323000+00:00,answer_post,79175972,openai
14122,2024-12-18 01:39:43.183000+00:00,comment,78782599,anthropic
14122,2024-12-30 16:51:54.537000+00:00,comment,79315600,openai
14122,2025-02-05 15:53:39.667000+00:00,comment,79413654,gpt_family
14122,2025-02-05 15:53:53.083000+00:00,comment,79413654,openai
14122,2025-02-11 14:39:37.330000+00:00,comment,79430273,llm
14122,2025-02-24 01:37:12.790000+00:00,comment,77265938,llm
14122,2025-03-14 22:53:07.657000+00:00,comment,79510075,llm
14122,2025-12-24 15:57:44.453000+00:00,comment,78855365,llm
14360,2025-09-04 17:04:27.620000+00:00,answer_post,79756011,claude;copilot
14419,2023-01-13 18:19:45.193000+00:00,comment,75106285,chatgpt
14645,2025-03-18 17:04:58.320000+00:00,comment,79499882,claude
14645,2025-04-22 21:42:00.633000+00:00,comment,79499882,anthropic
14750,2014-07-15 23:58:13.123000+00:00,answer_post,24770073,copilot
14860,2023-06-15 23:01:50.183000+00:00,comment,800644,chatgpt
15127,2024-03-14 07:59:40.813000+00:00,comment,78157349,chatgpt
15168,2013-02-11 18:39:51.583000+00:00,answer_post,14818687,copilot
15168,2023-03-19 06:44:20.253000+00:00,comment,75780421,chatgpt
15275,2023-06-04 12:24:03.020000+00:00,answer_post,76400403,chatgpt
15275,2025-08-13 13:57:44.610000+00:00,comment,79729498,llm
15416,2023-08-24 14:55:14.807000+00:00,answer_post,76970556,chatgpt
15416,2024-12-07 12:16:22.280000+00:00,comment,79259307,chatgpt
15472,2020-12-15 15:46:24.823000+00:00,answer_post,65309152,gemini
15530,2025-02-25 06:23:53.327000+00:00,comment,79461978,copilot
16076,2009-06-17 15:13:11.323000+00:00,answer_post,1007671,gemini
16076,2009-10-03 02:34:33.793000+00:00,answer_post,1512626,gemini
16082,2022-12-05 18:25:50.537000+00:00,answer_post,74692747,gpt_family
16287,2025-05-26 20:13:40.470000+00:00,comment,79639016,chatgpt
16391,2025-10-23 20:51:32.697000+00:00,answer_post,79798201,copilot
16582,2023-06-01 15:22:21.707000+00:00,answer_post,76383456,claude
16582,2024-09-30 16:35:42.113000+00:00,comment,79040121,chatgpt
16587,2009-06-18 15:17:12.160000+00:00,answer_post,1013289,copilot
16940,2025-08-13 19:09:13.693000+00:00,comment,73675762,chatgpt
16959,2014-01-21 19:15:08.323000+00:00,answer_post,21267094,claude
17034,2017-01-11 12:18:04.723000+00:00,answer_post,41590791,gemini
17034,2025-09-30 20:51:41.680000+00:00,comment,79778846,copilot
17086,2008-09-18 05:32:02.843000+00:00,answer_post,90301,copilot
17328,2023-09-20 09:34:24.293000+00:00,answer_post,77141125,llm
17328,2023-10-09 04:35:19.900000+00:00,answer_post,77256281,llm
17328,2023-11-06 08:49:15.320000+00:00,answer_post,77429828,llm
17328,2024-02-12 03:21:56.313000+00:00,answer_post,77979188,gemini
17328,2024-02-13 05:08:24.727000+00:00,answer_post,77985644,gemini
17328,2024-03-07 02:11:17.030000+00:00,answer_post,78118384,llm
17328,2024-04-22 04:36:38.300000+00:00,answer_post,78363981,gemini
17328,2024-05-27 08:40:31.533000+00:00,answer_post,78538019,gemini
17328,2024-06-10 03:27:46.783000+00:00,answer_post,78600355,gemini
17328,2024-08-01 02:11:19.850000+00:00,answer_post,78818871,gemini
17328,2024-08-30 02:03:13.027000+00:00,answer_post,78930204,gemini;llm
17328,2024-09-09 09:06:15.247000+00:00,answer_post,78964702,gemini
17328,2025-02-11 09:08:52.660000+00:00,answer_post,79429420,gemini
17328,2025-02-20 03:10:35.570000+00:00,answer_post,79453252,gemini
17343,2010-04-28 14:31:47.003000+00:00,comment,2730343,llm
18077,2025-07-24 08:43:39.770000+00:00,comment,2203437,llm
18102,2009-03-19 15:34:13.670000+00:00,answer_post,662675,copilot
18157,2016-05-16 21:50:28.020000+00:00,comment,37263631,claude
18187,2012-08-25 16:21:21.660000+00:00,answer_post,12123652,llm
18333,2025-11-07 21:49:14.653000+00:00,comment,79798870,chatgpt;openai
18393,2009-03-16 21:37:08.973000+00:00,answer_post,652251,copilot
18627,2023-02-25 13:57:07.623000+00:00,answer_post,75565890,chatgpt
18735,2022-12-18 22:44:08.203000+00:00,comment,74842623,chatgpt
19068,2023-02-19 18:31:15.260000+00:00,comment,75502437,chatgpt
19068,2023-03-11 10:18:35.583000+00:00,comment,75704167,chatgpt
19068,2023-06-22 09:05:09.527000+00:00,comment,76503867,gpt_family
19068,2023-07-31 17:34:18.373000+00:00,comment,76805908,chatgpt
19068,2023-09-13 18:53:44.003000+00:00,comment,77099767,chatgpt
19068,2023-10-16 17:25:47.683000+00:00,comment,77303816,chatgpt
19068,2023-11-04 20:29:32.030000+00:00,comment,77423493,ai_generated;chatgpt
19068,2023-11-10 17:02:59.957000+00:00,comment,77461695,ai_generated;chatgpt
19068,2025-03-20 08:21:18.160000+00:00,comment,79522108,chatgpt
19450,2023-09-18 21:39:18.243000+00:00,comment,77112895,chatgpt
19546,2024-03-06 08:57:31.927000+00:00,comment,78096627,ai_generated;copilot
19635,2008-12-30 22:33:22.873000+00:00,answer_post,401727,gemini
19935,2008-10-05 20:50:55.993000+00:00,answer_post,172638,gemini
19974,2023-08-16 01:30:27.737000+00:00,comment,76151941,openai
20151,2024-08-23 06:40:36.300000+00:00,answer_post,78904608,chatgpt
20471,2008-12-27 04:15:49.333000+00:00,answer_post,394653,copilot
20471,2009-01-07 23:23:21.667000+00:00,comment,394653,copilot
20479,2023-08-14 18:04:21.707000+00:00,answer_post,76901222,llm
20479,2023-08-22 14:37:45.247000+00:00,answer_post,76954389,openai
20479,2023-11-10 15:30:39.330000+00:00,answer_post,77461141,llm
20846,2009-12-31 20:00:42.070000+00:00,answer_post,1986909,claude
20860,2023-03-24 13:28:34.487000+00:00,comment,75822978,chatgpt
20860,2023-03-25 20:38:09.783000+00:00,comment,75844241,chatgpt
20860,2023-04-22 22:45:40.883000+00:00,comment,76082249,chatgpt
20860,2023-04-23 21:34:36.960000+00:00,comment,76087151,chatgpt
20860,2023-06-22 15:17:48.723000+00:00,comment,76531749,chatgpt
20860,2024-04-12 16:01:21.327000+00:00,answer_post,78317475,chatgpt
20860,2025-10-07 11:03:25.603000+00:00,comment,79784471,llm
21217,2024-05-02 14:41:47.793000+00:00,answer_post,78419933,anthropic;claude
21362,2012-01-09 18:13:10.830000+00:00,answer_post,8793130,gemini
21499,2023-06-08 20:14:17.323000+00:00,comment,75609473,chatgpt
21499,2023-06-08 20:45:37.707000+00:00,answer_post,76435573,chatgpt;copilot
21925,2011-08-25 13:09:47.210000+00:00,comment,7132866,gemini
22483,2023-02-05 22:02:18.310000+00:00,answer_post,75355829,copilot
22483,2023-03-16 18:04:58.740000+00:00,comment,75753284,chatgpt
22483,2023-10-07 20:12:58.293000+00:00,comment,77249669,chatgpt;llm
22483,2024-02-11 00:59:52.693000+00:00,comment,77975258,llm
22656,2024-01-01 15:10:40.993000+00:00,comment,77742272,chatgpt
22656,2025-03-11 12:57:06.193000+00:00,comment,79498910,gemini
22820,2025-11-13 18:26:19.263000+00:00,answer_post,79819307,gpt_family
22848,2023-12-18 10:47:20.920000+00:00,answer_post,77678549,bard
22858,2023-10-02 15:58:15.660000+00:00,answer_post,77216930,gpt_family;openai
22941,2025-02-24 08:56:07.947000+00:00,answer_post,79462918,copilot
22941,2025-09-19 18:04:58.187000+00:00,comment,79462918,copilot
23118,2023-09-11 07:25:22.140000+00:00,comment,77078722,chatgpt
23235,2023-03-18 23:23:36.710000+00:00,answer_post,75779246,gpt_family;openai
23235,2023-04-30 18:13:53.287000+00:00,answer_post,76142831,gpt_family;openai
23235,2023-05-10 20:46:15.247000+00:00,answer_post,76222440,chatgpt;openai
23235,2023-05-17 18:59:58.173000+00:00,answer_post,76275405,chatgpt;gpt_family;llm;openai
23235,2023-05-19 22:59:32.800000+00:00,answer_post,76292867,gpt_family;openai
23235,2023-06-04 03:55:30.440000+00:00,answer_post,76398870,gpt_family;openai
23235,2023-06-04 04:00:26.837000+00:00,comment,76398870,openai
23235,2024-08-02 23:15:07.040000+00:00,answer_post,78827496,gpt_family;openai
23235,2024-08-05 19:56:04.687000+00:00,answer_post,78836241,openai
23528,2023-03-28 19:09:41.400000+00:00,comment,75869428,openai
23528,2024-07-28 17:59:28.477000+00:00,comment,78804466,copilot
23528,2025-06-12 23:37:07.117000+00:00,answer_post,79664202,chatgpt
23574,2013-04-22 19:51:54.403000+00:00,answer_post,16155543,copilot
23852,2023-09-12 21:59:14.797000+00:00,comment,77084947,chatgpt
24684,2022-07-13 18:01:43.503000+00:00,comment,72860318,copilot
25124,2019-07-28 12:41:25.603000+00:00,comment,42802225,openai
25197,2025-06-17 03:07:42.027000+00:00,answer_post,79668426,llm
25549,2010-04-25 17:50:59.453000+00:00,answer_post,2709229,gemini
26004,2022-08-02 07:06:41.733000+00:00,answer_post,73203297,gemini
26398,2023-05-18 17:48:45.760000+00:00,comment,75846622,openai
26444,2025-01-08 11:12:22.110000+00:00,comment,79338693,copilot
26444,2025-01-09 13:45:24.443000+00:00,comment,79338693,copilot
26833,2024-09-14 09:55:23.427000+00:00,answer_post,78984830,gpt_family;openai
26837,2009-01-12 13:16:44.517000+00:00,answer_post,435377,gemini
26837,2009-06-13 01:00:55.620000+00:00,answer_post,989670,gemini
27232,2024-04-04 07:07:07.183000+00:00,answer_post,78272263,llm
27385,2016-06-25 14:08:30.600000+00:00,answer_post,38029356,claude
28106,2024-04-29 17:33:11.433000+00:00,answer_post,78404323,gpt_family
28376,2016-02-13 19:12:41.680000+00:00,comment,35359820,copilot
28376,2016-10-04 16:54:09.140000+00:00,answer_post,39857840,copilot
28376,2016-11-07 10:42:31.707000+00:00,answer_post,40463221,copilot
28376,2017-06-01 07:41:46.213000+00:00,answer_post,44301430,copilot
28376,2017-09-28 12:39:35.983000+00:00,answer_post,46469417,copilot
28376,2017-10-13 12:42:59.720000+00:00,answer_post,46730231,copilot
28376,2018-02-12 06:48:24.353000+00:00,answer_post,48740894,copilot
28376,2018-02-25 13:53:08.087000+00:00,answer_post,48974216,copilot
28376,2018-03-06 23:02:59.307000+00:00,answer_post,49141460,copilot
28376,2018-06-11 23:25:35.117000+00:00,answer_post,50807347,copilot
28376,2018-10-29 01:30:40.997000+00:00,answer_post,53037651,copilot
28376,2020-02-24 06:17:41.133000+00:00,answer_post,60370479,copilot
28376,2024-06-10 10:30:43.683000+00:00,comment,78598636,llm
29043,2009-06-30 04:58:40.130000+00:00,answer_post,1061813,copilot
29110,2012-04-16 11:35:34.360000+00:00,answer_post,10173333,gemini
29110,2012-04-16 11:41:20.003000+00:00,answer_post,10173407,gemini
29407,2009-10-24 11:08:20.240000+00:00,answer_post,1617679,gemini
29470,2023-07-26 09:28:45.640000+00:00,comment,76769583,chatgpt
29613,2024-09-27 13:30:07.127000+00:00,answer_post,79031578,copilot
32453,2024-08-27 14:45:13.897000+00:00,comment,78627280,chatgpt
32846,2024-12-05 12:37:28+00:00,comment,24270700,llm
32846,2024-12-05 12:48:30.773000+00:00,comment,27210476,llm
32880,2025-07-10 23:32:18.357000+00:00,comment,79693203,llm
33522,2024-04-26 16:01:14.707000+00:00,answer_post,78391707,openai
34170,2022-09-26 11:06:35.533000+00:00,answer_post,73853263,openai
34170,2022-09-26 11:17:53.243000+00:00,answer_post,73853380,gpt_family
34170,2022-09-30 09:35:09.693000+00:00,comment,73899423,gpt_family
34170,2022-10-25 08:15:51.357000+00:00,answer_post,74190987,openai
34170,2022-10-25 11:17:18.380000+00:00,comment,74192498,gpt_family
34170,2022-11-07 12:41:07.303000+00:00,comment,74262671,gpt_family
34450,2014-07-31 00:34:41.797000+00:00,answer_post,25049165,llm
35946,2025-10-04 20:25:16.003000+00:00,comment,74400642,llm
36170,2023-08-17 22:35:54.437000+00:00,answer_post,76925492,gpt_family;openai
36821,2017-09-17 10:20:43.363000+00:00,comment,30921577,gemini
37213,2023-03-18 16:30:02.800000+00:00,comment,75776056,chatgpt
37213,2023-03-18 19:12:51.370000+00:00,answer_post,75778097,chatgpt
37865,2008-12-27 04:24:49.953000+00:00,answer_post,394659,copilot
38055,2013-07-26 10:16:02.810000+00:00,comment,17878174,gemini
38055,2013-07-26 12:06:46.370000+00:00,comment,17878174,gemini
39478,2009-12-22 19:13:47.660000+00:00,comment,1929948,copilot
39939,2025-07-04 20:37:31.540000+00:00,comment,79690529,chatgpt;llm
40342,2023-01-31 23:49:06.910000+00:00,comment,75304242,chatgpt
40342,2023-02-15 13:48:04.457000+00:00,comment,75460658,chatgpt
40914,2017-09-29 15:33:45.163000+00:00,comment,46474851,gemini
41169,2023-05-10 18:58:26.917000+00:00,answer_post,76221774,chatgpt
41169,2025-01-03 09:52:48.060000+00:00,comment,69855112,llm
41283,2025-10-22 21:11:07.263000+00:00,comment,45177159,claude
41906,2015-09-01 21:47:41.137000+00:00,comment,9309248,gemini
42126,2009-07-08 12:16:14.997000+00:00,answer_post,1097708,copilot
42126,2024-05-03 20:43:41.237000+00:00,comment,78426252,chatgpt
42139,2012-12-12 00:13:45.397000+00:00,comment,13830514,claude
42139,2012-12-13 03:28:27.777000+00:00,comment,13851366,claude
42139,2012-12-13 20:03:30.377000+00:00,comment,13851366,claude
42973,2025-09-03 14:53:38.503000+00:00,comment,7418341,chatgpt
43089,2023-11-17 17:04:12.343000+00:00,comment,77272012,gpt_family
43615,2025-11-12 18:28:33.610000+00:00,comment,79818111,chatgpt
43846,2023-04-04 00:35:35.983000+00:00,comment,75924659,chatgpt
43846,2023-05-15 19:52:11.483000+00:00,comment,76256774,copilot
43846,2024-04-07 17:54:59.687000+00:00,answer_post,78288778,gpt_family;openai
43959,2024-03-10 00:18:37.790000+00:00,comment,16019964,llm
44264,2016-06-29 22:30:21.213000+00:00,answer_post,38111107,chatgpt
44264,2016-06-29 22:33:49.700000+00:00,answer_post,38111137,chatgpt
44375,2024-11-07 09:54:51.570000+00:00,comment,76415533,claude
44440,2024-07-11 02:31:58.883000+00:00,answer_post,78733321,gemini;openai
45249,2009-01-30 07:58:03.923000+00:00,answer_post,494841,claude
45375,2019-03-13 14:54:41.817000+00:00,comment,55127030,claude
45375,2023-03-12 23:36:03.750000+00:00,comment,75716867,chatgpt
45375,2024-03-23 12:45:21.137000+00:00,comment,78210172,copilot
45375,2024-03-23 19:50:35.453000+00:00,answer_post,78212249,copilot
45685,2023-04-30 19:13:56.567000+00:00,comment,76140989,chatgpt
45843,2024-03-16 23:09:04.690000+00:00,answer_post,78173590,openai
46914,2009-02-06 05:11:16.237000+00:00,comment,519085,copilot
47680,2025-04-04 17:11:03.433000+00:00,comment,79481908,copilot
47773,2024-08-07 23:18:37.003000+00:00,answer_post,78846013,llm
47773,2024-08-08 13:58:49.377000+00:00,comment,78846013,llm
48082,2012-07-12 14:57:33.883000+00:00,comment,11446340,claude
48956,2024-07-03 19:14:55.537000+00:00,answer_post,78703868,llm
