primary_tag,month_id,n_questions,exposure_index,high_tag,first_answer_12h_num,first_answer_12h_denom,first_answer_1d_num,first_answer_1d_denom,first_answer_7d_num,first_answer_7d_denom,accepted_7d_num,accepted_7d_denom,accepted_14d_num,accepted_14d_denom,accepted_30d_num,accepted_30d_denom,first_answer_12h_rate,first_answer_1d_rate,first_answer_7d_rate,accepted_7d_rate,accepted_14d_rate,accepted_30d_rate,post_chatgpt,exposure_post,time_index,n_answers,n_answerers,expert_answer_share,incumbent_answer_share,accepted_answer_expert_share,n_new_answerers,novice_entrants,novice_entry_share,exposure_index_exp,high_tag_exp,n_questions_closure,high_tag_closure,exposure_index_closure,post_chatgpt_closure,time_index_closure,first_answer_1d_rate_closure,first_answer_1d_denom_closure,accepted_vote_30d_rate,accepted_vote_30d_denom,high_tag_p1_median,time_index_p1,high_post,n_new_answerers_profiles,brand_new_platform_count,low_tenure_existing_count,established_cross_tag_count,brand_new_platform_share,low_tenure_existing_share,established_cross_tag_share,residual_queue_complexity_index_mean,body_word_count_mean,tag_count_full_mean,has_edit_mean,complexity_index_broad_mean
android,2022-03,3665,-0.5824723369899437,0,1676,3665,1860,3665.0,2154,3665,527,3665,604,3665,661,3665,0.4572987721691678,0.5075034106412005,0.5877216916780355,0.1437926330150068,0.1648021828103683,0.1803547066848567,0,-0.0,27.0,3732.0,2241.0,0.3164523043944265,0.5329581993569131,0.4393442622950819,1213.0,492.0,0.4056059356966199,-0.5824723369899437,0,3665,0,-0.5824723369899437,0,27,0.5075034106412005,3665.0,0.1803547066848567,3665.0,0,26,0,1213.0,277.0,215.0,721.0,0.2283594394064303,0.1772464962901896,0.59439406430338,-0.0078105075865929,179.40545702592087,3.523601637107776,0.4040927694406548,0.0304429483078201
android,2022-04,3272,-0.5824723369899437,0,1534,3272,1711,3272.0,1987,3272,456,3272,523,3272,576,3272,0.4688264058679706,0.5229217603911981,0.6072738386308069,0.1393643031784841,0.159841075794621,0.1760391198044009,0,-0.0,28.0,3510.0,2155.0,0.3105413105413105,0.51994301994302,0.4111212397447584,1157.0,453.0,0.3915298184961106,-0.5824723369899437,0,3272,0,-0.5824723369899437,0,28,0.5229217603911981,3272.0,0.1760391198044009,3272.0,0,27,0,1157.0,248.0,205.0,704.0,0.2143474503025065,0.1771823681936041,0.6084701815038893,-0.0108648858593811,180.4064792176039,3.490831295843521,0.4104523227383863,0.0316241118713495
android,2022-05,3284,-0.5824723369899437,0,1462,3284,1608,3284.0,1868,3284,425,3284,495,3284,555,3284,0.4451887941534714,0.489646772228989,0.5688185140073082,0.129415347137637,0.1507308160779537,0.1690012180267966,0,-0.0,29.0,3295.0,2056.0,0.3198786039453717,0.5095599393019726,0.4447731755424063,1138.0,455.0,0.3998242530755712,-0.5824723369899437,0,3284,0,-0.5824723369899437,0,29,0.489646772228989,3284.0,0.1690012180267966,3284.0,0,28,0,1138.0,257.0,198.0,683.0,0.2258347978910369,0.1739894551845342,0.6001757469244289,0.0272049998291648,180.79963459196105,3.514616321559074,0.4561510353227771,0.0457025618727129
android,2022-06,3152,-0.5824723369899437,0,1486,3152,1631,3152.0,1896,3152,489,3152,553,3152,600,3152,0.4714467005076142,0.5174492385786802,0.6015228426395939,0.1551395939086294,0.1754441624365482,0.1903553299492385,0,-0.0,30.0,3398.0,2122.0,0.2872277810476751,0.505591524426133,0.4142581888246628,1155.0,454.0,0.3930735930735931,-0.5824723369899437,0,3152,0,-0.5824723369899437,0,30,0.5174492385786802,3152.0,0.1903553299492385,3152.0,0,29,0,1155.0,260.0,194.0,701.0,0.2251082251082251,0.1679653679653679,0.606926406926407,0.0233786118182736,182.0659898477157,3.5041243654822334,0.4511421319796954,0.0494585441745372
android,2022-07,3184,-0.5824723369899437,0,1553,3184,1722,3184.0,1984,3184,480,3184,542,3184,599,3184,0.487751256281407,0.5408291457286433,0.6231155778894473,0.1507537688442211,0.1702261306532663,0.1881281407035175,0,-0.0,31.0,3509.0,2098.0,0.298945568538045,0.5226560273582217,0.4033771106941838,1137.0,431.0,0.3790677220756376,-0.5824723369899437,0,3184,0,-0.5824723369899437,0,31,0.5408291457286433,3184.0,0.1881281407035175,3184.0,0,30,0,1137.0,233.0,198.0,706.0,0.2049252418645558,0.1741424802110818,0.6209322779243623,0.0105054900692329,179.3322864321608,3.5314070351758797,0.4283919597989949,0.0381761680236167
android,2022-08,3392,-0.5824723369899437,0,1645,3392,1840,3392.0,2120,3392,513,3392,590,3392,654,3392,0.4849646226415094,0.5424528301886793,0.625,0.1512382075471698,0.173938679245283,0.1928066037735849,0,-0.0,32.0,3775.0,2265.0,0.2998675496688742,0.512317880794702,0.4179487179487179,1266.0,544.0,0.4296998420221169,-0.5824723369899437,0,3392,0,-0.5824723369899437,0,32,0.5424528301886793,3392.0,0.1928066037735849,3392.0,0,31,0,1266.0,276.0,268.0,722.0,0.2180094786729857,0.2116903633491311,0.5703001579778831,-0.0129898138091996,172.37323113207546,3.5170990566037736,0.419811320754717,0.016422455634354
android,2022-09,2885,-0.5824723369899437,0,1417,2885,1582,2885.0,1818,2885,395,2885,455,2885,510,2885,0.491161178509532,0.5483535528596187,0.630155979202773,0.1369150779896014,0.1577123050259965,0.1767764298093587,0,-0.0,33.0,3371.0,2088.0,0.2761791753188964,0.5146840700088995,0.4095238095238095,1118.0,449.0,0.4016100178890877,-0.5824723369899437,0,2885,0,-0.5824723369899437,0,33,0.5483535528596187,2885.0,0.1767764298093587,2885.0,0,32,0,1118.0,259.0,190.0,669.0,0.2316636851520572,0.1699463327370304,0.5983899821109123,0.0192590313154582,180.16256499133448,3.5441941074523395,0.4336221837088388,0.0526494114959923
android,2022-10,2931,-0.5824723369899437,0,1366,2931,1524,2931.0,1786,2931,400,2931,475,2931,538,2931,0.4660525417946093,0.5199590583418628,0.6093483452746503,0.1364721937905151,0.1620607301262367,0.1835551006482429,0,-0.0,34.0,3221.0,1995.0,0.2660664389941012,0.4936355169202111,0.3782051282051282,1082.0,431.0,0.3983364140480591,-0.5824723369899437,0,2931,0,-0.5824723369899437,0,34,0.5199590583418628,2931.0,0.1835551006482429,2931.0,0,33,0,1082.0,254.0,177.0,651.0,0.2347504621072088,0.1635859519408502,0.6016635859519408,-0.0025833108769048,175.48515864892528,3.5325827362674853,0.4196519959058342,0.0322480177240575
android,2022-11,2870,-0.5824723369899437,0,1348,2870,1497,2870.0,1750,2870,395,2870,456,2870,516,2870,0.4696864111498258,0.521602787456446,0.6097560975609756,0.1376306620209059,0.1588850174216028,0.1797909407665505,0,-0.0,35.0,3302.0,2053.0,0.2607510599636584,0.4688067837674137,0.4130434782608695,1087.0,464.0,0.4268629254829806,-0.5824723369899437,0,2870,0,-0.5824723369899437,0,35,0.521602787456446,2870.0,0.1797909407665505,2870.0,0,34,0,1087.0,264.0,200.0,623.0,0.2428702851885924,0.1839926402943882,0.5731370745170193,0.0535675814536912,185.0933797909408,3.5738675958188155,0.4578397212543554,0.0682868531995479
android,2022-12,2589,-0.5824723369899437,0,1223,2589,1351,2589.0,1581,2589,386,2589,446,2589,498,2589,0.4723831595210506,0.5218230977211279,0.6106604866743917,0.1490923136346079,0.1722672846658941,0.1923522595596755,1,-0.5824723369899437,36.0,2902.0,1871.0,0.2174362508614748,0.3556168159889731,0.3131548311990687,938.0,381.0,0.406183368869936,-0.5824723369899437,0,2589,0,-0.5824723369899437,1,36,0.5218230977211279,2589.0,0.1923522595596755,2589.0,0,35,0,938.0,206.0,175.0,557.0,0.2196162046908315,0.1865671641791045,0.593816631130064,0.0209169666991045,181.7025878717652,3.522595596755504,0.4407106991116261,0.0553354688388916
android,2023-01,2689,-0.5824723369899437,0,1239,2689,1373,2689.0,1617,2689,390,2689,447,2689,486,2689,0.4607660840461138,0.5105987355894385,0.6013387876534028,0.1450353291186314,0.1662328002975083,0.1807363332093715,1,-0.5824723369899437,37.0,3090.0,2004.0,0.1954692556634304,0.3122977346278317,0.3241379310344827,1081.0,437.0,0.4042553191489361,-0.5824723369899437,0,2689,0,-0.5824723369899437,1,37,0.5105987355894385,2689.0,0.1807363332093715,2689.0,0,36,0,1081.0,281.0,156.0,644.0,0.2599444958371878,0.1443108233117483,0.5957446808510638,0.0208558941205046,181.0925994793604,3.5187802156935666,0.4440312383785794,0.0489266738901771
android,2023-02,2305,-0.5824723369899437,0,1058,2305,1184,2305.0,1373,2305,298,2305,346,2305,376,2305,0.4590021691973969,0.5136659436008677,0.5956616052060738,0.1292841648590021,0.1501084598698481,0.1631236442516269,1,-0.5824723369899437,38.0,2597.0,1793.0,0.1836734693877551,0.313823642664613,0.3072463768115942,951.0,365.0,0.3838065194532071,-0.5824723369899437,0,2305,0,-0.5824723369899437,1,38,0.5136659436008677,2305.0,0.1631236442516269,2305.0,0,37,0,951.0,197.0,168.0,586.0,0.2071503680336487,0.1766561514195583,0.6161934805467929,0.0452445075980809,185.2355748373102,3.5622559652928416,0.4498915401301518,0.0504000076260502
android,2023-03,2432,-0.5824723369899437,0,1030,2432,1169,2432.0,1411,2432,337,2432,396,2432,440,2432,0.4235197368421052,0.4806743421052631,0.5801809210526315,0.1385690789473684,0.162828947368421,0.1809210526315789,1,-0.5824723369899437,39.0,2651.0,1785.0,0.1784232365145228,0.3066767257638627,0.2792665726375176,917.0,343.0,0.3740458015267175,-0.5824723369899437,0,2432,0,-0.5824723369899437,1,39,0.4806743421052631,2432.0,0.1809210526315789,2432.0,0,38,0,917.0,276.0,67.0,574.0,0.3009814612868048,0.0730643402399127,0.6259541984732825,0.0497242217303236,191.96422697368425,3.5411184210526314,0.4457236842105263,0.0653217352135735
