high_tags,coef,se,pval,is_observed_split
android;apache-spark;bash;docker;excel;firebase;python;regex,0.005792852400729763,0.005868294908340167,0.32357202579135225,0
android;apache-spark;bash;docker;excel;firebase;python;sql,0.007857757795935047,0.00535819028996572,0.14251355721866502,0
android;apache-spark;bash;docker;excel;firebase;regex;sql,0.008060582650783021,0.004900936400683168,0.10003116438495997,0
android;apache-spark;bash;docker;excel;javascript;kubernetes;linux,-0.002854310825907147,0.006167017154201159,0.6434827064961166,0
android;apache-spark;bash;docker;excel;javascript;kubernetes;memory-management,-0.0034833191367971694,0.006175092949685877,0.5726916760278852,0
android;apache-spark;bash;docker;excel;javascript;kubernetes;multithreading,-0.003130636662379893,0.00618489179131023,0.6127339102611635,0
android;apache-spark;bash;docker;excel;javascript;kubernetes;numpy,-0.003275054854419507,0.006198898980204217,0.5972713702121268,0
android;apache-spark;bash;docker;excel;javascript;kubernetes;pandas,-0.0019835889535286533,0.006348624936942454,0.7547032133601537,0
android;apache-spark;bash;docker;excel;javascript;kubernetes;python,-0.008119090187180364,0.006406477983298039,0.20503907831630497,0
android;apache-spark;bash;docker;excel;javascript;kubernetes;regex,-0.004642266061235911,0.006007948078679847,0.4397073776622519,0
android;apache-spark;bash;docker;excel;javascript;kubernetes;sql,-0.0030536807356943696,0.005882579246179048,0.6036869959424995,0
android;apache-spark;bash;docker;excel;javascript;linux;memory-management,-0.004835509328164386,0.006007676730946848,0.42088408132673905,0
android;apache-spark;bash;docker;excel;javascript;linux;multithreading,-0.004483069337989809,0.006015816040377682,0.456142460905293,0
android;apache-spark;bash;docker;excel;javascript;linux;numpy,-0.004627265238674752,0.006020869874460324,0.4421678262522485,0
android;apache-spark;bash;docker;excel;javascript;linux;pandas,-0.0033362931019761954,0.0061233037313373345,0.5858554442114334,0
android;apache-spark;bash;docker;excel;javascript;linux;python,-0.01106207866305537,0.007595430832221905,0.14527868553902967,0
android;apache-spark;bash;docker;excel;javascript;linux;regex,-0.005995084960711161,0.005955887361148572,0.31413601499934907,0
android;apache-spark;bash;docker;excel;javascript;linux;sql,-0.004429597900341059,0.005959588788958484,0.4573167740350135,0
android;apache-spark;bash;docker;excel;javascript;memory-management;multithreading,-0.005116918649148788,0.005991596110021011,0.3930961514131385,0
android;apache-spark;bash;docker;excel;javascript;memory-management;numpy,-0.005264432904959565,0.005992442373067904,0.37966589485525193,0
android;apache-spark;bash;docker;excel;javascript;memory-management;pandas,-0.0039673818060199095,0.006118539564358664,0.5167135091193225,0
android;apache-spark;bash;docker;excel;javascript;memory-management;python,-0.011304090600582711,0.006964536681123557,0.10456952991948647,0
android;apache-spark;bash;docker;excel;javascript;memory-management;regex,-0.006626494851832809,0.00592315875666873,0.26324961814857095,0
android;apache-spark;bash;docker;excel;javascript;memory-management;sql,-0.005034232653759629,0.005968885378702301,0.3989977726974615,0
android;apache-spark;bash;docker;excel;javascript;multithreading;numpy,-0.004908213525369298,0.006007520147795515,0.4139218106405841,0
android;apache-spark;bash;docker;excel;javascript;multithreading;pandas,-0.0036137891099501246,0.006131426360679271,0.5556010256069757,0
android;apache-spark;bash;docker;excel;javascript;multithreading;python,-0.010951285748028047,0.007113108554321234,0.12365981196138279,0
android;apache-spark;bash;docker;excel;javascript;multithreading;regex,-0.00627218638616911,0.005927150396824026,0.28995843939076715,0
android;apache-spark;bash;docker;excel;javascript;multithreading;sql,-0.004689033216573747,0.005949862230751109,0.43064344562733536,0
android;apache-spark;bash;docker;excel;javascript;numpy;pandas,-0.0037589549059577204,0.006141580770570587,0.5405046344639722,0
android;apache-spark;bash;docker;excel;javascript;numpy;python,-0.010945198488992967,0.006930850530986881,0.1142902121234259,0
android;apache-spark;bash;docker;excel;javascript;numpy;regex,-0.006417900597465331,0.005923916853396646,0.2786362273867816,0
android;apache-spark;bash;docker;excel;javascript;numpy;sql,-0.004825604467930525,0.005955894251464234,0.4178118317037821,0
android;apache-spark;bash;docker;excel;javascript;pandas;python,-0.008862225495821538,0.00659614513801395,0.17909518850382022,0
android;apache-spark;bash;docker;excel;javascript;pandas;regex,-0.00512451143848458,0.005973506831698158,0.39096248258611177,0
android;apache-spark;bash;docker;excel;javascript;pandas;sql,-0.003535381673279721,0.005898146821633052,0.5489025069699405,0
android;apache-spark;bash;docker;excel;javascript;python;regex,-0.014302863173669897,0.007318814232715892,0.050670520843730416,0
android;apache-spark;bash;docker;excel;javascript;python;sql,-0.016854077988665204,0.008245578760755932,0.040952169337790334,0
android;apache-spark;bash;docker;excel;javascript;regex;sql,-0.006227806779995182,0.006113518430635179,0.3083480882837488,0
android;apache-spark;bash;docker;excel;kubernetes;linux;memory-management,0.01214096946764873,0.005369814421434392,0.023761343700094372,0
android;apache-spark;bash;docker;excel;kubernetes;linux;multithreading,0.012432554153835526,0.00531867976251678,0.019411831865369305,0
android;apache-spark;bash;docker;excel;kubernetes;linux;numpy,0.01241791942917981,0.005396323085176693,0.021381368088059093,0
android;apache-spark;bash;docker;excel;kubernetes;linux;pandas,0.01392123761127119,0.005606685577523426,0.013029169974322859,0
android;apache-spark;bash;docker;excel;kubernetes;linux;python,0.008034053374737067,0.005341742571693916,0.13257786985517378,0
android;apache-spark;bash;docker;excel;kubernetes;linux;regex,0.010100261317249178,0.005390459322288568,0.060967751875491936,0
android;apache-spark;bash;docker;excel;kubernetes;linux;sql,0.010748389497483718,0.00490120189812096,0.02830658918876304,0
android;apache-spark;bash;docker;excel;kubernetes;memory-management;multithreading,0.01216927753947435,0.005577247596017104,0.0291131946708846,0
android;apache-spark;bash;docker;excel;kubernetes;memory-management;numpy,0.012161031419095091,0.005672680146111459,0.03204976714265126,0
android;apache-spark;bash;docker;excel;kubernetes;memory-management;pandas,0.013734206251575756,0.0059111194882795,0.020154848410288896,0
android;apache-spark;bash;docker;excel;kubernetes;memory-management;python,0.00731570153980475,0.0055098693232150725,0.18426235633586852,0
android;apache-spark;bash;docker;excel;kubernetes;memory-management;regex,0.009702238411250959,0.0056371869250373425,0.08523023348210303,0
android;apache-spark;bash;docker;excel;kubernetes;memory-management;sql,0.010342207718686991,0.005020855703091368,0.03941291912012661,0
android;apache-spark;bash;docker;excel;kubernetes;multithreading;numpy,0.012455314307112383,0.005608258193776159,0.026358536321051833,0
android;apache-spark;bash;docker;excel;kubernetes;multithreading;pandas,0.01399664979727961,0.005837791612288624,0.016503179489655472,0
android;apache-spark;bash;docker;excel;kubernetes;multithreading;python,0.007697847339354538,0.005446491550437054,0.15755022197180069,0
android;apache-spark;bash;docker;excel;kubernetes;multithreading;regex,0.010041319481192846,0.005567038019496582,0.07127685614538776,0
android;apache-spark;bash;docker;excel;kubernetes;multithreading;sql,0.010653847939373975,0.004998578889159928,0.03305823014358847,0
android;apache-spark;bash;docker;excel;kubernetes;numpy;pandas,0.014012537789044814,0.005946619691794501,0.018453677409890915,0
android;apache-spark;bash;docker;excel;kubernetes;numpy;python,0.007530437789672086,0.005478358096284571,0.16926190111301798,0
android;apache-spark;bash;docker;excel;kubernetes;numpy;regex,0.009991028546090464,0.005644597298828979,0.07672444546828869,0
android;apache-spark;bash;docker;excel;kubernetes;numpy;sql,0.010590678848689,0.0050376131614381136,0.035525185174711336,0
android;apache-spark;bash;docker;excel;kubernetes;pandas;python,0.008889565498884068,0.005225774279809935,0.08892417961655091,0
android;apache-spark;bash;docker;excel;kubernetes;pandas;regex,0.011589038843064801,0.005791005359472348,0.04536937298794016,0
android;apache-spark;bash;docker;excel;kubernetes;pandas;sql,0.011998622451897922,0.005205215668995023,0.021160114962683805,0
android;apache-spark;bash;docker;excel;kubernetes;python;regex,0.006171464974331076,0.005721688847876409,0.280762076261311,0
android;apache-spark;bash;docker;excel;kubernetes;python;sql,0.008226186743852469,0.005178944074878939,0.1121980130502127,0
android;apache-spark;bash;docker;excel;kubernetes;regex;sql,0.008652979952431444,0.0050618419587362485,0.08736710610531234,0
android;apache-spark;bash;docker;excel;linux;memory-management;multithreading,0.010038950412982285,0.004980120981028975,0.04382042012225741,0
android;apache-spark;bash;docker;excel;linux;memory-management;numpy,0.009992045171969534,0.005039074502021588,0.047377174156189174,0
android;apache-spark;bash;docker;excel;linux;memory-management;pandas,0.01162687753666565,0.005301495597055983,0.02829789866703164,0
android;apache-spark;bash;docker;excel;linux;memory-management;python,0.005944818028591058,0.005849298835550455,0.3094722555661762,0
android;apache-spark;bash;docker;excel;linux;memory-management;regex,0.0076162304499317185,0.00520989889024627,0.1437749666145295,0
android;apache-spark;bash;docker;excel;linux;memory-management;sql,0.008573142594392652,0.004691699093714505,0.06765464832382197,0
android;apache-spark;bash;docker;excel;linux;multithreading;numpy,0.010329403574676911,0.005001464318567072,0.03889690530970602,0
android;apache-spark;bash;docker;excel;linux;multithreading;pandas,0.01192903646609815,0.005255200137230557,0.02321067563221364,0
android;apache-spark;bash;docker;excel;linux;multithreading;python,0.006323456444226799,0.005787183333286498,0.2745406263429243,0
android;apache-spark;bash;docker;excel;linux;multithreading;regex,0.007993850931409766,0.005150629544642582,0.12065879160762014,0
android;apache-spark;bash;docker;excel;linux;multithreading;sql,0.008907565517581664,0.004677621602287845,0.05687193955427745,0
android;apache-spark;bash;docker;excel;linux;numpy;pandas,0.011909506427993793,0.005330125816757855,0.025458328365955823,0
android;apache-spark;bash;docker;excel;linux;numpy;python,0.006159236515460832,0.005807237172274696,0.28886539907125,0
android;apache-spark;bash;docker;excel;linux;numpy;regex,0.007909153592549706,0.0052045910000098625,0.1285991150592394,0
android;apache-spark;bash;docker;excel;linux;numpy;sql,0.008824059389967664,0.004699626458095746,0.06043471861998391,0
android;apache-spark;bash;docker;excel;linux;pandas;python,0.007513288905937075,0.005506836551840208,0.17245535379641996,0
android;apache-spark;bash;docker;excel;linux;pandas;regex,0.00956198294725473,0.005344943202054903,0.07361844463523014,0
android;apache-spark;bash;docker;excel;linux;pandas;sql,0.010264518563858752,0.004856015767193989,0.0345345976681221,0
android;apache-spark;bash;docker;excel;linux;python;regex,0.004792544515876095,0.00617316266899456,0.43754143289711345,0
android;apache-spark;bash;docker;excel;linux;python;sql,0.0067863068064087095,0.005839788783933708,0.24520261889034034,0
android;apache-spark;bash;docker;excel;linux;regex;sql,0.006930256286584016,0.004847295584037952,0.1527985323882367,0
android;apache-spark;bash;docker;excel;memory-management;multithreading;numpy,0.009955808411456935,0.005207511171032914,0.055899669837139405,0
android;apache-spark;bash;docker;excel;memory-management;multithreading;pandas,0.011643911025410236,0.005503040151359398,0.03435287490579043,0
android;apache-spark;bash;docker;excel;memory-management;multithreading;python,0.005632149158015111,0.005902999217457196,0.340024657296211,0
android;apache-spark;bash;docker;excel;memory-management;multithreading;regex,0.007477111936835923,0.005360914617070496,0.16309257641799002,0
android;apache-spark;bash;docker;excel;memory-management;multithreading;sql,0.008434859664064528,0.004764249837400738,0.07665243242711842,0
android;apache-spark;bash;docker;excel;memory-management;numpy;pandas,0.011629600022962275,0.005595237724695615,0.03766500145232191,0
android;apache-spark;bash;docker;excel;memory-management;numpy;python,0.0054745691145947975,0.005915752408984532,0.35474629105031297,0
android;apache-spark;bash;docker;excel;memory-management;numpy;regex,0.007385524793750504,0.0054269357531589015,0.17354483185860603,0
android;apache-spark;bash;docker;excel;memory-management;numpy;sql,0.008349217915581658,0.004791361884831103,0.08141114621484329,0
android;apache-spark;bash;docker;excel;memory-management;pandas;python,0.006806764828862562,0.0056523964502023325,0.22850209842041458,0
android;apache-spark;bash;docker;excel;memory-management;pandas;regex,0.009136100950720316,0.005582929050466576,0.10174856222651557,0
android;apache-spark;bash;docker;excel;memory-management;pandas;sql,0.00984354236192106,0.004966839719794272,0.04749578206864926,0
android;apache-spark;bash;docker;excel;memory-management;python;regex,0.004110107883357035,0.00627356159628923,0.5123728242079453,0
android;apache-spark;bash;docker;excel;memory-management;python;sql,0.006006005699224895,0.006062090393263056,0.32180850411932116,0
android;apache-spark;bash;docker;excel;memory-management;regex;sql,0.006379306319778094,0.004955566527308793,0.19798935481798285,0
android;apache-spark;bash;docker;excel;multithreading;numpy;pandas,0.011936284824961195,0.005536782656762019,0.031098033006529652,0
android;apache-spark;bash;docker;excel;multithreading;numpy;python,0.005844936931260786,0.005864477713404841,0.31892571552883997,0
android;apache-spark;bash;docker;excel;multithreading;numpy;regex,0.007780990360840359,0.005356587979671563,0.14633429312645163,0
android;apache-spark;bash;docker;excel;multithreading;numpy;sql,0.00869195351783364,0.004773888509433526,0.06864818058169375,0
android;apache-spark;bash;docker;excel;multithreading;pandas;python,0.007184716052715333,0.005594860408190492,0.19908472036037406,0
android;apache-spark;bash;docker;excel;multithreading;pandas;regex,0.00948902660844874,0.005515838571885982,0.08537365765425443,0
android;apache-spark;bash;docker;excel;multithreading;pandas;sql,0.010162737218287435,0.004947589430723248,0.0399680918207387,0
android;apache-spark;bash;docker;excel;multithreading;python;regex,0.004480454677384997,0.006213745737900531,0.4708754539455017,0
android;apache-spark;bash;docker;excel;multithreading;python;sql,0.006414047854504688,0.005952025889761389,0.28120144424174853,0
android;apache-spark;bash;docker;excel;multithreading;regex;sql,0.00674544788837278,0.004919220647809398,0.17029915385191552,0
android;apache-spark;bash;docker;excel;numpy;pandas;python,0.007020545055763001,0.005620492740498815,0.21162930919521283,0
android;apache-spark;bash;docker;excel;numpy;pandas;regex,0.009431306388677979,0.005590623551659502,0.09160595022911082,0
android;apache-spark;bash;docker;excel;numpy;pandas;sql,0.010095685646482569,0.0049838417496586435,0.04279723586152528,0
android;apache-spark;bash;docker;excel;numpy;python;regex,0.004322898471522049,0.006222159660442769,0.4872066437838387,0
android;apache-spark;bash;docker;excel;numpy;python;sql,0.006230514453545617,0.005988714365034279,0.2981652662891341,0
android;apache-spark;bash;docker;excel;numpy;regex;sql,0.006637838435706617,0.004946549265637588,0.1796242276941915,0
android;apache-spark;bash;docker;excel;pandas;python;regex,0.00566031182685104,0.005887386638163879,0.3363358617555702,0
android;apache-spark;bash;docker;excel;pandas;python;sql,0.007665134981854241,0.005457930951642641,0.16019885736007355,0
android;apache-spark;bash;docker;excel;pandas;regex;sql,0.008140660439314579,0.005031022859531053,0.10564266103561588,0
android;apache-spark;bash;docker;excel;python;regex;sql,0.004829677665158495,0.006568084548873857,0.46214150330085024,0
android;apache-spark;bash;docker;firebase;javascript;kubernetes;linux,-0.004226773645373466,0.0060288071344957155,0.48324299480888555,0
android;apache-spark;bash;docker;firebase;javascript;kubernetes;memory-management,-0.004863233679251164,0.005987855478530309,0.41668670429828014,0
android;apache-spark;bash;docker;firebase;javascript;kubernetes;multithreading,-0.004507368307542697,0.006010864785032766,0.4533328909492135,0
android;apache-spark;bash;docker;firebase;javascript;kubernetes;numpy,-0.004654302902071847,0.006010018914524035,0.4386800941249642,0
android;apache-spark;bash;docker;firebase;javascript;kubernetes;pandas,-0.003358295132376135,0.006173752953492334,0.5864667165141835,0
android;apache-spark;bash;docker;firebase;javascript;kubernetes;python,-0.010189489398343424,0.006897056602331109,0.13957707040802797,0
android;apache-spark;bash;docker;firebase;javascript;kubernetes;regex,-0.006017237974181924,0.005883406463156358,0.3064273491438301,0
android;apache-spark;bash;docker;firebase;javascript;kubernetes;sql,-0.00442223546844088,0.005934017293103386,0.4561298621965958,0
android;apache-spark;bash;docker;firebase;javascript;linux;memory-management,-0.006215840111389183,0.005837052841645623,0.28692408949736425,0
android;apache-spark;bash;docker;firebase;javascript;linux;multithreading,-0.005859553808488273,0.005859373996244572,0.31729565691422656,0
android;apache-spark;bash;docker;firebase;javascript;linux;numpy,-0.0060068674903896516,0.005848366657362898,0.3043725658425227,0
android;apache-spark;bash;docker;firebase;javascript;linux;pandas,-0.00471043090449523,0.0059657501749397,0.42977369136465027,0
android;apache-spark;bash;docker;firebase;javascript;linux;python,-0.012923657122992371,0.007710136264234612,0.09370088534395851,0
android;apache-spark;bash;docker;firebase;javascript;linux;regex,-0.007369019457132198,0.0058512307811167345,0.20788715976168248,0
android;apache-spark;bash;docker;firebase;javascript;linux;sql,-0.005789926851659376,0.006042301242095358,0.3379457470530244,0
android;apache-spark;bash;docker;firebase;javascript;memory-management;multithreading,-0.006505949904395417,0.00578046452496495,0.2603745003869533,0
android;apache-spark;bash;docker;firebase;javascript;memory-management;numpy,-0.006658044117148258,0.005764539855147572,0.24809038494808122,0
android;apache-spark;bash;docker;firebase;javascript;memory-management;pandas,-0.00535107428341082,0.005909540547425947,0.3652018755126162,0
android;apache-spark;bash;docker;firebase;javascript;memory-management;python,-0.013036578199334056,0.00707778598909629,0.06548969210079925,0
android;apache-spark;bash;docker;firebase;javascript;memory-management;regex,-0.008014556859521273,0.005763893847004968,0.16438434019483084,0
android;apache-spark;bash;docker;firebase;javascript;memory-management;sql,-0.006392556674466199,0.005999273237337922,0.2866247690673065,0
android;apache-spark;bash;docker;firebase;javascript;multithreading;numpy,-0.006296164475105427,0.005794709025186417,0.27724157854177356,0
android;apache-spark;bash;docker;firebase;javascript;multithreading;pandas,-0.004993495614691645,0.005936486218976281,0.4002619982520552,0
android;apache-spark;bash;docker;firebase;javascript;multithreading;python,-0.012743787045108451,0.007243425221655019,0.07851651157482363,0
android;apache-spark;bash;docker;firebase;javascript;multithreading;regex,-0.007654686875773413,0.005782245458657236,0.18556083911471244,0
android;apache-spark;bash;docker;firebase;javascript;multithreading;sql,-0.006048199361889495,0.005993690953446351,0.3129294125847826,0
android;apache-spark;bash;docker;firebase;javascript;numpy;pandas,-0.005141785581453923,0.005931106854372565,0.3859867287726687,0
android;apache-spark;bash;docker;firebase;javascript;numpy;python,-0.012706262990229228,0.007062201551411396,0.07198816992283477,0
android;apache-spark;bash;docker;firebase;javascript;numpy;regex,-0.007804891080816612,0.005762449567967212,0.17559610494032662,0
android;apache-spark;bash;docker;firebase;javascript;numpy;sql,-0.006184692789331106,0.005983689350227943,0.30132699198907553,0
android;apache-spark;bash;docker;firebase;javascript;pandas;python,-0.010832413730952256,0.006934500004824453,0.11826337065529552,0
android;apache-spark;bash;docker;firebase;javascript;pandas;regex,-0.006502830539691862,0.005827822853343704,0.264497042698546,0
android;apache-spark;bash;docker;firebase;javascript;pandas;sql,-0.00490039765810648,0.005933098381373835,0.40883675349281967,0
android;apache-spark;bash;docker;firebase;javascript;python;regex,-0.01588403646896039,0.007325792180833219,0.030140837472434626,0
android;apache-spark;bash;docker;firebase;javascript;python;sql,-0.01861102849421572,0.007441943080657462,0.012390292143704707,0
android;apache-spark;bash;docker;firebase;javascript;regex;sql,-0.007578336520123075,0.006210458527232988,0.22236862261045298,0
android;apache-spark;bash;docker;firebase;kubernetes;linux;memory-management,0.010599348268040019,0.00507723076892068,0.036831774898572235,0
android;apache-spark;bash;docker;firebase;kubernetes;linux;multithreading,0.010924365014334216,0.005051125721742189,0.03055976018317153,0
android;apache-spark;bash;docker;firebase;kubernetes;linux;numpy,0.010892493177247786,0.00511486287957495,0.033206570475911565,0
android;apache-spark;bash;docker;firebase;kubernetes;linux;pandas,0.012494098533300337,0.005437497509723453,0.02157509378403876,0
android;apache-spark;bash;docker;firebase;kubernetes;linux;python,0.00656854671157521,0.005826150352806639,0.2595628956357938,0
android;apache-spark;bash;docker;firebase;kubernetes;linux;regex,0.008499022201949449,0.00513069128258091,0.09761933941083942,0
android;apache-spark;bash;docker;firebase;kubernetes;linux;sql,0.009327414242729135,0.004699558247501179,0.04717309795459078,0
android;apache-spark;bash;docker;firebase;kubernetes;memory-management;multithreading,0.010587886913457023,0.00525266154400026,0.043829422676763596,0
android;apache-spark;bash;docker;firebase;kubernetes;memory-management;numpy,0.010558398114303424,0.005331263517559385,0.04765093786341955,0
android;apache-spark;bash;docker;firebase;kubernetes;memory-management;pandas,0.012249361397325298,0.005711191761744305,0.031968878939920425,0
android;apache-spark;bash;docker;firebase;kubernetes;memory-management;python,0.005880324432492062,0.005917536324338581,0.3203632983355469,0
android;apache-spark;bash;docker;firebase;kubernetes;memory-management;regex,0.008011480743635706,0.00531953512188028,0.1320545860493406,0
android;apache-spark;bash;docker;firebase;kubernetes;memory-management;sql,0.008873366328691595,0.004772909151409951,0.0630114532244696,0
android;apache-spark;bash;docker;firebase;kubernetes;multithreading;numpy,0.010892041290113313,0.005297291398609762,0.03976777660513154,0
android;apache-spark;bash;docker;firebase;kubernetes;multithreading;pandas,0.01254295838706232,0.005656742680540332,0.026599424987529114,0
android;apache-spark;bash;docker;firebase;kubernetes;multithreading;python,0.006251851430324293,0.00587562517011146,0.287314339960263,0
android;apache-spark;bash;docker;firebase;kubernetes;multithreading;regex,0.00839348704508978,0.005273358911953842,0.1114571729734878,0
android;apache-spark;bash;docker;firebase;kubernetes;multithreading;sql,0.009208421352993212,0.004768586832678629,0.0534757868200606,0
android;apache-spark;bash;docker;firebase;kubernetes;numpy;pandas,0.012544401511305502,0.0057591180870021855,0.029392565103883286,0
android;apache-spark;bash;docker;firebase;kubernetes;numpy;python,0.006092618692027242,0.005886042805973744,0.30062413376412755,0
android;apache-spark;bash;docker;firebase;kubernetes;numpy;regex,0.008318600164740314,0.005334044022829895,0.11887105672514861,0
android;apache-spark;bash;docker;firebase;kubernetes;numpy;sql,0.009132237364346332,0.004793832113127558,0.0567804184911428,0
android;apache-spark;bash;docker;firebase;kubernetes;pandas;python,0.007428537242548813,0.005667393859367467,0.1899421958615457,0
android;apache-spark;bash;docker;firebase;kubernetes;pandas;regex,0.010032566246722944,0.005590262336009383,0.07270942602054722,0
android;apache-spark;bash;docker;firebase;kubernetes;pandas;sql,0.010605662823230277,0.0050270268533794335,0.0348817310317616,0
android;apache-spark;bash;docker;firebase;kubernetes;python;regex,0.004730386228740148,0.00618813196629732,0.44461175774544415,0
android;apache-spark;bash;docker;firebase;kubernetes;python;sql,0.006656620258407936,0.005989682141020826,0.266418658345173,0
android;apache-spark;bash;docker;firebase;kubernetes;regex;sql,0.007151092072357354,0.004860399428359936,0.14121076008076122,0
android;apache-spark;bash;docker;firebase;linux;memory-management;multithreading,0.008352229315180138,0.004456303410707078,0.06089589366448893,0
android;apache-spark;bash;docker;firebase;linux;memory-management;numpy,0.008278399670995563,0.00448274073349532,0.06478667365176886,0
android;apache-spark;bash;docker;firebase;linux;memory-management;pandas,0.010039871528620504,0.004927866456750042,0.0416132979860374,0
android;apache-spark;bash;docker;firebase;linux;memory-management;python,0.004516266733725585,0.006254764852967072,0.4702623836713343,0
android;apache-spark;bash;docker;firebase;linux;memory-management;regex,0.0058267168072892415,0.004748821206385936,0.21982946195315478,0
android;apache-spark;bash;docker;firebase;linux;memory-management;sql,0.007046651994720557,0.004369561986733454,0.10681669587968737,0
android;apache-spark;bash;docker;firebase;linux;multithreading;numpy,0.008661414247505283,0.004491412854509338,0.053800585363202716,0
android;apache-spark;bash;docker;firebase;linux;multithreading;pandas,0.01037880773136535,0.004913400680129277,0.0346566878317707,0
android;apache-spark;bash;docker;firebase;linux;multithreading;python,0.004884996854385336,0.0062144486009789385,0.43182598447162623,0
