primary_tag,month_id,any_answer_7d_num,any_answer_7d_denom,first_positive_answer_latency_sum,first_positive_answer_latency_denom,accepted_cond_any_answer_30d_num,accepted_cond_any_answer_30d_denom,any_answer_7d_rate,first_positive_answer_latency_mean,accepted_cond_any_answer_30d_rate,time_index,high_post,exposure_post,first_answer_1d_rate_closure,first_answer_1d_denom_closure,accepted_vote_30d_rate,accepted_vote_30d_denom,brand_new_platform_share,low_tenure_existing_share,established_cross_tag_share,exposure_index,residual_queue_complexity_index_mean,brand_new_platform_share_accepted_current,brand_new_platform_share_first_answer,brand_new_platform_share_first_positive,brand_new_platform_share_top_score,incumbent_365d_share_accepted_current,incumbent_365d_share_first_answer,incumbent_365d_share_first_positive,incumbent_365d_share_top_score,recent_entrant_365d_share_accepted_current,recent_entrant_365d_share_first_answer,recent_entrant_365d_share_first_positive,recent_entrant_365d_share_top_score,recent_entrant_90d_share_accepted_current,recent_entrant_90d_share_first_answer,recent_entrant_90d_share_first_positive,recent_entrant_90d_share_top_score,first_recent_share,accepted_recent_share,recent_gap_first_vs_accepted,accepted_incumbent_share,high_complexity_tm
android,2020-11,2960,4516,1331628.5945372223,1953,1429,3144,0.6554472984942427,681.83747800165,0.4545165394402035,11.0,0,-0.0,0.5653232949512843,4516.0,0.1877767936226749,4516.0,0.16015625,0.1809895833333333,0.6588541666666666,-0.5824723369899437,-0.0029139660873455,0.103676913803496,0.1349926793557833,0.1359875904860392,0.1370424597364568,0.0078360458107293,0.0143484626647144,0.0170630816959669,0.0181551976573938,0.9921639541892706,0.9856515373352857,0.9829369183040332,0.9818448023426062,0.4743821579264617,0.5329428989751098,0.483453981385729,0.5303074670571011,0.5329428989751098,0.4743821579264617,0.05856074104864811,0.0078360458107293,0
android,2020-12,2919,4516,1009970.7177144444,1841,1418,3114,0.6463684676705048,548.5989775743859,0.4553628773281952,12.0,0,-0.0,0.562666076173605,4516.0,0.1970770593445527,4516.0,0.14562458249833,0.1783567134268537,0.6760187040748163,-0.5824723369899437,0.0261842263033681,0.0869047619047619,0.1118984351933864,0.1033534909290819,0.1121936817242397,0.0071428571428571,0.0129908473575435,0.0120945574491478,0.0177147918511957,0.9928571428571428,0.9870091526424564,0.987905442550852,0.9822852081488044,0.4970238095238095,0.5343962208444051,0.4859813084112149,0.5341009743135519,0.5343962208444051,0.4970238095238095,0.0373724113205956,0.0071428571428571,0
android,2021-01,3151,4709,1349935.5078452777,1966,1490,3327,0.669144191972818,686.6406448856957,0.4478509167418094,13.0,0,-0.0,0.5901465279252496,4709.0,0.1966447228710979,4709.0,0.1378205128205128,0.2192307692307692,0.642948717948718,-0.5824723369899437,0.0239998511088022,0.0942528735632183,0.1231065822087579,0.112589559877175,0.1236573946571192,0.1666666666666666,0.1327458000550812,0.1704196519959058,0.1423850179014045,0.8333333333333334,0.8672541999449187,0.8295803480040942,0.8576149820985954,0.5189655172413793,0.5700908840539797,0.5127942681678608,0.564858165794547,0.5700908840539797,0.5189655172413793,0.05112536681260038,0.1666666666666666,0
android,2021-02,2630,4075,1436337.4146275,1577,1234,2791,0.645398773006135,910.8036871448954,0.4421354353278395,14.0,0,-0.0,0.5639263803680982,4075.0,0.1862576687116564,4075.0,0.1534090909090909,0.1910511363636363,0.6555397727272727,-0.5824723369899437,0.0225630259080181,0.0929264909847434,0.1259040105193951,0.1153601019757807,0.1196581196581196,0.2094313453536754,0.1870479947403024,0.2262587635436583,0.1923076923076923,0.7905686546463245,0.8129520052596976,0.7737412364563416,0.8076923076923077,0.5013869625520111,0.5338593030900723,0.4939451880178457,0.5338593030900723,0.5338593030900723,0.5013869625520111,0.03247234053806125,0.2094313453536754,0
android,2021-03,2917,4483,1310771.152528611,1830,1345,3092,0.6506803479812625,716.2683893598967,0.434993531694696,15.0,0,-0.0,0.5587776042828463,4483.0,0.1900513049297345,4483.0,0.1553784860557769,0.2038512616201859,0.6407702523240372,-0.5824723369899437,-0.0055998801944107,0.1113924050632911,0.1398230088495575,0.1445054945054945,0.1404129793510324,0.3031645569620253,0.2575221238938053,0.3093406593406593,0.2672566371681416,0.6968354430379747,0.7424778761061946,0.6906593406593406,0.7327433628318584,0.4481012658227848,0.5138643067846608,0.4505494505494505,0.5123893805309735,0.5138643067846608,0.4481012658227848,0.06576304096187596,0.3031645569620253,0
android,2021-04,2811,4335,1170710.1543230556,1755,1392,2965,0.6484429065743945,667.0713130045901,0.4694772344013491,16.0,0,-0.0,0.5727797001153403,4335.0,0.1944636678200692,4335.0,0.1655960028551035,0.1870092790863669,0.6473947180585297,-0.5824723369899437,0.0307488032845654,0.105625,0.1343468817871548,0.1247139588100686,0.1368290412659013,0.339375,0.2807942910331988,0.3375286041189931,0.2851380701210053,0.660625,0.7192057089668011,0.6624713958810069,0.7148619298789948,0.445,0.5063605336642879,0.4508009153318077,0.5041886441203848,0.5063605336642879,0.445,0.0613605336642879,0.339375,0
android,2021-05,2769,4346,1482728.1567180555,1808,1329,2950,0.6371375977910723,820.0930070343227,0.4505084745762712,17.0,0,-0.0,0.5508513575701794,4346.0,0.1976530142659917,4346.0,0.1864077669902912,0.174757281553398,0.6388349514563106,-0.5824723369899437,0.0046956582974475,0.084580351333767,0.1119679210363972,0.0988826815642458,0.1101172115977791,0.3435263500325309,0.284083898827884,0.3363128491620111,0.2917951881554596,0.656473649967469,0.715916101172116,0.6636871508379888,0.7082048118445404,0.4769030579050097,0.5388648982109808,0.4893854748603352,0.5345465761875385,0.5388648982109808,0.4769030579050097,0.06196184030597113,0.3435263500325309,0
android,2021-06,2812,4292,921107.2228655556,1762,1353,2995,0.6551724137931034,522.7623285275571,0.4517529215358931,18.0,0,-0.0,0.57618825722274,4292.0,0.1943150046598322,4292.0,0.1724372029871011,0.1873727087576374,0.6401900882552614,-0.5824723369899437,-0.0061716972178062,0.072936660268714,0.1115562403697996,0.1048433048433048,0.1087827426810477,0.364043506078055,0.2983050847457627,0.3498575498575498,0.3097072419106317,0.635956493921945,0.7016949152542373,0.6501424501424501,0.6902927580893683,0.4926423544465771,0.5568567026194144,0.5037037037037037,0.5417565485362096,0.5568567026194144,0.4926423544465771,0.06421434817283733,0.364043506078055,0
android,2021-07,2718,4106,1185150.057792222,1709,1252,2870,0.6619581100828057,693.4757506098432,0.4362369337979094,19.0,0,-0.0,0.573307355090112,4106.0,0.1972722844617633,4106.0,0.1723896285914506,0.1857042747021723,0.641906096706377,-0.5824723369899437,0.0477869938608817,0.0892978868438991,0.1201019432940427,0.1041176470588235,0.120420516087926,0.3967280163599182,0.3434214718063077,0.3929411764705882,0.3513857916533928,0.6032719836400818,0.6565785281936922,0.6070588235294118,0.6486142083466072,0.4049079754601227,0.4619305511309334,0.4252941176470588,0.4561962408410321,0.4619305511309334,0.4049079754601227,0.057022575670810705,0.3967280163599182,0
android,2021-08,2591,4087,1306130.1109958333,1764,1210,2758,0.6339613408367996,740.4365708593159,0.4387237128353879,20.0,0,-0.0,0.5532175189625642,4087.0,0.1881575727917788,4087.0,0.2043165467625899,0.1992805755395683,0.5964028776978417,-0.5824723369899437,0.0023334153749808,0.1093860268172194,0.1460932370321733,0.1317741015402167,0.1480630334865397,0.3775582215949188,0.3322390019697964,0.3690815744438106,0.3414313854235062,0.6224417784050812,0.6677609980302035,0.6309184255561894,0.6585686145764937,0.402258292166549,0.4701247537754432,0.4209925841414718,0.4635587655942219,0.4701247537754432,0.402258292166549,0.0678664616088942,0.3775582215949188,0
android,2021-09,2495,3960,986501.8647302778,1610,1168,2663,0.6300505050505051,612.7340774722222,0.4386030792339467,21.0,0,-0.0,0.5434343434343434,3960.0,0.1931818181818181,3960.0,0.1814285714285714,0.1821428571428571,0.6364285714285715,-0.5824723369899437,0.0192598328226073,0.086573734409391,0.1372683596431022,0.1152647975077881,0.1324639670555936,0.3580337490829053,0.3297872340425531,0.367601246105919,0.3297872340425531,0.6419662509170947,0.6702127659574468,0.632398753894081,0.6702127659574468,0.4262655906089508,0.4749485243651338,0.4155763239875389,0.4739190116678106,0.4749485243651338,0.4262655906089508,0.04868293375618299,0.3580337490829053,0
android,2021-10,2232,3530,927542.0834975,1411,1036,2390,0.6322946175637394,657.3650485453579,0.4334728033472803,22.0,0,-0.0,0.5439093484419264,3530.0,0.1949008498583569,3530.0,0.1931150293870696,0.1872376154492023,0.6196473551637279,-0.5824723369899437,0.0060213755331164,0.087620578778135,0.1117021276595744,0.100709219858156,0.1124620060790273,0.4220257234726688,0.371580547112462,0.4219858156028369,0.3742401215805471,0.5779742765273312,0.628419452887538,0.5780141843971631,0.6257598784194529,0.3762057877813505,0.4338905775075988,0.3815602836879432,0.4338905775075988,0.4338905775075988,0.3762057877813505,0.0576847897262483,0.4220257234726688,0
android,2021-11,2293,3630,902921.1008211112,1442,1076,2432,0.6316804407713499,626.158877129758,0.4424342105263157,23.0,0,-0.0,0.5479338842975207,3630.0,0.1925619834710744,3630.0,0.188951160928743,0.1529223378702962,0.6581265012009607,-0.5824723369899437,0.0021964041478486,0.0904088050314465,0.121732636295743,0.1131284916201117,0.1209858103061986,0.4331761006289308,0.3868558625840179,0.4371508379888268,0.3954443614637789,0.5668238993710691,0.6131441374159821,0.5628491620111732,0.6045556385362211,0.3718553459119497,0.4447348767737117,0.3868715083798882,0.4410007468259895,0.4447348767737117,0.3718553459119497,0.07287953086176202,0.4331761006289308,0
android,2021-12,2075,3370,790248.1131491667,1323,934,2198,0.615727002967359,597.3152782684556,0.4249317561419472,24.0,0,-0.0,0.5287833827893175,3370.0,0.1833827893175074,3370.0,0.1863084922010398,0.181109185441941,0.6325823223570191,-0.5824723369899437,-0.0061969808188655,0.075268817204301,0.1200819672131147,0.1017463933181473,0.1180327868852459,0.4139784946236559,0.3536885245901639,0.4267274107820805,0.3590163934426229,0.5860215053763441,0.646311475409836,0.5732725892179195,0.6409836065573771,0.3951612903225806,0.4475409836065573,0.3758542141230068,0.4434426229508196,0.4475409836065573,0.3951612903225806,0.05237969328397668,0.4139784946236559,0
android,2022-01,2338,3829,1126866.089875,1489,1063,2493,0.6106032906764168,756.7938817159168,0.4263939029281989,25.0,0,-0.0,0.529381039435884,3829.0,0.1815095325150169,3829.0,0.1992125984251968,0.1732283464566929,0.6275590551181103,-0.5824723369899437,0.0058299187002583,0.108235294117647,0.1486486486486486,0.1271015467383994,0.1475817923186344,0.428235294117647,0.3648648648648648,0.4290517821116341,0.3733997155049786,0.571764705882353,0.6351351351351351,0.5709482178883658,0.6266002844950214,0.4149019607843137,0.4786628733997155,0.4189643577673167,0.4761735419630156,0.4786628733997155,0.4149019607843137,0.06376091261540184,0.428235294117647,0
android,2022-02,2112,3488,1065364.154782222,1372,958,2266,0.6055045871559633,776.5044859928732,0.4227714033539276,26.0,0,-0.0,0.5252293577981652,3488.0,0.1754587155963302,3488.0,0.2097026604068857,0.190923317683881,0.5993740219092332,-0.5824723369899437,-0.0218632093833569,0.0947368421052631,0.1402961808261886,0.1242690058479532,0.1379579111457521,0.4631578947368421,0.402182385035074,0.4364035087719298,0.4053000779423227,0.5368421052631579,0.5978176149649259,0.5635964912280702,0.5946999220576773,0.3921052631578947,0.4586905689789555,0.4035087719298245,0.4505066250974279,0.4586905689789555,0.3921052631578947,0.06658530582106081,0.4631578947368421,0
android,2022-03,2154,3665,890220.2002552778,1402,1023,2288,0.5877216916780355,634.9644794973451,0.4471153846153846,27.0,0,-0.0,0.5075034106412005,3665.0,0.1803547066848567,3665.0,0.2283594394064303,0.1772464962901896,0.59439406430338,-0.5824723369899437,-0.0078105075865929,0.0954323001631321,0.144119907763259,0.1364942528735632,0.144119907763259,0.5073409461663948,0.4212144504227517,0.4655172413793103,0.4269792467332821,0.4926590538336052,0.5787855495772483,0.5344827586206896,0.5730207532667179,0.3531810766721044,0.4465795541890853,0.4022988505747126,0.4404304381245196,0.4465795541890853,0.3531810766721044,0.09339847751698088,0.5073409461663948,0
android,2022-04,1987,3272,842833.5724555555,1206,870,2100,0.6072738386308069,698.866975502119,0.4142857142857143,28.0,0,-0.0,0.5229217603911981,3272.0,0.1760391198044009,3272.0,0.2143474503025065,0.1771823681936041,0.6084701815038893,-0.5824723369899437,-0.0108648858593811,0.0956521739130434,0.1358234295415959,0.1238493723849372,0.1358234295415959,0.4792270531400966,0.414685908319185,0.4794979079497908,0.4219015280135823,0.5207729468599034,0.5853140916808149,0.5205020920502093,0.5780984719864176,0.3816425120772946,0.4426994906621392,0.3765690376569037,0.4443972835314091,0.4426994906621392,0.3816425120772946,0.0610569785848446,0.4792270531400966,0
android,2022-05,1868,3284,871208.2544655555,1206,835,2012,0.5688185140073082,722.3949042002948,0.4150099403578529,29.0,0,-0.0,0.489646772228989,3284.0,0.1690012180267966,3284.0,0.2258347978910369,0.1739894551845342,0.6001757469244289,-0.5824723369899437,0.0272049998291648,0.1410381978452497,0.174901617839965,0.1748542880932556,0.1753388718845649,0.4818805093046033,0.4092697857455181,0.4754371357202331,0.4167031045037166,0.5181194906953966,0.5907302142544818,0.5245628642797668,0.5832968954962834,0.4152791380999021,0.4744206383909051,0.4204829308909242,0.4757324005247048,0.4744206383909051,0.4152791380999021,0.05914150029100301,0.4818805093046033,0
android,2022-06,1896,3152,862410.5532486112,1186,874,2014,0.6015228426395939,727.1589825030449,0.4339622641509434,30.0,0,-0.0,0.5174492385786802,3152.0,0.1903553299492385,3152.0,0.2251082251082251,0.1679653679653679,0.606926406926407,-0.5824723369899437,0.0233786118182736,0.1146744412050534,0.1501103752759381,0.1458863443596268,0.1532008830022075,0.4538386783284742,0.3938189845474614,0.453774385072095,0.4013245033112583,0.5461613216715258,0.6061810154525387,0.546225614927905,0.5986754966887418,0.3984450923226433,0.4534216335540839,0.4215436810856658,0.4503311258278146,0.4534216335540839,0.3984450923226433,0.05497654123144058,0.4538386783284742,0
android,2022-07,1984,3184,805015.5490658333,1228,900,2117,0.6231155778894473,655.5501213891151,0.4251299008030231,31.0,0,-0.0,0.5408291457286433,3184.0,0.1881281407035175,3184.0,0.2049252418645558,0.1741424802110818,0.6209322779243623,-0.5824723369899437,0.0105054900692329,0.1174757281553398,0.1587708066581306,0.1620065789473684,0.1596244131455399,0.4883495145631068,0.4118651301749893,0.484375,0.4186939820742638,0.5116504854368932,0.5881348698250106,0.515625,0.5813060179257362,0.3825242718446602,0.4494238156209987,0.3889802631578947,0.4472897994024755,0.4494238156209987,0.3825242718446602,0.0668995437763385,0.4883495145631068,0
android,2022-08,2120,3392,629454.6481344445,1269,995,2256,0.625,496.02415140618166,0.4410460992907801,32.0,0,-0.0,0.5424528301886793,3392.0,0.1928066037735849,3392.0,0.2180094786729857,0.2116903633491311,0.5703001579778831,-0.5824723369899437,-0.0129898138091996,0.1048526863084922,0.1425111021396851,0.1321202531645569,0.1380702462656439,0.4662045060658579,0.3952361727896649,0.4699367088607595,0.396447315300767,0.5337954939341422,0.6047638272103351,0.5300632911392406,0.603552684699233,0.3942807625649913,0.4666935809446911,0.4129746835443038,0.4650787242632216,0.4666935809446911,0.3942807625649913,0.07241281837969982,0.4662045060658579,0
android,2022-09,1818,2885,524306.4335147223,1057,773,1942,0.630155979202773,496.0325766459056,0.398043254376931,33.0,0,-0.0,0.5483535528596187,2885.0,0.1767764298093587,2885.0,0.2316636851520572,0.1699463327370304,0.5983899821109123,-0.5824723369899437,0.0192590313154582,0.1089324618736383,0.1458823529411764,0.137701804368471,0.1425882352941176,0.494553376906318,0.4028235294117647,0.4938271604938271,0.4178823529411765,0.5054466230936819,0.5971764705882353,0.5061728395061729,0.5821176470588235,0.3910675381263616,0.4564705882352941,0.3865147198480532,0.4512941176470588,0.4564705882352941,0.3910675381263616,0.06540305010893249,0.494553376906318,0
android,2022-10,1786,2931,612801.1025683333,1055,784,1907,0.6093483452746503,580.854125657188,0.4111169375983219,34.0,0,-0.0,0.5199590583418628,2931.0,0.1835551006482429,2931.0,0.2347504621072088,0.1635859519408502,0.6016635859519408,-0.5824723369899437,-0.0025833108769048,0.1134133042529989,0.1559676652401331,0.1458531935176358,0.1512125534950071,0.465648854961832,0.4103661436043747,0.4642516682554814,0.4141702330004755,0.5343511450381679,0.5896338563956253,0.5357483317445186,0.5858297669995245,0.3991275899672846,0.4617213504517356,0.4051477597712107,0.4626723728007608,0.4617213504517356,0.3991275899672846,0.06259376048445103,0.465648854961832,0
android,2022-11,1750,2870,417961.8770677778,1077,787,1876,0.6097560975609756,388.0797372959868,0.4195095948827292,35.0,0,-0.0,0.521602787456446,2870.0,0.1797909407665505,2870.0,0.2428702851885924,0.1839926402943882,0.5731370745170193,-0.5824723369899437,0.0535675814536912,0.11907180957219055,0.12059678356907574,0.14941218809980805,0.1208486727378415,0.4397111651366159,0.4065491183879093,0.4500359884836852,0.3864948653361751,0.5602888348633841,0.5934508816120907,0.5499640115163148,0.6135051346638248,0.4063463841213396,0.4059097074210424,0.38258757197696736,0.4210424336368921,0.4059097074210424,0.4063463841213396,-0.0004366767002972338,0.4397111651366159,0
android,2022-12,1581,2589,299983.53278,888,721,1687,0.6106604866743917,337.8192936711712,0.4273858921161825,36.0,0,-0.5824723369899437,0.5218230977211279,2589.0,0.1923522595596755,2589.0,0.2196162046908315,0.1865671641791045,0.593816631130064,-0.5824723369899437,0.0209169666991045,0.1233211233211233,0.1567656765676567,0.1352272727272727,0.1589658965896589,0.4542124542124542,0.3954895489548954,0.4613636363636363,0.4026402640264026,0.5457875457875457,0.6045104510451045,0.5386363636363637,0.5973597359735974,0.3748473748473748,0.4141914191419142,0.3545454545454545,0.4130913091309131,0.4141914191419142,0.3748473748473748,0.039344044294539415,0.4542124542124542,0
android,2023-01,1617,2689,488960.9695816667,948,713,1730,0.6013387876534028,515.7816134827708,0.4121387283236994,37.0,0,-0.5824723369899437,0.5105987355894385,2689.0,0.1807363332093715,2689.0,0.2599444958371878,0.1443108233117483,0.5957446808510638,-0.5824723369899437,0.0208558941205046,0.1334951456310679,0.1659707724425887,0.1479915433403805,0.1644050104384133,0.5024271844660194,0.430062630480167,0.4809725158562368,0.4331941544885177,0.4975728155339806,0.569937369519833,0.5190274841437632,0.5668058455114823,0.3810679611650485,0.4561586638830898,0.4154334038054968,0.4525052192066806,0.4561586638830898,0.3810679611650485,0.0750907027180413,0.5024271844660194,0
android,2023-02,1373,2305,468465.73739277775,749,563,1477,0.5956616052060738,625.4549230878208,0.3811780636425186,38.0,0,-0.5824723369899437,0.5136659436008677,2305.0,0.1631236442516269,2305.0,0.2071503680336487,0.1766561514195583,0.6161934805467929,-0.5824723369899437,0.0452445075980809,0.0953800298062593,0.1486238532110091,0.1327077747989276,0.1498470948012232,0.4918032786885246,0.4409785932721712,0.5026809651474531,0.4495412844036697,0.5081967213114754,0.5590214067278287,0.4973190348525469,0.5504587155963303,0.390461997019374,0.4354740061162079,0.3873994638069705,0.4311926605504587,0.4354740061162079,0.390461997019374,0.045012009096833894,0.4918032786885246,0
android,2023-03,1411,2432,455233.4468216667,856,606,1525,0.5801809210526315,531.8147743243769,0.3973770491803278,39.0,0,-0.5824723369899437,0.4806743421052631,2432.0,0.1809210526315789,2432.0,0.3009814612868048,0.0730643402399127,0.6259541984732825,-0.5824723369899437,0.0497242217303236,0.1219858156028368,0.1798476859988283,0.1500586166471277,0.1710603397773872,0.524822695035461,0.4592852958406561,0.5029308323563892,0.4586994727592267,0.475177304964539,0.5407147041593439,0.4970691676436108,0.5413005272407733,0.3702127659574468,0.4299941417691857,0.3962485345838218,0.4335090802577621,0.4299941417691857,0.3702127659574468,0.059781375811738924,0.524822695035461,0
android,2023-04,1146,1992,351312.9494297222,700,506,1240,0.5753012048192772,501.8756420424603,0.4080645161290323,40.0,0,-0.5824723369899437,0.4799196787148594,1992.0,0.1827309236947791,1992.0,0.3872180451127819,0.0300751879699248,0.5827067669172933,-0.5824723369899437,0.0660190888095554,0.1711864406779661,0.2131979695431472,0.2145922746781116,0.2197244379985496,0.5440677966101695,0.4764321972443799,0.5107296137339056,0.4829586656997824,0.4559322033898305,0.52356780275562,0.4892703862660944,0.5170413343002176,0.3677966101694915,0.4365482233502538,0.4091559370529327,0.4300217548948513,0.4365482233502538,0.3677966101694915,0.06875161318076228,0.5440677966101695,1
