primary_tag,month_id,time_index,role,post_chatgpt,exposure_index,high_tag,high_post,residual_queue_complexity_index_mean,n_role_rows,brand_new_platform_share,low_tenure_existing_share,established_cross_tag_share,exposure_post
android,2021-02,14,later_answer,0,-0.5824723369899437,0,0,0.0225630259080181,1386,0.1774891774891775,0.14502164502164502,0.6774891774891775,-0.0
android,2021-02,14,top_score,0,-0.5824723369899437,0,0,0.0225630259080181,3042,0.11965811965811966,0.16436554898093358,0.7159763313609467,-0.0
android,2021-03,15,accepted_30d,0,-0.5824723369899437,0,0,-0.0055998801944107,848,0.11910377358490566,0.1391509433962264,0.7417452830188679,-0.0
android,2021-03,15,accepted_current,0,-0.5824723369899437,0,0,-0.0055998801944107,1580,0.11139240506329114,0.1341772151898734,0.7544303797468355,-0.0
android,2021-03,15,first_answer,0,-0.5824723369899437,0,0,-0.0055998801944107,3390,0.13982300884955753,0.15250737463126843,0.707669616519174,-0.0
android,2021-03,15,first_positive,0,-0.5824723369899437,0,0,-0.0055998801944107,1820,0.1445054945054945,0.11978021978021978,0.7357142857142858,-0.0
android,2021-03,15,later_answer,0,-0.5824723369899437,0,0,-0.0055998801944107,1526,0.18479685452162517,0.1258191349934469,0.6893840104849279,-0.0
android,2021-03,15,top_score,0,-0.5824723369899437,0,0,-0.0055998801944107,3390,0.14041297935103245,0.15132743362831858,0.708259587020649,-0.0
android,2021-04,16,accepted_30d,0,-0.5824723369899437,0,0,0.0307488032845654,834,0.09712230215827339,0.1642685851318945,0.7386091127098321,-0.0
android,2021-04,16,accepted_current,0,-0.5824723369899437,0,0,0.0307488032845654,1600,0.105625,0.13125,0.763125,-0.0
android,2021-04,16,first_answer,0,-0.5824723369899437,0,0,0.0307488032845654,3223,0.13434688178715481,0.1430344399627676,0.7226186782500775,-0.0
android,2021-04,16,first_positive,0,-0.5824723369899437,0,0,0.0307488032845654,1748,0.12471395881006865,0.11384439359267734,0.761441647597254,-0.0
android,2021-04,16,later_answer,0,-0.5824723369899437,0,0,0.0307488032845654,1477,0.17670954637779282,0.12389979688557888,0.6993906567366283,-0.0
android,2021-04,16,top_score,0,-0.5824723369899437,0,0,0.0307488032845654,3223,0.13682904126590134,0.13962147067949116,0.7235494880546075,-0.0
android,2021-05,17,accepted_30d,0,-0.5824723369899437,0,0,0.0046956582974475,844,0.08175355450236967,0.15758293838862558,0.7606635071090048,-0.0
android,2021-05,17,accepted_current,0,-0.5824723369899437,0,0,0.0046956582974475,1537,0.08458035133376708,0.1567989590110605,0.7586206896551724,-0.0
android,2021-05,17,first_answer,0,-0.5824723369899437,0,0,0.0046956582974475,3242,0.11196792103639729,0.17766810610734116,0.7103639728562615,-0.0
android,2021-05,17,first_positive,0,-0.5824723369899437,0,0,0.0046956582974475,1790,0.09888268156424582,0.13854748603351955,0.7625698324022346,-0.0
android,2021-05,17,later_answer,0,-0.5824723369899437,0,0,0.0046956582974475,1738,0.17088607594936708,0.12485615650172613,0.7042577675489068,-0.0
android,2021-05,17,top_score,0,-0.5824723369899437,0,0,0.0046956582974475,3242,0.11011721159777915,0.1714990746452807,0.7183837137569402,-0.0
android,2021-06,18,accepted_30d,0,-0.5824723369899437,0,0,-0.0061716972178062,825,0.05818181818181818,0.1781818181818182,0.7636363636363637,-0.0
android,2021-06,18,accepted_current,0,-0.5824723369899437,0,0,-0.0061716972178062,1563,0.07293666026871401,0.1708253358925144,0.7562380038387716,-0.0
android,2021-06,18,first_answer,0,-0.5824723369899437,0,0,-0.0061716972178062,3245,0.11155624036979969,0.19198767334360556,0.6964560862865947,-0.0
android,2021-06,18,first_positive,0,-0.5824723369899437,0,0,-0.0061716972178062,1755,0.10484330484330484,0.16638176638176638,0.7287749287749288,-0.0
android,2021-06,18,later_answer,0,-0.5824723369899437,0,0,-0.0061716972178062,1546,0.17399741267787838,0.14359637774902975,0.6824062095730918,-0.0
android,2021-06,18,top_score,0,-0.5824723369899437,0,0,-0.0061716972178062,3245,0.10878274268104776,0.1852080123266564,0.7060092449922959,-0.0
android,2021-07,19,accepted_30d,0,-0.5824723369899437,0,0,0.0477869938608817,806,0.0880893300248139,0.1575682382133995,0.7543424317617866,-0.0
android,2021-07,19,accepted_current,0,-0.5824723369899437,0,0,0.0477869938608817,1467,0.08929788684389911,0.15064758009543286,0.7600545330606681,-0.0
android,2021-07,19,first_answer,0,-0.5824723369899437,0,0,0.0477869938608817,3139,0.1201019432940427,0.1478177763618987,0.7320802803440586,-0.0
android,2021-07,19,first_positive,0,-0.5824723369899437,0,0,0.0477869938608817,1700,0.10411764705882352,0.13176470588235295,0.7641176470588236,-0.0
android,2021-07,19,later_answer,0,-0.5824723369899437,0,0,0.0477869938608817,1668,0.17326139088729017,0.1486810551558753,0.6780575539568345,-0.0
android,2021-07,19,top_score,0,-0.5824723369899437,0,0,0.0477869938608817,3139,0.12042051608792609,0.14272061165976427,0.7368588722523096,-0.0
android,2021-08,20,accepted_30d,0,-0.5824723369899437,0,0,0.0023334153749808,761,0.09461235216819974,0.1773981603153745,0.7279894875164258,-0.0
android,2021-08,20,accepted_current,0,-0.5824723369899437,0,0,0.0023334153749808,1417,0.10938602681721948,0.155257586450247,0.7353563867325336,-0.0
android,2021-08,20,first_answer,0,-0.5824723369899437,0,0,0.0023334153749808,3046,0.14609323703217333,0.15889691398555483,0.6950098489822718,-0.0
android,2021-08,20,first_positive,0,-0.5824723369899437,0,0,0.0023334153749808,1753,0.13177410154021676,0.13177410154021676,0.7364517969195664,-0.0
android,2021-08,20,later_answer,0,-0.5824723369899437,0,0,0.0023334153749808,1523,0.1851608667104399,0.1510177281680893,0.6638214051214708,-0.0
android,2021-08,20,top_score,0,-0.5824723369899437,0,0,0.0023334153749808,3046,0.14806303348653974,0.15495732107682206,0.6969796454366383,-0.0
android,2021-09,21,accepted_30d,0,-0.5824723369899437,0,0,0.0192598328226073,760,0.08157894736842106,0.15263157894736842,0.7657894736842106,-0.0
android,2021-09,21,accepted_current,0,-0.5824723369899437,0,0,0.0192598328226073,1363,0.08657373440939105,0.1408657373440939,0.772560528246515,-0.0
android,2021-09,21,first_answer,0,-0.5824723369899437,0,0,0.0192598328226073,2914,0.13726835964310227,0.14996568291008922,0.7127659574468085,-0.0
android,2021-09,21,first_positive,0,-0.5824723369899437,0,0,0.0192598328226073,1605,0.11526479750778816,0.1252336448598131,0.7595015576323988,-0.0
android,2021-09,21,later_answer,0,-0.5824723369899437,0,0,0.0192598328226073,1551,0.17794970986460348,0.13217279174725982,0.6898774983881367,-0.0
android,2021-09,21,top_score,0,-0.5824723369899437,0,0,0.0192598328226073,2914,0.13246396705559368,0.14756348661633492,0.7199725463280714,-0.0
android,2021-10,22,accepted_30d,0,-0.5824723369899437,0,0,0.0060213755331164,684,0.07748538011695906,0.19444444444444445,0.7280701754385965,-0.0
android,2021-10,22,accepted_current,0,-0.5824723369899437,0,0,0.0060213755331164,1244,0.08762057877813505,0.1760450160771704,0.7363344051446945,-0.0
android,2021-10,22,first_answer,0,-0.5824723369899437,0,0,0.0060213755331164,2632,0.11170212765957446,0.1778115501519757,0.7104863221884499,-0.0
android,2021-10,22,first_positive,0,-0.5824723369899437,0,0,0.0060213755331164,1410,0.10070921985815603,0.1453900709219858,0.7539007092198582,-0.0
android,2021-10,22,later_answer,0,-0.5824723369899437,0,0,0.0060213755331164,1129,0.1753764393268379,0.1550044286979628,0.6696191319751993,-0.0
android,2021-10,22,top_score,0,-0.5824723369899437,0,0,0.0060213755331164,2632,0.11246200607902736,0.17211246200607902,0.7154255319148937,-0.0
android,2021-11,23,accepted_30d,0,-0.5824723369899437,0,0,0.0021964041478486,694,0.06484149855907781,0.1642651296829971,0.770893371757925,-0.0
android,2021-11,23,accepted_current,0,-0.5824723369899437,0,0,0.0021964041478486,1272,0.09040880503144653,0.1619496855345912,0.7476415094339622,-0.0
android,2021-11,23,first_answer,0,-0.5824723369899437,0,0,0.0021964041478486,2678,0.12173263629574309,0.16691560866318148,0.7113517550410754,-0.0
android,2021-11,23,first_positive,0,-0.5824723369899437,0,0,0.0021964041478486,1432,0.11312849162011174,0.14385474860335196,0.7430167597765364,-0.0
android,2021-11,23,later_answer,0,-0.5824723369899437,0,0,0.0021964041478486,1214,0.18204283360790774,0.14332784184514002,0.6746293245469522,-0.0
android,2021-11,23,top_score,0,-0.5824723369899437,0,0,0.0021964041478486,2678,0.12098581030619865,0.16392830470500375,0.7150858849887977,-0.0
android,2021-12,24,accepted_30d,0,-0.5824723369899437,0,0,-0.0061969808188655,613,0.06035889070146819,0.18760195758564438,0.7520391517128875,-0.0
android,2021-12,24,accepted_current,0,-0.5824723369899437,0,0,-0.0061969808188655,1116,0.07526881720430108,0.1827956989247312,0.7419354838709677,-0.0
android,2021-12,24,first_answer,0,-0.5824723369899437,0,0,-0.0061969808188655,2440,0.12008196721311476,0.17131147540983607,0.7086065573770491,-0.0
android,2021-12,24,first_positive,0,-0.5824723369899437,0,0,-0.0061969808188655,1317,0.1017463933181473,0.15945330296127563,0.738800303720577,-0.0
android,2021-12,24,later_answer,0,-0.5824723369899437,0,0,-0.0061969808188655,1059,0.1964117091595845,0.12842304060434373,0.6751652502360718,-0.0
android,2021-12,24,top_score,0,-0.5824723369899437,0,0,-0.0061969808188655,2440,0.1180327868852459,0.16926229508196722,0.7127049180327869,-0.0
android,2022-01,25,accepted_30d,0,-0.5824723369899437,0,0,0.0058299187002583,689,0.11465892597968069,0.20029027576197386,0.6850507982583455,-0.0
android,2022-01,25,accepted_current,0,-0.5824723369899437,0,0,0.0058299187002583,1275,0.10823529411764705,0.16549019607843138,0.7262745098039216,-0.0
android,2022-01,25,first_answer,0,-0.5824723369899437,0,0,0.0058299187002583,2812,0.14864864864864866,0.17425320056899005,0.6770981507823614,-0.0
android,2022-01,25,first_positive,0,-0.5824723369899437,0,0,0.0058299187002583,1487,0.12710154673839946,0.16005379959650304,0.7128446536650975,-0.0
android,2022-01,25,later_answer,0,-0.5824723369899437,0,0,0.0058299187002583,1364,0.19134897360703812,0.1378299120234604,0.6708211143695014,-0.0
android,2022-01,25,top_score,0,-0.5824723369899437,0,0,0.0058299187002583,2812,0.1475817923186344,0.16642958748221906,0.6859886201991465,-0.0
android,2022-02,26,accepted_30d,0,-0.5824723369899437,0,0,-0.0218632093833569,610,0.08524590163934426,0.17540983606557378,0.739344262295082,-0.0
android,2022-02,26,accepted_current,0,-0.5824723369899437,0,0,-0.0218632093833569,1140,0.09473684210526316,0.17105263157894737,0.7342105263157894,-0.0
android,2022-02,26,first_answer,0,-0.5824723369899437,0,0,-0.0218632093833569,2566,0.1402961808261886,0.17030397505845674,0.6893998441153546,-0.0
android,2022-02,26,first_positive,0,-0.5824723369899437,0,0,-0.0218632093833569,1368,0.12426900584795321,0.1476608187134503,0.7280701754385965,-0.0
android,2022-02,26,later_answer,0,-0.5824723369899437,0,0,-0.0218632093833569,1175,0.20340425531914894,0.13702127659574467,0.6595744680851063,-0.0
android,2022-02,26,top_score,0,-0.5824723369899437,0,0,-0.0218632093833569,2566,0.13795791114575215,0.1710833982852689,0.690958690568979,-0.0
android,2022-03,27,accepted_30d,0,-0.5824723369899437,0,0,-0.0078105075865929,653,0.10107197549770292,0.2113323124042879,0.6875957120980092,-0.0
android,2022-03,27,accepted_current,0,-0.5824723369899437,0,0,-0.0078105075865929,1226,0.09543230016313213,0.1867862969004894,0.7177814029363785,-0.0
android,2022-03,27,first_answer,0,-0.5824723369899437,0,0,-0.0078105075865929,2602,0.14411990776325903,0.1787086856264412,0.6771714066102997,-0.0
android,2022-03,27,first_positive,0,-0.5824723369899437,0,0,-0.0078105075865929,1392,0.13649425287356323,0.15589080459770116,0.7076149425287356,-0.0
android,2022-03,27,later_answer,0,-0.5824723369899437,0,0,-0.0078105075865929,1115,0.21076233183856502,0.16143497757847533,0.6278026905829597,-0.0
android,2022-03,27,top_score,0,-0.5824723369899437,0,0,-0.0078105075865929,2602,0.14411990776325903,0.17371252882398155,0.6821675634127594,-0.0
android,2022-04,28,accepted_30d,0,-0.5824723369899437,0,0,-0.0108648858593811,570,0.07192982456140351,0.2,0.7280701754385965,-0.0
android,2022-04,28,accepted_current,0,-0.5824723369899437,0,0,-0.0108648858593811,1035,0.09565217391304348,0.19033816425120773,0.7140096618357488,-0.0
android,2022-04,28,first_answer,0,-0.5824723369899437,0,0,-0.0108648858593811,2356,0.13582342954159593,0.18760611205432937,0.6765704584040747,-0.0
android,2022-04,28,first_positive,0,-0.5824723369899437,0,0,-0.0108648858593811,1195,0.12384937238493723,0.16652719665271967,0.7096234309623431,-0.0
android,2022-04,28,later_answer,0,-0.5824723369899437,0,0,-0.0108648858593811,953,0.19412381951731375,0.16789087093389296,0.6379853095487933,-0.0
android,2022-04,28,top_score,0,-0.5824723369899437,0,0,-0.0108648858593811,2356,0.13582342954159593,0.18505942275042445,0.6791171477079796,-0.0
android,2022-05,29,accepted_30d,0,-0.5824723369899437,0,0,0.0272049998291648,552,0.10869565217391304,0.17572463768115942,0.7155797101449275,-0.0
android,2022-05,29,accepted_current,0,-0.5824723369899437,0,0,0.0272049998291648,1021,0.14103819784524976,0.15083251714005877,0.7081292850146915,-0.0
android,2022-05,29,first_answer,0,-0.5824723369899437,0,0,0.0272049998291648,2287,0.17490161783996502,0.16134674245736774,0.6637516397026673,-0.0
android,2022-05,29,first_positive,0,-0.5824723369899437,0,0,0.0272049998291648,1201,0.17485428809325562,0.13738551207327226,0.6877601998334721,-0.0
android,2022-05,29,later_answer,0,-0.5824723369899437,0,0,0.0272049998291648,957,0.219435736677116,0.14629049111807732,0.6342737722048067,-0.0
android,2022-05,29,top_score,0,-0.5824723369899437,0,0,0.0272049998291648,2287,0.17533887188456493,0.1574114560559685,0.6672496720594665,-0.0
android,2022-06,30,accepted_30d,0,-0.5824723369899437,0,0,0.0233786118182736,597,0.09882747068676717,0.17922948073701842,0.7219430485762144,-0.0
android,2022-06,30,accepted_current,0,-0.5824723369899437,0,0,0.0233786118182736,1029,0.11467444120505345,0.15063168124392615,0.7346938775510204,-0.0
android,2022-06,30,first_answer,0,-0.5824723369899437,0,0,0.0233786118182736,2265,0.15011037527593818,0.15894039735099338,0.6909492273730684,-0.0
android,2022-06,30,first_positive,0,-0.5824723369899437,0,0,0.0233786118182736,1179,0.1458863443596268,0.13146734520780323,0.72264631043257,-0.0
android,2022-06,30,later_answer,0,-0.5824723369899437,0,0,0.0233786118182736,919,0.2089227421109902,0.14689880304678998,0.6441784548422198,-0.0
android,2022-06,30,top_score,0,-0.5824723369899437,0,0,0.0233786118182736,2265,0.1532008830022075,0.15805739514348785,0.6887417218543046,-0.0
android,2022-07,31,accepted_30d,0,-0.5824723369899437,0,0,0.0105054900692329,589,0.1035653650254669,0.1935483870967742,0.7028862478777589,-0.0
android,2022-07,31,accepted_current,0,-0.5824723369899437,0,0,0.0105054900692329,1030,0.11747572815533981,0.17475728155339806,0.7077669902912621,-0.0
android,2022-07,31,first_answer,0,-0.5824723369899437,0,0,0.0105054900692329,2343,0.1587708066581306,0.17157490396927016,0.6696542893725992,-0.0
android,2022-07,31,first_positive,0,-0.5824723369899437,0,0,0.0105054900692329,1216,0.16200657894736842,0.14638157894736842,0.6916118421052632,-0.0
android,2022-07,31,later_answer,0,-0.5824723369899437,0,0,0.0105054900692329,902,0.22394678492239467,0.15077605321507762,0.6252771618625277,-0.0
android,2022-07,31,top_score,0,-0.5824723369899437,0,0,0.0105054900692329,2343,0.1596244131455399,0.16730687153222365,0.6730687153222364,-0.0
