question_id,created_at_iso,score,view_count,answer_count,accepted,owner_user_id,title,body_text,question_tags,created_at,month_id,day_id,text_blob,question_tags_list,selected_tags_on_question,selected_tag_overlap,single_focal_tag,keep_single_focal,tag,post_chatgpt,log_views,log_answers,post_policy,in_policy_window,routine_keyword_hit,exposure_index,exposure_group,exposure_rank,pre_questions,routine_keyword_share,exposure_post,policy_period
74636150,2022-12-01T01:56:48Z,0,94,0,0,20651261.0,How to copy email to clipboard to save as a file in Windows folder?,,vba;outlook,2022-12-01 01:56:48+00:00,2022-12,2022-12-01,How to copy email to clipboard to save as a file in Windows folder?,"['vba', 'outlook']",['vba'],1,vba,1,vba,1,4.553876891600541,0.0,0,1,1,0.013281227366463009,Mid Exposure,8,23845,0.4707066470958272,0.013281227366463009,Dec 1-4
74636184,2022-12-01T02:02:20Z,0,40,1,0,3867702.0,Writing two regex patterns inside another,,regex,2022-12-01 02:02:20+00:00,2022-12,2022-12-01,Writing two regex patterns inside another,['regex'],['regex'],1,regex,1,regex,1,3.713572066704308,0.6931471805599453,0,1,1,-0.23196218290254664,Mid Exposure,11,19178,0.7907498174992178,-0.23196218290254664,Dec 1-4
74636230,2022-12-01T02:11:42Z,1,66,1,1,12750027.0,Overflow with multiplication of hex values,,vba;ms-word;runtime-error,2022-12-01 02:11:42+00:00,2022-12,2022-12-01,Overflow with multiplication of hex values,"['vba', 'ms-word', 'runtime-error']",['vba'],1,vba,1,vba,1,4.204692619390966,0.6931471805599453,0,1,0,0.013281227366463009,Mid Exposure,8,23845,0.4707066470958272,0.013281227366463009,Dec 1-4
74636268,2022-12-01T02:18:09Z,1,101,1,1,5953419.0,Command to query list of all objects/resources using a specific API version in kubernetes,,amazon-web-services;kubernetes;amazon-eks,2022-12-01 02:18:09+00:00,2022-12,2022-12-01,Command to query list of all objects/resources using a specific API version in kubernetes,"['amazon-web-services', 'kubernetes', 'amazon-eks']",['kubernetes'],1,kubernetes,1,kubernetes,1,4.624972813284271,0.6931471805599453,0,1,1,-0.8018776113122862,Low Exposure,14,15694,0.2981394163374538,-0.8018776113122862,Dec 1-4
74636287,2022-12-01T02:20:30Z,0,8,0,0,5093293.0,An ArrayIndexOutOfBound ex found in spark streaming task,,apache-spark,2022-12-01 02:20:30+00:00,2022-12,2022-12-01,An ArrayIndexOutOfBound ex found in spark streaming task,['apache-spark'],['apache-spark'],1,apache-spark,1,apache-spark,1,2.1972245773362196,0.0,0,1,0,-0.2372010307165302,Mid Exposure,12,13440,0.5390625,-0.2372010307165302,Dec 1-4
74636298,2022-12-01T02:22:35Z,0,58,0,0,18596831.0,Authorization Header is blocked by cors Spring/Angular,,angular;spring;authentication;jwt;cors,2022-12-01 02:22:35+00:00,2022-12,2022-12-01,Authorization Header is blocked by cors Spring/Angular,"['angular', 'spring', 'authentication', 'jwt', 'cors']",['spring'],1,spring,1,spring,1,4.07753744390572,0.0,0,1,0,-0.0892393838950906,Mid Exposure,9,22554,0.3837013390086016,-0.0892393838950906,Dec 1-4
74636310,2022-12-01T02:24:37Z,0,13,0,0,6480751.0,Record of mount points when restoring from a snapshot?,,linux;amazon-web-services;amazon-ec2;amazon-linux-2,2022-12-01 02:24:37+00:00,2022-12,2022-12-01,Record of mount points when restoring from a snapshot?,"['linux', 'amazon-web-services', 'amazon-ec2', 'amazon-linux-2']",['linux'],1,linux,1,linux,1,2.6390573296152584,0.0,0,1,0,2.6461737892672623,High Exposure,1,18672,0.36734147386461014,2.6461737892672623,Dec 1-4
74636314,2022-12-01T02:25:20Z,0,66,1,1,20375862.0,R: Time values in some columns are truncated in their seconds part when using read_csv,,r;csv;import;read.csv,2022-12-01 02:25:20+00:00,2022-12,2022-12-01,R: Time values in some columns are truncated in their seconds part when using read_csv,"['r', 'csv', 'import', 'read.csv']",['csv'],1,csv,1,csv,1,4.204692619390966,0.6931471805599453,0,1,0,1.4228963119133813,High Exposure,2,11156,0.8757619218357834,1.4228963119133813,Dec 1-4
74636342,2022-12-01T02:30:20Z,0,48,1,0,20651514.0,Using Formula to determine Shift from Time data (Excel),,excel;datetime;if-statement;excel-formula;data-analysis,2022-12-01 02:30:20+00:00,2022-12,2022-12-01,Using Formula to determine Shift from Time data (Excel),"['excel', 'datetime', 'if-statement', 'excel-formula', 'data-analysis']",['excel-formula'],1,excel-formula,1,excel-formula,1,3.8918202981106265,0.6931471805599453,0,1,1,0.3743766322792389,High Exposure,6,4722,0.6264294790343075,0.3743766322792389,Dec 1-4
74636344,2022-12-01T02:30:32Z,0,11,0,0,20651527.0,How could I resolve this error when using the DataStore library?, When i try to use DataStore get the following error enter image description here   I downloaded the library again but its still the same ,android-studio,2022-12-01 02:30:32+00:00,2022-12,2022-12-01,How could I resolve this error when using the DataStore library? When i try to use DataStore get the following error enter image description here   I downloaded the library again but its still the same,['android-studio'],['android-studio'],1,android-studio,1,android-studio,1,2.4849066497880004,0.0,0,1,1,-0.8363397346443171,Low Exposure,15,16873,0.38760149351034195,-0.8363397346443171,Dec 1-4
74636359,2022-12-01T02:32:25Z,0,42,1,0,8292522.0,Nagios Custom Script for finding defunct processes,,linux;ksh;nagios,2022-12-01 02:32:25+00:00,2022-12,2022-12-01,Nagios Custom Script for finding defunct processes,"['linux', 'ksh', 'nagios']",['linux'],1,linux,1,linux,1,3.7612001156935624,0.6931471805599453,0,1,0,2.6461737892672623,High Exposure,1,18672,0.36734147386461014,2.6461737892672623,Dec 1-4
74636366,2022-12-01T02:33:46Z,0,23,0,0,20651571.0,How to change the name of role and rolebinding after installation of pod and what are the impact due to this in kubernetes?,,kubernetes,2022-12-01 02:33:46+00:00,2022-12,2022-12-01,How to change the name of role and rolebinding after installation of pod and what are the impact due to this in kubernetes?,['kubernetes'],['kubernetes'],1,kubernetes,1,kubernetes,1,3.1780538303479458,0.0,0,1,1,-0.8018776113122862,Low Exposure,14,15694,0.2981394163374538,-0.8018776113122862,Dec 1-4
74636375,2022-12-01T02:35:03Z,1,27,0,0,20096932.0,flutter and firebase dynamic_links library,,flutter;firebase;firebase-dynamic-links,2022-12-01 02:35:03+00:00,2022-12,2022-12-01,flutter and firebase dynamic_links library,"['flutter', 'firebase', 'firebase-dynamic-links']",['firebase'],1,firebase,1,firebase,1,3.332204510175204,0.0,0,1,0,-1.2702575421930977,Low Exposure,19,31947,0.4521238300935925,-1.2702575421930977,Dec 1-4
74636391,2022-12-01T02:39:06Z,0,56,1,1,18216392.0,How to increase the thickness of x-axis in matplotlib.plt,,python;matplotlib;jupyter-notebook;seaborn,2022-12-01 02:39:06+00:00,2022-12,2022-12-01,How to increase the thickness of x-axis in matplotlib.plt,"['python', 'matplotlib', 'jupyter-notebook', 'seaborn']",['matplotlib'],1,matplotlib,1,matplotlib,1,4.04305126783455,0.6931471805599453,0,1,1,-1.200501942192366,Low Exposure,18,13504,0.5553169431279621,-1.200501942192366,Dec 1-4
74636398,2022-12-01T02:40:39Z,0,28,1,0,10952425.0,Regex match word if is it proceeded by another word,,regex;ecmascript-6,2022-12-01 02:40:39+00:00,2022-12,2022-12-01,Regex match word if is it proceeded by another word,"['regex', 'ecmascript-6']",['regex'],1,regex,1,regex,1,3.367295829986474,0.6931471805599453,0,1,1,-0.23196218290254664,Mid Exposure,11,19178,0.7907498174992178,-0.23196218290254664,Dec 1-4
74636407,2022-12-01T02:42:22Z,0,38,2,1,122536.0,Adding character on the right side of match when match appears in isolation,,javascript;regex,2022-12-01 02:42:22+00:00,2022-12,2022-12-01,Adding character on the right side of match when match appears in isolation,"['javascript', 'regex']",['regex'],1,regex,1,regex,1,3.6635616461296463,1.0986122886681098,0,1,0,-0.23196218290254664,Mid Exposure,11,19178,0.7907498174992178,-0.23196218290254664,Dec 1-4
74636426,2022-12-01T02:45:28Z,2,69,2,0,1805497.0,How to best keep the first N elements in Vec and release unused capacity?,,vector;rust;memory-management,2022-12-01 02:45:28+00:00,2022-12,2022-12-01,How to best keep the first N elements in Vec and release unused capacity?,"['vector', 'rust', 'memory-management']",['memory-management'],1,memory-management,1,memory-management,1,4.248495242049359,1.0986122886681098,0,1,1,0.5190816707588918,High Exposure,5,1519,0.3673469387755102,0.5190816707588918,Dec 1-4
74636471,2022-12-01T02:53:42Z,0,24,1,1,20651622.0,data duplication during parallel calls the same service springboot,,java;spring;spring-boot,2022-12-01 02:53:42+00:00,2022-12,2022-12-01,data duplication during parallel calls the same service springboot,"['java', 'spring', 'spring-boot']",['spring'],1,spring,1,spring,1,3.2188758248682006,0.6931471805599453,0,1,1,-0.0892393838950906,Mid Exposure,9,22554,0.3837013390086016,-0.0892393838950906,Dec 1-4
74636473,2022-12-01T02:54:28Z,2,15,0,0,5689062.0,Why does Copy-Item works with input from Get-ChildItem?,,powershell,2022-12-01 02:54:28+00:00,2022-12,2022-12-01,Why does Copy-Item works with input from Get-ChildItem?,['powershell'],['powershell'],1,powershell,1,powershell,1,2.772588722239781,0.0,0,1,0,-0.18736361202769578,Mid Exposure,10,19558,0.3899682994171183,-0.18736361202769578,Dec 1-4
74636488,2022-12-01T02:56:54Z,0,109,0,0,11501115.0,How dockers build `--cache-from` option works when base image changes?,,docker;dockerfile;docker-registry;docker-build,2022-12-01 02:56:54+00:00,2022-12,2022-12-01,How dockers build `--cache-from` option works when base image changes?,"['docker', 'dockerfile', 'docker-registry', 'docker-build']",['docker'],1,docker,1,docker,1,4.700480365792417,0.0,0,1,1,-0.9871119057487143,Low Exposure,17,30781,0.29836587505279233,-0.9871119057487143,Dec 1-4
74636490,2022-12-01T02:57:20Z,0,87,1,1,20569746.0,How can i convert the property MaxsizeBytes for an Azure database to GB?,,azure;powershell,2022-12-01 02:57:20+00:00,2022-12,2022-12-01,How can i convert the property MaxsizeBytes for an Azure database to GB?,"['azure', 'powershell']",['powershell'],1,powershell,1,powershell,1,4.477336814478207,0.6931471805599453,0,1,1,-0.18736361202769578,Mid Exposure,10,19558,0.3899682994171183,-0.18736361202769578,Dec 1-4
74636538,2022-12-01T03:06:58Z,0,28,0,0,12973366.0,How to mark on the graph that has been drawn by matplotlib,,python;matplotlib;click;subplot,2022-12-01 03:06:58+00:00,2022-12,2022-12-01,How to mark on the graph that has been drawn by matplotlib,"['python', 'matplotlib', 'click', 'subplot']",['matplotlib'],1,matplotlib,1,matplotlib,1,3.367295829986474,0.0,0,1,1,-1.200501942192366,Low Exposure,18,13504,0.5553169431279621,-1.200501942192366,Dec 1-4
74636590,2022-12-01T03:16:45Z,0,73,2,1,17990324.0,Is there a way to plot a line that is a consistent length using matplotlib/cartopy?,,python;matplotlib;line;cartopy,2022-12-01 03:16:45+00:00,2022-12,2022-12-01,Is there a way to plot a line that is a consistent length using matplotlib/cartopy?,"['python', 'matplotlib', 'line', 'cartopy']",['matplotlib'],1,matplotlib,1,matplotlib,1,4.30406509320417,1.0986122886681098,0,1,1,-1.200501942192366,Low Exposure,18,13504,0.5553169431279621,-1.200501942192366,Dec 1-4
74636624,2022-12-01T03:23:32Z,0,25,0,0,7561734.0,How do I delete a data that contains spaces in Firebase Database?,,firebase;firebase-realtime-database,2022-12-01 03:23:32+00:00,2022-12,2022-12-01,How do I delete a data that contains spaces in Firebase Database?,"['firebase', 'firebase-realtime-database']",['firebase'],1,firebase,1,firebase,1,3.258096538021482,0.0,0,1,1,-1.2702575421930977,Low Exposure,19,31947,0.4521238300935925,-1.2702575421930977,Dec 1-4
74636627,2022-12-01T03:24:16Z,0,46,1,0,20651903.0,importing a csv file with clean columns using pandas?,,python;pandas;dataframe;csv;format,2022-12-01 03:24:16+00:00,2022-12,2022-12-01,importing a csv file with clean columns using pandas?,"['python', 'pandas', 'dataframe', 'csv', 'format']",['csv'],1,csv,1,csv,1,3.8501476017100584,0.6931471805599453,0,1,1,1.4228963119133813,High Exposure,2,11156,0.8757619218357834,1.4228963119133813,Dec 1-4
74636650,2022-12-01T03:29:29Z,0,179,1,1,9476628.0,4 bit per pixel image from binary file in Python with Numpy and CV2?,,python;image;numpy;opencv;bits-per-pixel,2022-12-01 03:29:29+00:00,2022-12,2022-12-01,4 bit per pixel image from binary file in Python with Numpy and CV2?,"['python', 'image', 'numpy', 'opencv', 'bits-per-pixel']",['numpy'],1,numpy,1,numpy,1,5.19295685089021,0.6931471805599453,0,1,1,0.17674439068280354,Mid Exposure,7,22279,0.7247632299474842,0.17674439068280354,Dec 1-4
74636710,2022-12-01T03:41:25Z,1,54,1,0,20651898.0,Can I select multiple elements in a Python dictionary with reference to position rather than specific keys?,,python;csv;dictionary,2022-12-01 03:41:25+00:00,2022-12,2022-12-01,Can I select multiple elements in a Python dictionary with reference to position rather than specific keys?,"['python', 'csv', 'dictionary']",['csv'],1,csv,1,csv,1,4.007333185232471,0.6931471805599453,0,1,0,1.4228963119133813,High Exposure,2,11156,0.8757619218357834,1.4228963119133813,Dec 1-4
74636717,2022-12-01T03:42:34Z,0,18,0,0,6466972.0,"PowerShell accessing variables generated inside scriptblock properly, writing multiple lines into array",,powershell,2022-12-01 03:42:34+00:00,2022-12,2022-12-01,"PowerShell accessing variables generated inside scriptblock properly, writing multiple lines into array",['powershell'],['powershell'],1,powershell,1,powershell,1,2.9444389791664403,0.0,0,1,1,-0.18736361202769578,Mid Exposure,10,19558,0.3899682994171183,-0.18736361202769578,Dec 1-4
