primary_tag,month_id,questions,ai_title_hits,high_tag,exposure_index,chatgpt_hits,copilot_hits,claude_hits,gemini_hits,deepseek_hits,openai_hits,anthropic_hits,bard_hits,llm_hits,gpt_family_hits,internal_ai_title_rate
android,2024-09,932,0,0.0,-0.5824723369899437,0,0,0,0,0,0,0,0,0,0,0.0
android,2024-10,846,1,0.0,-0.5824723369899437,0,0,0,0,0,1,0,0,0,0,0.001182033096926714
android,2024-11,687,2,0.0,-0.5824723369899437,1,0,1,0,0,0,0,0,0,0,0.002911208151382824
android,2024-12,634,2,0.0,-0.5824723369899437,0,0,0,1,0,1,0,0,0,0,0.0031545741324921135
android,2025-01,804,2,0.0,-0.5824723369899437,0,1,0,0,0,0,0,0,1,0,0.0024875621890547263
android,2025-02,763,1,0.0,-0.5824723369899437,0,0,0,0,0,0,0,0,1,0,0.001310615989515072
android,2025-03,697,3,0.0,-0.5824723369899437,0,0,0,3,0,0,0,0,1,0,0.00430416068866571
android,2025-04,548,0,0.0,-0.5824723369899437,0,0,0,0,0,0,0,0,0,0,0.0
android,2025-05,430,0,0.0,-0.5824723369899437,0,0,0,0,0,0,0,0,0,0,0.0
android,2025-06,400,1,0.0,-0.5824723369899437,0,0,0,1,0,0,0,0,0,0,0.0025
android,2025-07,374,0,0.0,-0.5824723369899437,0,0,0,0,0,0,0,0,0,0,0.0
android,2025-08,281,1,0.0,-0.5824723369899437,0,0,0,1,0,0,0,0,0,0,0.0035587188612099642
android,2025-09,310,0,0.0,-0.5824723369899437,0,0,0,0,0,0,0,0,0,0,0.0
android,2025-10,237,1,0.0,-0.5824723369899437,0,0,0,1,0,0,0,0,0,0,0.004219409282700422
android,2025-11,196,2,0.0,-0.5824723369899437,1,0,0,1,0,1,0,0,0,0,0.01020408163265306
android,2025-12,180,2,0.0,-0.5824723369899437,0,0,0,2,0,0,0,0,0,0,0.011111111111111112
apache-spark,2020-01,574,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2020-02,555,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2020-03,589,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2020-04,745,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2020-05,781,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2020-06,798,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2020-07,777,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2020-08,629,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2020-09,548,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2020-10,557,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2020-11,462,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2020-12,510,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2021-01,483,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2021-02,538,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2021-03,548,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2021-04,467,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2021-05,433,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2021-06,406,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2021-07,449,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2021-08,413,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2021-09,443,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2021-10,425,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2021-11,441,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2021-12,384,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2022-01,423,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2022-02,442,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2022-03,416,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2022-04,367,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2022-05,395,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2022-06,395,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2022-07,371,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2022-08,367,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2022-09,341,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2022-10,404,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2022-11,363,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2022-12,349,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2023-01,316,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2023-02,321,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2023-03,285,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2023-04,222,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2023-05,245,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2023-06,230,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2023-07,206,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2023-08,209,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2023-09,181,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2023-10,185,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2023-11,151,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2023-12,125,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2024-01,122,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2024-02,137,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2024-03,136,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2024-04,127,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2024-05,115,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2024-06,109,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2024-07,114,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2024-08,91,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2024-09,77,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2024-10,67,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2024-11,64,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2024-12,49,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2025-01,59,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2025-02,63,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2025-03,60,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2025-04,53,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2025-05,42,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2025-06,33,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2025-07,29,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2025-08,16,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2025-09,19,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2025-10,16,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2025-11,12,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
apache-spark,2025-12,7,0,0.0,0.6785814699695615,0,0,0,0,0,0,0,0,0,0,0.0
bash,2020-01,656,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2020-02,719,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2020-03,800,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2020-04,907,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2020-05,820,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2020-06,757,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2020-07,665,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2020-08,613,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2020-09,614,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2020-10,682,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2020-11,644,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2020-12,539,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2021-01,539,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2021-02,570,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2021-03,666,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2021-04,623,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2021-05,562,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2021-06,585,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2021-07,516,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2021-08,528,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2021-09,498,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2021-10,583,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2021-11,635,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2021-12,525,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2022-01,640,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2022-02,604,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2022-03,601,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2022-04,610,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2022-05,564,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2022-06,564,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2022-07,569,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2022-08,525,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2022-09,462,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2022-10,499,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2022-11,528,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2022-12,482,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2023-01,504,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2023-02,424,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2023-03,412,1,1.0,0.4267372425853595,0,0,0,0,0,1,0,0,0,0,0.0024271844660194173
bash,2023-04,316,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2023-05,308,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2023-06,243,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2023-07,251,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2023-08,278,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2023-09,273,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2023-10,240,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2023-11,202,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2023-12,161,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2024-01,164,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2024-02,207,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2024-03,190,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2024-04,134,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2024-05,182,1,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,1,0,0.005494505494505495
bash,2024-06,112,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2024-07,99,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2024-08,81,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2024-09,119,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2024-10,105,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2024-11,86,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2024-12,63,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2025-01,61,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2025-02,67,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2025-03,65,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2025-04,49,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2025-05,43,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2025-06,45,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2025-07,23,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2025-08,15,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2025-09,29,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2025-10,18,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2025-11,17,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
bash,2025-12,12,0,1.0,0.4267372425853595,0,0,0,0,0,0,0,0,0,0,0.0
docker,2020-01,1269,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2020-02,1331,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2020-03,1392,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2020-04,1536,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2020-05,1625,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2020-06,1538,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2020-07,1440,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2020-08,1404,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2020-09,1254,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2020-10,1187,1,0.0,-2.067518990036933,0,1,0,0,0,0,0,0,0,0,0.0008424599831508003
docker,2020-11,1105,2,0.0,-2.067518990036933,0,2,0,0,0,0,0,0,0,0,0.0018099547511312218
docker,2020-12,1128,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2021-01,1282,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2021-02,1221,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2021-03,1412,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2021-04,1206,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2021-05,1240,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2021-06,1169,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2021-07,1158,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2021-08,1221,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2021-09,1178,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2021-10,1143,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2021-11,1087,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2021-12,1131,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2022-01,1166,1,0.0,-2.067518990036933,0,1,0,0,0,0,0,0,0,0,0.0008576329331046312
docker,2022-02,1078,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2022-03,1122,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2022-04,1105,1,0.0,-2.067518990036933,0,1,0,0,0,0,0,0,0,0,0.0009049773755656109
docker,2022-05,1171,1,0.0,-2.067518990036933,0,1,0,0,0,0,0,0,0,0,0.0008539709649871904
docker,2022-06,1121,1,0.0,-2.067518990036933,0,1,0,0,0,0,0,0,0,0,0.0008920606601248885
docker,2022-07,1126,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2022-08,1087,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2022-09,1093,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2022-10,1058,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2022-11,1097,1,0.0,-2.067518990036933,0,1,0,0,0,0,0,0,0,0,0.0009115770282588879
docker,2022-12,1025,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2023-01,1032,2,0.0,-2.067518990036933,0,2,0,0,0,0,0,0,0,0,0.001937984496124031
docker,2023-02,915,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2023-03,987,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2023-04,808,1,0.0,-2.067518990036933,0,0,0,0,0,1,0,0,0,0,0.0012376237623762376
docker,2023-05,795,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2023-06,731,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2023-07,835,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2023-08,730,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2023-09,721,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2023-10,586,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2023-11,598,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2023-12,569,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2024-01,621,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2024-02,658,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2024-03,559,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2024-04,525,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
docker,2024-05,503,1,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,1,0,0.0019880715705765406
docker,2024-06,413,0,0.0,-2.067518990036933,0,0,0,0,0,0,0,0,0,0,0.0
