primary_tag,month_id,is_expert,n_user_tag_pairs,mean_log_answers,share_active,mean_answers,exposure_index,high_tag,post_chatgpt,exposure_post,expert_post,exposure_expert,exposure_post_expert
android,2021-05,0,4244,0.121671065919366,0.12299717247879359,0.24599434495758718,-0.5824723369899437,0,0,-0.0,0,-0.0,-0.0
android,2021-05,1,915,0.4292207204501638,0.3158469945355191,1.5759562841530055,-0.5824723369899437,0,0,-0.0,0,-0.5824723369899437,-0.0
android,2021-06,0,4244,0.1205214644259527,0.1234684260131951,0.2408105560791706,-0.5824723369899437,0,0,-0.0,0,-0.0,-0.0
android,2021-06,1,915,0.44885764352758484,0.31475409836065577,1.8120218579234972,-0.5824723369899437,0,0,-0.0,0,-0.5824723369899437,-0.0
android,2021-07,0,4244,0.11604782686062799,0.11852026390197927,0.235626767200754,-0.5824723369899437,0,0,-0.0,0,-0.0,-0.0
android,2021-07,1,915,0.45622604252716675,0.3224043715846995,1.715846994535519,-0.5824723369899437,0,0,-0.0,0,-0.5824723369899437,-0.0
android,2021-08,0,4244,0.11143021281972758,0.11592836946277098,0.22266729500471252,-0.5824723369899437,0,0,-0.0,0,-0.0,-0.0
android,2021-08,1,915,0.45570918395520504,0.31256830601092894,1.740983606557377,-0.5824723369899437,0,0,-0.0,0,-0.5824723369899437,-0.0
android,2021-09,0,4244,0.12092158315223127,0.12464655984919887,0.2403393025447691,-0.5824723369899437,0,0,-0.0,0,-0.0,-0.0
android,2021-09,1,915,0.4180319411450736,0.292896174863388,1.5387978142076504,-0.5824723369899437,0,0,-0.0,0,-0.5824723369899437,-0.0
android,2021-10,0,4244,0.1074141891237041,0.11616399622997173,0.20405278039585298,-0.5824723369899437,0,0,-0.0,0,-0.0,-0.0
android,2021-10,1,915,0.38485978160123535,0.2819672131147541,1.366120218579235,-0.5824723369899437,0,0,-0.0,0,-0.5824723369899437,-0.0
android,2021-11,0,4244,0.0897472713598922,0.09519321394910461,0.1797832233741753,-0.5824723369899437,0,0,-0.0,0,-0.0,-0.0
android,2021-11,1,915,0.4143280529397502,0.3005464480874317,1.501639344262295,-0.5824723369899437,0,0,-0.0,0,-0.5824723369899437,-0.0
android,2021-12,0,4244,0.09766529584366779,0.10461828463713478,0.18873704052780396,-0.5824723369899437,0,0,-0.0,0,-0.0,-0.0
android,2021-12,1,915,0.3820012457298034,0.2797814207650273,1.2459016393442623,-0.5824723369899437,0,0,-0.0,0,-0.5824723369899437,-0.0
android,2022-01,0,4244,0.10617767282932943,0.1116870876531574,0.20782280867106503,-0.5824723369899437,0,0,-0.0,0,-0.0,-0.0
android,2022-01,1,915,0.39723456715550726,0.2896174863387978,1.3978142076502733,-0.5824723369899437,0,0,-0.0,0,-0.5824723369899437,-0.0
android,2022-02,0,4244,0.10012283807882046,0.10438265786993403,0.19533459000942507,-0.5824723369899437,0,0,-0.0,0,-0.0,-0.0
android,2022-02,1,915,0.35394518477939324,0.25136612021857924,1.1879781420765028,-0.5824723369899437,0,0,-0.0,0,-0.5824723369899437,-0.0
android,2022-03,0,4244,0.09729305448738952,0.10367577756833177,0.19038642789820923,-0.5824723369899437,0,0,-0.0,0,-0.0,-0.0
android,2022-03,1,915,0.3819876451797621,0.28087431693989073,1.2907103825136612,-0.5824723369899437,0,0,-0.0,0,-0.5824723369899437,-0.0
android,2022-04,0,4244,0.0931077122641946,0.10438265786993403,0.17318567389255418,-0.5824723369899437,0,0,-0.0,0,-0.0,-0.0
android,2022-04,1,915,0.34041688633148987,0.24699453551912567,1.1912568306010929,-0.5824723369899437,0,0,-0.0,0,-0.5824723369899437,-0.0
android,2022-05,0,4244,0.0780170701797029,0.08623939679547597,0.14726672950047126,-0.5824723369899437,0,0,-0.0,0,-0.0,-0.0
android,2022-05,1,915,0.3311845221871931,0.24262295081967214,1.151912568306011,-0.5824723369899437,0,0,-0.0,0,-0.5824723369899437,-0.0
android,2022-06,0,4244,0.08939375554361977,0.09260131950989632,0.17483506126295947,-0.5824723369899437,0,0,-0.0,0,-0.0,-0.0
android,2022-06,1,915,0.3381472108886985,0.25792349726775954,1.0666666666666667,-0.5824723369899437,0,0,-0.0,0,-0.5824723369899437,-0.0
android,2022-07,0,4244,0.09143748848782783,0.09307257304429783,0.1849670122525919,-0.5824723369899437,0,0,-0.0,0,-0.0,-0.0
android,2022-07,1,915,0.3239029929585913,0.24808743169398906,1.146448087431694,-0.5824723369899437,0,0,-0.0,0,-0.5824723369899437,-0.0
android,2022-08,0,4244,0.09504061510541882,0.09896324222431668,0.18897266729500473,-0.5824723369899437,0,0,-0.0,0,-0.0,-0.0
android,2022-08,1,915,0.33464901005803854,0.24043715846994534,1.2371584699453553,-0.5824723369899437,0,0,-0.0,0,-0.5824723369899437,-0.0
android,2022-09,0,4244,0.09616963281395176,0.09872761545711593,0.18944392082940623,-0.5824723369899437,0,0,-0.0,0,-0.0,-0.0
android,2022-09,1,915,0.28958219684779113,0.21092896174863388,1.0174863387978141,-0.5824723369899437,0,0,-0.0,0,-0.5824723369899437,-0.0
android,2022-10,0,4244,0.08627983250983236,0.08836003770028275,0.17271442035815268,-0.5824723369899437,0,0,-0.0,0,-0.0,-0.0
android,2022-10,1,915,0.2607788858161666,0.1901639344262295,0.9366120218579235,-0.5824723369899437,0,0,-0.0,0,-0.5824723369899437,-0.0
android,2022-11,0,4244,0.07961454372754459,0.08129123468426014,0.161875589066918,-0.5824723369899437,0,0,-0.0,0,-0.0,-0.0
android,2022-11,1,915,0.24592962686580752,0.18907103825136612,0.940983606557377,-0.5824723369899437,0,0,-0.0,0,-0.5824723369899437,-0.0
android,2022-12,0,4244,0.049129742492195254,0.05490103675777568,0.09448633364750236,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2022-12,1,915,0.21833022157000243,0.1814207650273224,0.6896174863387978,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2023-01,0,4244,0.048909735882098564,0.05914231856738925,0.0850612629594722,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2023-01,1,915,0.21421140347726855,0.16830601092896175,0.6601092896174864,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2023-02,0,4244,0.04134342398851434,0.04524033930254477,0.07964184731385486,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2023-02,1,915,0.1738395511793663,0.14972677595628414,0.521311475409836,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2023-03,0,4244,0.043278429049925585,0.0497172478793591,0.08011310084825636,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2023-03,1,915,0.1764176342645116,0.1431693989071038,0.5169398907103825,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2023-04,0,4244,0.033658191760106544,0.03887841658812441,0.060320452403393024,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2023-04,1,915,0.15357718893032543,0.13224043715846995,0.42185792349726775,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2023-05,0,4244,0.03099108487902933,0.03605089538171536,0.06079170593779453,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2023-05,1,915,0.15615590600697077,0.1377049180327869,0.46557377049180326,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2023-06,0,4244,0.02957807075672559,0.032516493873704054,0.061498586239396795,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2023-06,1,915,0.1409099200897294,0.12349726775956284,0.3551912568306011,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2023-07,0,4244,0.029969426524406217,0.035108388312912346,0.052073515551366634,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2023-07,1,915,0.12496983787952294,0.11256830601092896,0.30491803278688523,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2023-08,0,4244,0.03003245182250571,0.035108388312912346,0.05560791705937795,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2023-08,1,915,0.12957460960273612,0.11256830601092896,0.3584699453551913,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2023-09,0,4244,0.023246077871798797,0.02639019792648445,0.049010367577756835,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2023-09,1,915,0.12716105867711805,0.1092896174863388,0.35081967213114756,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2023-10,0,4244,0.026228277798261156,0.030631479736098022,0.051837888784165884,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2023-10,1,915,0.12540020957795395,0.10601092896174863,0.4054644808743169,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2023-11,0,4244,0.024354266042003386,0.027803958529688973,0.04759660697455231,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2023-11,1,915,0.11141315679185428,0.0994535519125683,0.2983606557377049,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2023-12,0,4244,0.02075259534004669,0.02568331762488219,0.03699340245051838,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2023-12,1,915,0.09022362662906745,0.08961748633879782,0.19562841530054645,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2024-01,0,4244,0.022794399593716312,0.026154571159283695,0.044769085768143264,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2024-01,1,915,0.10797795645081085,0.1005464480874317,0.26010928961748636,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2024-02,0,4244,0.019403952400445387,0.02403393025447691,0.03557964184731385,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2024-02,1,915,0.0971556408226085,0.09180327868852459,0.2185792349726776,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2024-03,0,4244,0.02067891337211963,0.02403393025447691,0.042177191328934965,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2024-03,1,915,0.09031058831178478,0.08415300546448087,0.2284153005464481,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2024-04,0,4244,0.015891564614052913,0.019792648444863337,0.03157398680490104,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2024-04,1,915,0.08158961485199812,0.07759562841530054,0.1923497267759563,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2024-05,0,4244,0.017667279821604636,0.020735155513666354,0.03345900094250707,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2024-05,1,915,0.08126782964120231,0.07759562841530054,0.1814207650273224,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2024-06,0,4244,0.01573256413292856,0.01885014137606032,0.02992459943449576,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2024-06,1,915,0.07596204666266576,0.06885245901639345,0.20218579234972678,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2024-07,0,4244,0.0161882050180226,0.020499528746465597,0.027803958529688973,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2024-07,1,915,0.06998489591693359,0.06448087431693988,0.1628415300546448,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2024-08,0,4244,0.015393023335577252,0.01814326107445806,0.028039585296889727,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2024-08,1,915,0.08286133249655167,0.07540983606557378,0.21092896174863388,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2024-09,0,4244,0.014430217540332689,0.016729500471253534,0.027803958529688973,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2024-09,1,915,0.06177264453883991,0.0546448087431694,0.1650273224043716,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2024-10,0,4244,0.012662425218654943,0.015551366635249765,0.02639019792648445,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2024-10,1,915,0.06342689116074574,0.05683060109289618,0.15300546448087432,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2024-11,0,4244,0.011128087186410974,0.013430725730442978,0.022384542884071632,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2024-11,1,915,0.04850235359248004,0.04590163934426229,0.13224043715846995,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2024-12,0,4244,0.009059442309330689,0.01060320452403393,0.016258246936852027,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2024-12,1,915,0.04137092520356275,0.03825136612021858,0.11693989071038251,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2025-01,0,4244,0.0070565941181164335,0.008011310084825637,0.013901979264844487,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2025-01,1,915,0.05064609955963894,0.05027322404371585,0.11366120218579236,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2025-02,0,4244,0.007480123215746664,0.008718190386427899,0.013666352497643733,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2025-02,1,915,0.04030200153652024,0.03934426229508197,0.08852459016393442,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2025-03,0,4244,0.007922811916551963,0.00942507068803016,0.013666352497643733,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2025-03,1,915,0.03566370548001753,0.03934426229508197,0.0633879781420765,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2025-04,0,4244,0.0060947840233418005,0.0073044297832233745,0.01060320452403393,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2025-04,1,915,0.027884199783030878,0.030601092896174863,0.05027322404371585,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2025-05,0,4244,0.006616219681754704,0.008482563619227144,0.010367577756833177,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2025-05,1,915,0.031041842673212697,0.03715846994535519,0.05573770491803279,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2025-06,0,4244,0.003457557452265607,0.004241281809613572,0.006126295947219604,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2025-06,1,915,0.02555339535002689,0.030601092896174863,0.04480874316939891,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2025-07,0,4244,0.006325893649404885,0.007540056550424128,0.011310084825636193,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2025-07,1,915,0.028020990103199188,0.02841530054644809,0.06666666666666667,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2025-08,0,4244,0.0041204723242637305,0.0051837888784165885,0.006833176248821867,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2025-08,1,915,0.016019809257319228,0.014207650273224045,0.036065573770491806,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2025-09,0,4244,0.0032905226884748237,0.00353440150801131,0.006361922714420358,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2025-09,1,915,0.018939680904238722,0.018579234972677595,0.03934426229508197,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2025-10,0,4244,0.003319059180611007,0.004476908576814326,0.0051837888784165885,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2025-10,1,915,0.022469921157229934,0.025136612021857924,0.041530054644808745,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2025-11,0,4244,0.0011432682054476006,0.001649387370405278,0.001649387370405278,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2025-11,1,915,0.01205007253313831,0.014207650273224045,0.020765027322404372,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
android,2025-12,0,4244,0.0017287787261328035,0.00235626767200754,0.0025918944392082943,-0.5824723369899437,0,1,-0.5824723369899437,0,-0.0,-0.0
android,2025-12,1,915,0.009662310721840319,0.009836065573770493,0.018579234972677595,-0.5824723369899437,0,1,-0.5824723369899437,1,-0.5824723369899437,-0.5824723369899437
apache-spark,2020-01,0,339,0.1967083946734757,0.1592920353982301,0.46607669616519176,0.6785814699695615,1,0,0.0,0,0.0,0.0
apache-spark,2020-01,1,109,0.5384643272521017,0.3486238532110092,2.146788990825688,0.6785814699695615,1,0,0.0,0,0.6785814699695615,0.0
apache-spark,2020-02,0,339,0.1921269900761285,0.20058997050147492,0.35398230088495575,0.6785814699695615,1,0,0.0,0,0.0,0.0
apache-spark,2020-02,1,109,0.48472613686358595,0.29357798165137616,1.9724770642201834,0.6785814699695615,1,0,0.0,0,0.6785814699695615,0.0
apache-spark,2020-03,0,339,0.15950621840905582,0.13569321533923304,0.37168141592920356,0.6785814699695615,1,0,0.0,0,0.0,0.0
apache-spark,2020-03,1,109,0.646130831621624,0.3761467889908257,2.5596330275229358,0.6785814699695615,1,0,0.0,0,0.6785814699695615,0.0
apache-spark,2020-04,0,339,0.18595629962869958,0.17699115044247787,0.39233038348082594,0.6785814699695615,1,0,0.0,0,0.0,0.0
apache-spark,2020-04,1,109,0.7369514618776385,0.41284403669724773,3.623853211009174,0.6785814699695615,1,0,0.0,0,0.6785814699695615,0.0
apache-spark,2020-05,0,339,0.22129103338641815,0.18289085545722714,0.5162241887905604,0.6785814699695615,1,0,0.0,0,0.0,0.0
apache-spark,2020-05,1,109,0.7174205611841945,0.3761467889908257,4.440366972477064,0.6785814699695615,1,0,0.0,0,0.6785814699695615,0.0
apache-spark,2020-06,0,339,0.20250633850382607,0.17994100294985252,0.45722713864306785,0.6785814699695615,1,0,0.0,0,0.0,0.0
apache-spark,2020-06,1,109,0.7486557017508602,0.3853211009174312,4.6880733944954125,0.6785814699695615,1,0,0.0,0,0.6785814699695615,0.0
apache-spark,2020-07,0,339,0.20145532480586242,0.17404129793510326,0.49557522123893805,0.6785814699695615,1,0,0.0,0,0.0,0.0
apache-spark,2020-07,1,109,0.7678949026132607,0.43119266055045874,4.08256880733945,0.6785814699695615,1,0,0.0,0,0.6785814699695615,0.0
apache-spark,2020-08,0,339,0.11440927845846802,0.12979351032448377,0.20943952802359883,0.6785814699695615,1,0,0.0,0,0.0,0.0
apache-spark,2020-08,1,109,0.6292830078255985,0.3761467889908257,3.238532110091743,0.6785814699695615,1,0,0.0,0,0.6785814699695615,0.0
apache-spark,2020-09,0,339,0.14732556962418056,0.14749262536873156,0.3303834808259587,0.6785814699695615,1,0,0.0,0,0.0,0.0
apache-spark,2020-09,1,109,0.6381444286006147,0.42201834862385323,2.110091743119266,0.6785814699695615,1,0,0.0,0,0.6785814699695615,0.0
apache-spark,2020-10,0,339,0.13313868260131909,0.12684365781710916,0.2890855457227139,0.6785814699695615,1,0,0.0,0,0.0,0.0
apache-spark,2020-10,1,109,0.6202832703163756,0.3944954128440367,2.256880733944954,0.6785814699695615,1,0,0.0,0,0.6785814699695615,0.0
apache-spark,2020-11,0,339,0.12075998277562484,0.12389380530973451,0.25958702064896755,0.6785814699695615,1,0,0.0,0,0.0,0.0
apache-spark,2020-11,1,109,0.48814401317984796,0.3211009174311927,1.853211009174312,0.6785814699695615,1,0,0.0,0,0.6785814699695615,0.0
apache-spark,2020-12,0,339,0.10108568063412246,0.10029498525073746,0.2182890855457227,0.6785814699695615,1,0,0.0,0,0.0,0.0
apache-spark,2020-12,1,109,0.428444853599241,0.30275229357798167,2.908256880733945,0.6785814699695615,1,0,0.0,0,0.6785814699695615,0.0
apache-spark,2021-01,0,339,0.07935202702829836,0.08849557522123894,0.14454277286135694,0.6785814699695615,1,0,0.0,0,0.0,0.0
apache-spark,2021-01,1,109,0.44637410955008455,0.29357798165137616,3.055045871559633,0.6785814699695615,1,0,0.0,0,0.6785814699695615,0.0
apache-spark,2021-02,0,339,0.0602550043251943,0.06489675516224189,0.11504424778761062,0.6785814699695615,1,0,0.0,0,0.0,0.0
apache-spark,2021-02,1,109,0.4126077198772652,0.25688073394495414,3.532110091743119,0.6785814699695615,1,0,0.0,0,0.6785814699695615,0.0
apache-spark,2021-03,0,339,0.08484097198615974,0.0943952802359882,0.1504424778761062,0.6785814699695615,1,0,0.0,0,0.0,0.0
apache-spark,2021-03,1,109,0.41959230897786126,0.27522935779816515,3.0642201834862384,0.6785814699695615,1,0,0.0,0,0.6785814699695615,0.0
apache-spark,2021-04,0,339,0.10704585469325635,0.10914454277286136,0.21238938053097345,0.6785814699695615,1,0,0.0,0,0.0,0.0
apache-spark,2021-04,1,109,0.41482198220992694,0.27522935779816515,2.0275229357798166,0.6785814699695615,1,0,0.0,0,0.6785814699695615,0.0
apache-spark,2021-05,0,339,0.08738683103440559,0.0943952802359882,0.15634218289085547,0.6785814699695615,1,0,0.0,0,0.0,0.0
apache-spark,2021-05,1,109,0.45650029565905087,0.26605504587155965,2.1192660550458715,0.6785814699695615,1,0,0.0,0,0.6785814699695615,0.0
apache-spark,2021-06,0,339,0.11615630210227776,0.11799410029498525,0.22713864306784662,0.6785814699695615,1,0,0.0,0,0.0,0.0
apache-spark,2021-06,1,109,0.4351890858024617,0.3119266055045872,1.5137614678899083,0.6785814699695615,1,0,0.0,0,0.6785814699695615,0.0
apache-spark,2021-07,0,339,0.13117710058481982,0.12684365781710916,0.26253687315634217,0.6785814699695615,1,0,0.0,0,0.0,0.0
apache-spark,2021-07,1,109,0.4733016624639283,0.3119266055045872,1.5412844036697249,0.6785814699695615,1,0,0.0,0,0.6785814699695615,0.0
apache-spark,2021-08,0,339,0.09979884651384247,0.10914454277286136,0.18289085545722714,0.6785814699695615,1,0,0.0,0,0.0,0.0
apache-spark,2021-08,1,109,0.4666693749511429,0.3119266055045872,2.055045871559633,0.6785814699695615,1,0,0.0,0,0.6785814699695615,0.0
