specification,dropped_tag_a,dropped_tag_b,coef,se,pval
novice_entry_share,memory-management,numpy,0.005822305226238244,0.005122399726639925,0.2556903786971573
novice_entry_share,memory-management,pandas,0.006305169820220171,0.005135443307868717,0.21953137619089635
novice_entry_share,memory-management,python,0.00786280435692262,0.0051230449544115144,0.12483512299332848
novice_entry_share,memory-management,regex,0.007450926795927169,0.0049699852952092526,0.13382567706421722
novice_entry_share,memory-management,sql,0.007027827020239938,0.0051870337868566594,0.1754546449500649
novice_entry_share,multithreading,numpy,0.005255054999924446,0.005191378475072159,0.3114109718197613
novice_entry_share,multithreading,pandas,0.005737479219504033,0.005191039822754061,0.2690443960076272
novice_entry_share,multithreading,python,0.007334709834690812,0.005157264707530069,0.15496549947927363
novice_entry_share,multithreading,regex,0.006882275970028893,0.004988490001223608,0.16770025541267664
novice_entry_share,multithreading,sql,0.0064583821949100615,0.00523016666533966,0.21689267714176108
novice_entry_share,numpy,pandas,0.0064104361712162515,0.005148677526379718,0.21310800196846824
novice_entry_share,numpy,python,0.008005844217659576,0.005133022251635521,0.11883680712410764
novice_entry_share,numpy,regex,0.007566072980101155,0.004985896080906951,0.12914172422019396
novice_entry_share,numpy,sql,0.007146170680531691,0.005202579707539858,0.16957143799323782
novice_entry_share,pandas,python,0.008664773165085966,0.005081432753884512,0.08816028423765894
novice_entry_share,pandas,regex,0.008123504302825869,0.005007597867763285,0.10475287887553728
novice_entry_share,pandas,sql,0.0077065632737660025,0.005221074881199592,0.13993069139148184
novice_entry_share,python,regex,0.010139921842655084,0.004599376875533371,0.027480105442362516
novice_entry_share,python,sql,0.01005956498249952,0.004603285325873026,0.028866768903094715
novice_entry_share,regex,sql,0.009029009356111227,0.005003961429739793,0.0711729636577149
