primary_tag,answerer_user_id,any_postshock_answer,postshock_answer_count,postshock_active_months,is_expert,exposure_index,high_tag,preshock_answers,postshock_silent,exposure_expert
android,227313.0,1,10.0,7,0,-0.5824723369899437,0,18,0,-0.0
android,236465.0,1,36.0,14,1,-0.5824723369899437,0,83,0,-0.5824723369899437
android,239101.0,1,1.0,1,0,-0.5824723369899437,0,5,0,-0.0
android,242930.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,244104.0,1,4.0,4,0,-0.5824723369899437,0,5,0,-0.0
android,244993.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,245860.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,250260.0,1,8.0,8,1,-0.5824723369899437,0,21,0,-0.5824723369899437
android,252080.0,1,5.0,4,0,-0.5824723369899437,0,7,0,-0.0
android,253468.0,1,7.0,5,0,-0.5824723369899437,0,5,0,-0.0
android,255243.0,1,2.0,2,0,-0.5824723369899437,0,6,0,-0.0
android,263423.0,0,0.0,0,0,-0.5824723369899437,0,6,1,-0.0
android,277368.0,1,34.0,15,1,-0.5824723369899437,0,34,0,-0.5824723369899437
android,282279.0,0,0.0,0,0,-0.5824723369899437,0,8,1,-0.0
android,291240.0,1,1.0,1,0,-0.5824723369899437,0,7,0,-0.0
android,292502.0,1,4.0,4,0,-0.5824723369899437,0,9,0,-0.0
android,293878.0,1,7.0,5,0,-0.5824723369899437,0,16,0,-0.0
android,293918.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,294884.0,1,1.0,1,0,-0.5824723369899437,0,6,0,-0.0
android,295004.0,1,13.0,11,1,-0.5824723369899437,0,49,0,-0.5824723369899437
android,298288.0,1,2.0,1,0,-0.5824723369899437,0,6,0,-0.0
android,304266.0,1,4.0,4,0,-0.5824723369899437,0,6,0,-0.0
android,304533.0,0,0.0,0,0,-0.5824723369899437,0,10,1,-0.0
android,305135.0,1,2.0,1,0,-0.5824723369899437,0,7,0,-0.0
android,318758.0,0,0.0,0,1,-0.5824723369899437,0,49,1,-0.5824723369899437
android,321697.0,1,16.0,11,0,-0.5824723369899437,0,15,0,-0.0
android,325479.0,0,0.0,0,0,-0.5824723369899437,0,6,1,-0.0
android,334402.0,1,12.0,6,1,-0.5824723369899437,0,102,0,-0.5824723369899437
android,341998.0,0,0.0,0,0,-0.5824723369899437,0,16,1,-0.0
android,344487.0,1,1.0,1,1,-0.5824723369899437,0,26,0,-0.5824723369899437
android,344574.0,0,0.0,0,0,-0.5824723369899437,0,14,1,-0.0
android,348589.0,1,2.0,2,0,-0.5824723369899437,0,6,0,-0.0
android,368379.0,1,6.0,5,1,-0.5824723369899437,0,44,0,-0.5824723369899437
android,371720.0,1,2.0,2,0,-0.5824723369899437,0,5,0,-0.0
android,389649.0,1,6.0,5,0,-0.5824723369899437,0,8,0,-0.0
android,395869.0,1,1.0,1,0,-0.5824723369899437,0,7,0,-0.0
android,404438.0,0,0.0,0,0,-0.5824723369899437,0,10,1,-0.0
android,413127.0,1,27.0,11,1,-0.5824723369899437,0,102,0,-0.5824723369899437
android,413337.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,416549.0,0,0.0,0,0,-0.5824723369899437,0,6,1,-0.0
android,417513.0,1,3.0,2,1,-0.5824723369899437,0,28,0,-0.5824723369899437
android,419761.0,1,1.0,1,0,-0.5824723369899437,0,6,0,-0.0
android,421195.0,0,0.0,0,0,-0.5824723369899437,0,11,1,-0.0
android,421467.0,0,0.0,0,0,-0.5824723369899437,0,9,1,-0.0
android,422060.0,1,6.0,5,0,-0.5824723369899437,0,15,0,-0.0
android,422957.0,0,0.0,0,0,-0.5824723369899437,0,7,1,-0.0
android,423199.0,1,4.0,4,0,-0.5824723369899437,0,6,0,-0.0
android,429962.0,0,0.0,0,0,-0.5824723369899437,0,6,1,-0.0
android,430128.0,1,3.0,3,0,-0.5824723369899437,0,5,0,-0.0
android,433062.0,0,0.0,0,0,-0.5824723369899437,0,10,1,-0.0
android,436341.0,0,0.0,0,0,-0.5824723369899437,0,14,1,-0.0
android,436560.0,1,8.0,7,0,-0.5824723369899437,0,8,0,-0.0
android,436938.0,1,1.0,1,0,-0.5824723369899437,0,14,0,-0.0
android,443654.0,0,0.0,0,0,-0.5824723369899437,0,7,1,-0.0
android,447137.0,0,0.0,0,0,-0.5824723369899437,0,6,1,-0.0
android,448875.0,1,56.0,21,1,-0.5824723369899437,0,101,0,-0.5824723369899437
android,449007.0,0,0.0,0,0,-0.5824723369899437,0,15,1,-0.0
android,450243.0,1,1.0,1,0,-0.5824723369899437,0,8,0,-0.0
android,451243.0,0,0.0,0,0,-0.5824723369899437,0,7,1,-0.0
android,452486.0,1,4.0,4,0,-0.5824723369899437,0,6,0,-0.0
android,453314.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,466862.0,1,1.0,1,0,-0.5824723369899437,0,6,0,-0.0
android,467509.0,1,1.0,1,0,-0.5824723369899437,0,7,0,-0.0
android,467650.0,0,0.0,0,0,-0.5824723369899437,0,8,1,-0.0
android,471160.0,1,32.0,11,0,-0.5824723369899437,0,14,0,-0.0
android,474986.0,0,0.0,0,1,-0.5824723369899437,0,22,1,-0.5824723369899437
android,477997.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,479886.0,1,12.0,9,0,-0.5824723369899437,0,6,0,-0.0
android,490375.0,0,0.0,0,0,-0.5824723369899437,0,8,1,-0.0
android,496854.0,1,7.0,5,1,-0.5824723369899437,0,104,0,-0.5824723369899437
android,497132.0,1,1.0,1,0,-0.5824723369899437,0,7,0,-0.0
android,501696.0,0,0.0,0,1,-0.5824723369899437,0,41,1,-0.5824723369899437
android,502144.0,0,0.0,0,0,-0.5824723369899437,0,6,1,-0.0
android,504162.0,0,0.0,0,0,-0.5824723369899437,0,8,1,-0.0
android,504554.0,1,2.0,2,0,-0.5824723369899437,0,10,0,-0.0
android,505152.0,1,12.0,5,0,-0.5824723369899437,0,18,0,-0.0
android,506796.0,1,319.0,20,1,-0.5824723369899437,0,895,0,-0.5824723369899437
android,507313.0,0,0.0,0,0,-0.5824723369899437,0,6,1,-0.0
android,507738.0,1,1.0,1,0,-0.5824723369899437,0,6,0,-0.0
android,513626.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,519334.0,1,1.0,1,0,-0.5824723369899437,0,12,0,-0.0
android,524695.0,1,3.0,3,0,-0.5824723369899437,0,14,0,-0.0
android,531021.0,0,0.0,0,0,-0.5824723369899437,0,10,1,-0.0
android,533037.0,1,14.0,11,1,-0.5824723369899437,0,25,0,-0.5824723369899437
android,534471.0,1,4.0,2,1,-0.5824723369899437,0,22,0,-0.5824723369899437
android,543136.0,1,4.0,2,1,-0.5824723369899437,0,23,0,-0.5824723369899437
android,543539.0,1,7.0,7,1,-0.5824723369899437,0,40,0,-0.5824723369899437
android,549372.0,1,159.0,24,1,-0.5824723369899437,0,459,0,-0.5824723369899437
android,550966.0,1,1.0,1,1,-0.5824723369899437,0,20,0,-0.5824723369899437
android,551269.0,0,0.0,0,0,-0.5824723369899437,0,10,1,-0.0
android,554002.0,1,1.0,1,0,-0.5824723369899437,0,14,0,-0.0
android,556495.0,1,40.0,20,1,-0.5824723369899437,0,98,0,-0.5824723369899437
android,557179.0,1,11.0,5,1,-0.5824723369899437,0,62,0,-0.5824723369899437
android,558433.0,0,0.0,0,1,-0.5824723369899437,0,20,1,-0.5824723369899437
android,562146.0,1,2.0,1,0,-0.5824723369899437,0,7,0,-0.0
android,563904.0,0,0.0,0,1,-0.5824723369899437,0,22,1,-0.5824723369899437
android,563979.0,1,2.0,2,0,-0.5824723369899437,0,5,0,-0.0
android,575772.0,0,0.0,0,0,-0.5824723369899437,0,8,1,-0.0
android,588532.0,1,7.0,7,1,-0.5824723369899437,0,27,0,-0.5824723369899437
android,589259.0,1,5.0,5,0,-0.5824723369899437,0,14,0,-0.0
android,590790.0,1,1.0,1,0,-0.5824723369899437,0,9,0,-0.0
android,592144.0,0,0.0,0,1,-0.5824723369899437,0,33,1,-0.5824723369899437
android,599346.0,1,67.0,24,1,-0.5824723369899437,0,88,0,-0.5824723369899437
android,603742.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,608312.0,1,9.0,7,1,-0.5824723369899437,0,23,0,-0.5824723369899437
android,616971.0,1,1.0,1,0,-0.5824723369899437,0,15,0,-0.0
android,618499.0,0,0.0,0,0,-0.5824723369899437,0,6,1,-0.0
android,619673.0,1,7.0,3,0,-0.5824723369899437,0,14,0,-0.0
android,624814.0,1,5.0,4,0,-0.5824723369899437,0,5,0,-0.0
android,631147.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,632035.0,1,9.0,5,1,-0.5824723369899437,0,31,0,-0.5824723369899437
android,635887.0,1,2.0,2,0,-0.5824723369899437,0,10,0,-0.0
android,636988.0,0,0.0,0,0,-0.5824723369899437,0,7,1,-0.0
android,642706.0,1,20.0,13,1,-0.5824723369899437,0,125,0,-0.5824723369899437
android,643716.0,1,8.0,7,0,-0.5824723369899437,0,9,0,-0.0
android,659988.0,0,0.0,0,0,-0.5824723369899437,0,13,1,-0.0
android,661841.0,1,1.0,1,0,-0.5824723369899437,0,5,0,-0.0
android,662326.0,1,1.0,1,0,-0.5824723369899437,0,6,0,-0.0
android,663604.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,668320.0,1,1.0,1,0,-0.5824723369899437,0,14,0,-0.0
android,669647.0,1,1.0,1,0,-0.5824723369899437,0,6,0,-0.0
android,679553.0,1,1.0,1,0,-0.5824723369899437,0,11,0,-0.0
android,680583.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,683735.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,692167.0,1,7.0,7,0,-0.5824723369899437,0,8,0,-0.0
android,695787.0,0,0.0,0,1,-0.5824723369899437,0,34,1,-0.5824723369899437
android,697392.0,1,3.0,3,1,-0.5824723369899437,0,25,0,-0.5824723369899437
android,703646.0,1,1.0,1,1,-0.5824723369899437,0,43,0,-0.5824723369899437
android,704836.0,1,5.0,4,0,-0.5824723369899437,0,7,0,-0.0
android,709683.0,1,1.0,1,0,-0.5824723369899437,0,5,0,-0.0
android,749657.0,1,23.0,13,1,-0.5824723369899437,0,39,0,-0.5824723369899437
android,749796.0,0,0.0,0,0,-0.5824723369899437,0,6,1,-0.0
android,753632.0,1,1.0,1,1,-0.5824723369899437,0,100,0,-0.5824723369899437
android,753998.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,756809.0,1,18.0,15,1,-0.5824723369899437,0,22,0,-0.5824723369899437
android,758037.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,764624.0,1,12.0,10,1,-0.5824723369899437,0,45,0,-0.5824723369899437
android,766755.0,1,1.0,1,0,-0.5824723369899437,0,8,0,-0.0
android,768644.0,1,5.0,5,1,-0.5824723369899437,0,61,0,-0.5824723369899437
android,769265.0,1,66.0,29,1,-0.5824723369899437,0,331,0,-0.5824723369899437
android,787182.0,1,11.0,6,1,-0.5824723369899437,0,42,0,-0.5824723369899437
android,790464.0,0,0.0,0,0,-0.5824723369899437,0,7,1,-0.0
android,792881.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,793861.0,0,0.0,0,0,-0.5824723369899437,0,11,1,-0.0
android,801899.0,1,4.0,4,0,-0.5824723369899437,0,7,0,-0.0
android,804440.0,1,2.0,2,0,-0.5824723369899437,0,8,0,-0.0
android,804509.0,0,0.0,0,0,-0.5824723369899437,0,6,1,-0.0
android,805007.0,0,0.0,0,0,-0.5824723369899437,0,17,1,-0.0
android,807126.0,1,3.0,3,1,-0.5824723369899437,0,157,0,-0.5824723369899437
android,808019.0,1,1.0,1,0,-0.5824723369899437,0,5,0,-0.0
android,813951.0,0,0.0,0,0,-0.5824723369899437,0,8,1,-0.0
android,817496.0,0,0.0,0,0,-0.5824723369899437,0,14,1,-0.0
android,819355.0,1,4.0,3,1,-0.5824723369899437,0,83,0,-0.5824723369899437
android,824348.0,0,0.0,0,0,-0.5824723369899437,0,6,1,-0.0
android,824903.0,1,2.0,2,0,-0.5824723369899437,0,13,0,-0.0
android,831460.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,835883.0,1,5.0,5,0,-0.5824723369899437,0,9,0,-0.0
android,848253.0,0,0.0,0,1,-0.5824723369899437,0,92,1,-0.5824723369899437
android,850332.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,850347.0,1,3.0,3,0,-0.5824723369899437,0,6,0,-0.0
android,850848.0,0,0.0,0,0,-0.5824723369899437,0,8,1,-0.0
android,851699.0,1,2.0,1,0,-0.5824723369899437,0,5,0,-0.0
android,859688.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,860212.0,1,6.0,5,0,-0.5824723369899437,0,15,0,-0.0
android,861679.0,1,1.0,1,0,-0.5824723369899437,0,6,0,-0.0
android,869736.0,1,13.0,10,1,-0.5824723369899437,0,29,0,-0.5824723369899437
android,870565.0,1,1.0,1,0,-0.5824723369899437,0,9,0,-0.0
android,871364.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,874662.0,1,1.0,1,0,-0.5824723369899437,0,7,0,-0.0
android,876267.0,0,0.0,0,0,-0.5824723369899437,0,7,1,-0.0
android,878126.0,1,13.0,12,0,-0.5824723369899437,0,14,0,-0.0
android,891373.0,0,0.0,0,0,-0.5824723369899437,0,12,1,-0.0
android,898307.0,0,0.0,0,0,-0.5824723369899437,0,7,1,-0.0
android,898478.0,1,3.0,3,0,-0.5824723369899437,0,15,0,-0.0
android,900128.0,1,1.0,1,0,-0.5824723369899437,0,17,0,-0.0
android,900246.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,901410.0,0,0.0,0,1,-0.5824723369899437,0,43,1,-0.5824723369899437
android,904632.0,0,0.0,0,0,-0.5824723369899437,0,7,1,-0.0
android,908821.0,1,5.0,5,1,-0.5824723369899437,0,23,0,-0.5824723369899437
android,916275.0,0,0.0,0,0,-0.5824723369899437,0,6,1,-0.0
android,916538.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,916826.0,1,8.0,6,1,-0.5824723369899437,0,20,0,-0.5824723369899437
android,922135.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,925135.0,1,2.0,1,0,-0.5824723369899437,0,10,0,-0.0
android,925394.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,932052.0,1,25.0,13,1,-0.5824723369899437,0,28,0,-0.5824723369899437
android,938845.0,0,0.0,0,0,-0.5824723369899437,0,7,1,-0.0
android,939133.0,0,0.0,0,1,-0.5824723369899437,0,56,1,-0.5824723369899437
android,944070.0,1,1.0,1,0,-0.5824723369899437,0,13,0,-0.0
android,948719.0,1,2.0,2,0,-0.5824723369899437,0,5,0,-0.0
android,961243.0,0,0.0,0,0,-0.5824723369899437,0,10,1,-0.0
android,961331.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,962638.0,0,0.0,0,1,-0.5824723369899437,0,39,1,-0.5824723369899437
android,964887.0,1,1.0,1,0,-0.5824723369899437,0,16,0,-0.0
android,966550.0,1,1.0,1,0,-0.5824723369899437,0,10,0,-0.0
android,966656.0,1,1.0,1,0,-0.5824723369899437,0,5,0,-0.0
android,968281.0,1,1.0,1,0,-0.5824723369899437,0,5,0,-0.0
android,974184.0,0,0.0,0,0,-0.5824723369899437,0,7,1,-0.0
android,975887.0,1,1.0,1,0,-0.5824723369899437,0,10,0,-0.0
android,980521.0,0,0.0,0,0,-0.5824723369899437,0,8,1,-0.0
android,980815.0,0,0.0,0,1,-0.5824723369899437,0,24,1,-0.5824723369899437
android,982341.0,1,2.0,2,0,-0.5824723369899437,0,11,0,-0.0
android,984014.0,0,0.0,0,0,-0.5824723369899437,0,7,1,-0.0
android,984823.0,0,0.0,0,0,-0.5824723369899437,0,17,1,-0.0
android,984830.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,986736.0,0,0.0,0,0,-0.5824723369899437,0,10,1,-0.0
android,987753.0,1,10.0,4,0,-0.5824723369899437,0,19,0,-0.0
android,990129.0,1,1.0,1,1,-0.5824723369899437,0,35,0,-0.5824723369899437
android,991094.0,0,0.0,0,0,-0.5824723369899437,0,10,1,-0.0
android,993439.0,1,1.0,1,0,-0.5824723369899437,0,5,0,-0.0
android,994939.0,0,0.0,0,0,-0.5824723369899437,0,13,1,-0.0
android,997341.0,0,0.0,0,0,-0.5824723369899437,0,12,1,-0.0
android,1001542.0,0,0.0,0,0,-0.5824723369899437,0,6,1,-0.0
android,1003059.0,0,0.0,0,0,-0.5824723369899437,0,19,1,-0.0
android,1011435.0,1,2.0,2,0,-0.5824723369899437,0,12,0,-0.0
android,1013657.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,1020817.0,0,0.0,0,0,-0.5824723369899437,0,6,1,-0.0
android,1021504.0,0,0.0,0,0,-0.5824723369899437,0,6,1,-0.0
android,1023597.0,0,0.0,0,0,-0.5824723369899437,0,17,1,-0.0
android,1025935.0,0,0.0,0,0,-0.5824723369899437,0,10,1,-0.0
android,1027610.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,1031556.0,1,23.0,12,1,-0.5824723369899437,0,23,0,-0.5824723369899437
android,1055395.0,0,0.0,0,0,-0.5824723369899437,0,19,1,-0.0
android,1059969.0,1,12.0,7,0,-0.5824723369899437,0,13,0,-0.0
android,1060423.0,0,0.0,0,0,-0.5824723369899437,0,19,1,-0.0
android,1065353.0,0,0.0,0,1,-0.5824723369899437,0,51,1,-0.5824723369899437
android,1070647.0,0,0.0,0,1,-0.5824723369899437,0,24,1,-0.5824723369899437
android,1071320.0,1,4.0,4,0,-0.5824723369899437,0,13,0,-0.0
android,1073748.0,1,1.0,1,0,-0.5824723369899437,0,18,0,-0.0
android,1075466.0,1,8.0,7,0,-0.5824723369899437,0,11,0,-0.0
android,1075753.0,1,1.0,1,0,-0.5824723369899437,0,6,0,-0.0
android,1077539.0,1,2.0,2,1,-0.5824723369899437,0,42,0,-0.5824723369899437
android,1077633.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,1079990.0,1,8.0,6,0,-0.5824723369899437,0,16,0,-0.0
android,1083093.0,1,11.0,5,0,-0.5824723369899437,0,6,0,-0.0
android,1083957.0,0,0.0,0,1,-0.5824723369899437,0,20,1,-0.5824723369899437
android,1085264.0,1,1.0,1,0,-0.5824723369899437,0,9,0,-0.0
android,1085440.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,1085736.0,0,0.0,0,0,-0.5824723369899437,0,8,1,-0.0
android,1090724.0,0,0.0,0,0,-0.5824723369899437,0,6,1,-0.0
android,1091302.0,0,0.0,0,0,-0.5824723369899437,0,9,1,-0.0
android,1094333.0,0,0.0,0,1,-0.5824723369899437,0,134,1,-0.5824723369899437
android,1100288.0,0,0.0,0,0,-0.5824723369899437,0,17,1,-0.0
android,1101692.0,1,2.0,2,0,-0.5824723369899437,0,19,0,-0.0
android,1101963.0,1,1.0,1,0,-0.5824723369899437,0,5,0,-0.0
android,1103478.0,1,1.0,1,0,-0.5824723369899437,0,11,0,-0.0
android,1103872.0,1,1.0,1,1,-0.5824723369899437,0,39,0,-0.5824723369899437
android,1104384.0,0,0.0,0,0,-0.5824723369899437,0,15,1,-0.0
android,1105277.0,1,4.0,4,0,-0.5824723369899437,0,14,0,-0.0
android,1108032.0,0,0.0,0,0,-0.5824723369899437,0,7,1,-0.0
android,1109017.0,0,0.0,0,1,-0.5824723369899437,0,29,1,-0.5824723369899437
android,1109493.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,1117696.0,0,0.0,0,1,-0.5824723369899437,0,46,1,-0.5824723369899437
android,1118475.0,1,1.0,1,0,-0.5824723369899437,0,5,0,-0.0
android,1129332.0,1,3.0,3,0,-0.5824723369899437,0,15,0,-0.0
android,1133011.0,0,0.0,0,1,-0.5824723369899437,0,66,1,-0.5824723369899437
android,1149398.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,1150712.0,0,0.0,0,1,-0.5824723369899437,0,377,1,-0.5824723369899437
android,1151983.0,1,1.0,1,0,-0.5824723369899437,0,7,0,-0.0
android,1152643.0,1,1.0,1,0,-0.5824723369899437,0,6,0,-0.0
android,1159930.0,1,2.0,2,0,-0.5824723369899437,0,5,0,-0.0
android,1160360.0,1,1.0,1,0,-0.5824723369899437,0,6,0,-0.0
android,1162154.0,0,0.0,0,1,-0.5824723369899437,0,30,1,-0.5824723369899437
android,1169441.0,1,6.0,5,1,-0.5824723369899437,0,50,0,-0.5824723369899437
android,1175160.0,1,1.0,1,0,-0.5824723369899437,0,9,0,-0.0
android,1176037.0,0,0.0,0,1,-0.5824723369899437,0,33,1,-0.5824723369899437
android,1189800.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,1189885.0,0,0.0,0,0,-0.5824723369899437,0,7,1,-0.0
android,1197251.0,1,74.0,10,1,-0.5824723369899437,0,140,0,-0.5824723369899437
android,1199110.0,1,4.0,1,0,-0.5824723369899437,0,13,0,-0.0
android,1199911.0,1,8.0,8,0,-0.5824723369899437,0,8,0,-0.0
android,1202025.0,0,0.0,0,0,-0.5824723369899437,0,6,1,-0.0
android,1209216.0,1,4.0,3,0,-0.5824723369899437,0,7,0,-0.0
android,1215449.0,0,0.0,0,0,-0.5824723369899437,0,8,1,-0.0
android,1219389.0,1,8.0,2,0,-0.5824723369899437,0,17,0,-0.0
android,1223954.0,0,0.0,0,0,-0.5824723369899437,0,6,1,-0.0
android,1225617.0,0,0.0,0,0,-0.5824723369899437,0,7,1,-0.0
android,1227166.0,1,1.0,1,0,-0.5824723369899437,0,9,0,-0.0
android,1232937.0,1,1.0,1,0,-0.5824723369899437,0,5,0,-0.0
android,1233652.0,1,4.0,3,0,-0.5824723369899437,0,7,0,-0.0
android,1235698.0,1,27.0,8,1,-0.5824723369899437,0,36,0,-0.5824723369899437
android,1245450.0,1,1.0,1,0,-0.5824723369899437,0,6,0,-0.0
android,1245915.0,0,0.0,0,1,-0.5824723369899437,0,23,1,-0.5824723369899437
android,1249994.0,1,4.0,4,1,-0.5824723369899437,0,50,0,-0.5824723369899437
android,1250929.0,1,25.0,12,1,-0.5824723369899437,0,42,0,-0.5824723369899437
android,1255873.0,1,4.0,4,0,-0.5824723369899437,0,8,0,-0.0
android,1256452.0,0,0.0,0,0,-0.5824723369899437,0,5,1,-0.0
android,1256697.0,1,1.0,1,0,-0.5824723369899437,0,5,0,-0.0
