tag,group,window_id,month_order,post_chatgpt,high_tag,time_index,time_post,n_questions,accepted_rate,answered_share,novice_share,mean_answer_count,mean_log_answers,mean_score,mean_log_views,mean_owner_rep,mean_log_owner_rep,high_post,log_questions
docker,low,2023-04,2023-04,1,0,16.0,5.0,92,0.3695652173913043,0.4782608695652174,0.6304347826086957,0.8152173913043478,0.5136186937729615,1.173913043478261,6.104827717572912,2901.1304347826085,5.685231449279608,0,4.532599493153256
docker,low,2023-05,2023-05,1,0,17.0,6.0,93,0.20430107526881722,0.2903225806451613,0.7311827956989247,0.6236559139784946,0.40444513785387953,1.053763440860215,6.261256699721107,834.3010752688172,4.748161419346028,0,4.543294782270004
docker,low,2023-06,2023-06,1,0,18.0,7.0,95,0.30526315789473685,0.4421052631578947,0.6842105263157895,0.7789473684210526,0.5035863841264693,0.631578947368421,6.493486117272694,2171.621052631579,4.915677799519595,0,4.564348191467836
docker,low,2023-07,2023-07,1,0,19.0,8.0,91,0.25274725274725274,0.4175824175824176,0.7142857142857143,0.7912087912087912,0.5231334112165035,0.5164835164835165,6.225564520593582,876.9560439560439,4.402307014244063,0,4.5217885770490405
docker,low,2023-08,2023-08,1,0,20.0,9.0,91,0.32967032967032966,0.4835164835164835,0.7692307692307693,0.8131868131868132,0.5231334112165035,0.7912087912087912,6.323641865508059,1483.9450549450548,4.554588547868021,0,4.5217885770490405
docker,low,2023-09,2023-09,1,0,21.0,10.0,91,0.3626373626373626,0.5164835164835165,0.6263736263736264,0.9010989010989011,0.559799992101389,1.1868131868131868,6.366955355952155,4354.43956043956,5.343164458542959,0,4.5217885770490405
docker,low,2023-10,2023-10,1,0,22.0,11.0,91,0.34065934065934067,0.5274725274725275,0.7362637362637363,0.8901098901098901,0.5636705480748984,0.7142857142857143,6.117374643876821,2073.164835164835,4.910772380444467,0,4.5217885770490405
docker,low,2023-11,2023-11,1,0,23.0,12.0,92,0.2826086956521739,0.44565217391304346,0.7934782608695652,0.7717391304347826,0.47154042191526707,0.8043478260869565,6.156649313056192,1228.391304347826,4.624295395537281,0,4.532599493153256
docker,low,2023-12,2023-12,1,0,24.0,13.0,94,0.3191489361702128,0.5319148936170213,0.6595744680851063,0.851063829787234,0.5519341121246583,0.39361702127659576,5.887673126455187,1491.6489361702127,4.958081125113583,0,4.553876891600541
excel-formula,high,2022-01,2022-01,0,1,1.0,0.0,46,0.2608695652173913,0.5217391304347826,0.8478260869565217,1.326086956521739,0.773634799853256,0.2608695652173913,5.341203259754097,557.4347826086956,3.525228864356302,0,3.8501476017100584
excel-formula,high,2022-02,2022-02,0,1,2.0,0.0,58,0.46551724137931033,0.5517241379310345,0.8620689655172413,1.206896551724138,0.7078520206309175,0.4482758620689655,5.656031275817477,522.948275862069,3.5554800845949748,0,4.07753744390572
excel-formula,high,2022-03,2022-03,0,1,3.0,0.0,53,0.4528301886792453,0.6792452830188679,0.9622641509433962,1.2075471698113207,0.7173370363871503,0.6037735849056604,5.926797163424815,96.67924528301887,3.1752421339276506,0,3.9889840465642745
excel-formula,high,2022-04,2022-04,0,1,4.0,0.0,58,0.3275862068965517,0.603448275862069,0.8793103448275862,1.0344827586206897,0.6095109434816726,0.27586206896551724,5.608246239711262,304.63793103448273,3.451134587637777,0,4.07753744390572
excel-formula,high,2022-05,2022-05,0,1,5.0,0.0,52,0.40384615384615385,0.6538461538461539,0.8269230769230769,1.2692307692307692,0.7362082398914122,0.5769230769230769,5.7229755214865845,585.0576923076923,3.736539994269015,0,3.970291913552122
excel-formula,high,2022-06,2022-06,0,1,6.0,0.0,49,0.42857142857142855,0.5510204081632653,0.9183673469387755,1.1224489795918366,0.6387369827394931,-0.02040816326530612,5.388116550940928,406.0408163265306,2.932642054278151,0,3.912023005428146
excel-formula,high,2022-07,2022-07,0,1,7.0,0.0,64,0.453125,0.625,0.90625,1.1875,0.718506382838265,0.046875,5.442501491611777,338.6875,3.2866455890732107,0,4.174387269895637
excel-formula,high,2022-08,2022-08,0,1,8.0,0.0,72,0.3888888888888889,0.5972222222222222,0.9027777777777778,1.1111111111111112,0.6820724696871957,0.08333333333333333,5.410927415450948,297.80555555555554,2.84640814329827,0,4.290459441148391
excel-formula,high,2022-09,2022-09,0,1,9.0,0.0,55,0.41818181818181815,0.5636363636363636,0.8363636363636363,1.018181818181818,0.6230080900594083,0.07272727272727272,5.32542688159837,329.8,3.734880691141359,0,4.02535169073515
excel-formula,high,2022-10,2022-10,0,1,10.0,0.0,63,0.4126984126984127,0.6190476190476191,0.9047619047619048,1.253968253968254,0.7160149168935723,0.20634920634920634,5.559186527877252,161.6031746031746,2.861240422340114,0,4.1588830833596715
excel-formula,high,2022-11,2022-11,0,1,11.0,0.0,86,0.4883720930232558,0.6627906976744186,0.872093023255814,1.1627906976744187,0.6872335922226617,0.5116279069767442,5.443502869166235,179.01162790697674,3.512368400659958,0,4.465908118654584
excel-formula,high,2022-12,2022-12,1,1,12.0,1.0,72,0.4444444444444444,0.625,0.7777777777777778,1.3194444444444444,0.7434547306903145,0.6527777777777778,5.9092611679955525,1808.5277777777778,4.039456594322288,1,4.290459441148391
excel-formula,high,2023-01,2023-01,1,1,13.0,2.0,56,0.48214285714285715,0.6428571428571429,0.9642857142857143,1.0714285714285714,0.6436568196874457,0.44642857142857145,5.315092301288629,78.89285714285714,2.6989470893541987,1,4.04305126783455
excel-formula,high,2023-02,2023-02,1,1,14.0,3.0,69,0.391304347826087,0.6231884057971014,0.8985507246376812,1.5217391304347827,0.8489850623299153,0.2028985507246377,5.379569351008022,115.69565217391305,3.0238655682401525,1,4.248495242049359
excel-formula,high,2023-03,2023-03,1,1,15.0,4.0,55,0.43636363636363634,0.5636363636363636,0.9090909090909091,1.018181818181818,0.6230080900594083,0.21818181818181817,5.372289806814726,205.4,3.370610748210397,1,4.02535169073515
excel-formula,high,2023-04,2023-04,1,1,16.0,5.0,45,0.4444444444444444,0.7111111111111111,0.9333333333333333,1.2666666666666666,0.7303717349366446,0.3333333333333333,5.548426779705823,354.1111111111111,3.4920366398374716,1,3.828641396489095
excel-formula,high,2023-05,2023-05,1,1,17.0,6.0,36,0.5277777777777778,0.7777777777777778,0.75,1.5,0.8537547369258377,0.3055555555555556,5.586655453420724,980.3055555555555,4.106586768718921,1,3.6109179126442243
excel-formula,high,2023-06,2023-06,1,1,18.0,7.0,45,0.4666666666666667,0.6888888888888889,0.9555555555555556,1.4444444444444444,0.7701147045423885,0.5333333333333333,5.378570093179787,296.8222222222222,3.286690085819296,1,3.828641396489095
excel-formula,high,2023-07,2023-07,1,1,19.0,8.0,44,0.5454545454545454,0.75,0.9318181818181818,1.4318181818181819,0.7978357873637609,0.18181818181818182,5.595478805207073,330.52272727272725,3.3084837265294955,1,3.8066624897703196
excel-formula,high,2023-08,2023-08,1,1,20.0,9.0,40,0.55,0.775,0.975,1.55,0.8798539551285043,0.5,5.232618489633673,86.0,3.2529583742942534,1,3.713572066704308
excel-formula,high,2023-09,2023-09,1,1,21.0,10.0,39,0.41025641025641024,0.6923076923076923,0.9743589743589743,1.5897435897435896,0.8406779793344435,0.38461538461538464,5.35377441074012,104.58974358974359,3.3054636964788804,1,3.6888794541139363
excel-formula,high,2023-10,2023-10,1,1,22.0,11.0,58,0.46551724137931033,0.7413793103448276,0.8275862068965517,1.5862068965517242,0.8498775256070146,0.3275862068965517,5.368860186801537,2342.8275862068967,3.426412920687618,1,4.07753744390572
excel-formula,high,2023-11,2023-11,1,1,23.0,12.0,44,0.2727272727272727,0.5681818181818182,0.9090909090909091,1.5454545454545454,0.8456604824018735,0.13636363636363635,5.74745967229414,162.27272727272728,2.937262271153132,1,3.8066624897703196
excel-formula,high,2023-12,2023-12,1,1,24.0,13.0,33,0.36363636363636365,0.6363636363636364,0.9393939393939394,1.6363636363636365,0.866741953731258,0.3333333333333333,5.665573667414549,228.0909090909091,3.268794765268354,1,3.5263605246161616
kubernetes,low,2022-01,2022-01,0,0,1.0,0.0,180,0.37777777777777777,0.65,0.6444444444444445,1.1055555555555556,0.661780381078733,1.0888888888888888,6.971748619832759,2385.5222222222224,5.289819518103328,0,5.198497031265826
kubernetes,low,2022-02,2022-02,0,0,2.0,0.0,100,0.38,0.65,0.6,1.16,0.6786614220049667,1.24,7.121011676384565,1779.03,5.4198726328715345,0,4.61512051684126
kubernetes,low,2022-03,2022-03,0,0,3.0,0.0,96,0.3229166666666667,0.625,0.6041666666666666,1.125,0.6776326196222566,1.3125,6.959631834451314,1994.15625,5.413856236981324,0,4.574710978503383
kubernetes,low,2022-04,2022-04,0,0,4.0,0.0,98,0.40816326530612246,0.6224489795918368,0.47959183673469385,1.0816326530612246,0.6867558373695088,1.0510204081632653,6.956243047777303,1801.7755102040817,5.831754668657777,0,4.59511985013459
kubernetes,low,2022-05,2022-05,0,0,5.0,0.0,95,0.3473684210526316,0.6736842105263158,0.5473684210526316,1.5157894736842106,0.7833692168897103,2.294736842105263,7.223035179106201,4259.863157894737,5.744057273325062,0,4.564348191467836
kubernetes,low,2022-06,2022-06,0,0,6.0,0.0,98,0.35714285714285715,0.6122448979591837,0.6122448979591837,1.0408163265306123,0.6443182548862468,0.9081632653061225,6.9130117866332315,1929.6938775510205,5.447233698377392,0,4.59511985013459
kubernetes,low,2022-07,2022-07,0,0,7.0,0.0,97,0.3402061855670103,0.4845360824742268,0.6907216494845361,1.1546391752577319,0.6914189124152463,0.7319587628865979,6.583702474730035,1288.9484536082475,5.00272171319268,0,4.584967478670572
kubernetes,low,2022-08,2022-08,0,0,8.0,0.0,95,0.3368421052631579,0.5473684210526316,0.6210526315789474,0.8947368421052632,0.5662247267852875,0.7473684210526316,6.58792768949567,2279.5157894736844,5.253960657243297,0,4.564348191467836
kubernetes,low,2022-09,2022-09,0,0,9.0,0.0,97,0.35051546391752575,0.6288659793814433,0.6288659793814433,1.2474226804123711,0.7259338904270334,0.8247422680412371,6.432175391809016,1710.4432989690722,5.210803950995799,0,4.584967478670572
kubernetes,low,2022-10,2022-10,0,0,10.0,0.0,97,0.35051546391752575,0.5463917525773195,0.5979381443298969,1.092783505154639,0.6550126965666164,0.8247422680412371,6.691875417244464,1758.9896907216496,5.3700059949702315,0,4.584967478670572
kubernetes,low,2022-11,2022-11,0,0,11.0,0.0,91,0.42857142857142855,0.6483516483516484,0.5934065934065934,1.0769230769230769,0.6690266580261363,0.5054945054945055,6.306827355300645,1530.1868131868132,5.2060151326619994,0,4.5217885770490405
kubernetes,low,2022-12,2022-12,1,0,12.0,1.0,97,0.31958762886597936,0.6082474226804123,0.6185567010309279,1.1030927835051547,0.6704727279730793,1.0206185567010309,6.901258643260381,1531.1649484536083,5.421373124789258,0,4.584967478670572
kubernetes,low,2023-01,2023-01,1,0,13.0,2.0,101,0.3069306930693069,0.5247524752475248,0.693069306930693,1.0,0.6194834141975112,1.0792079207920793,6.424953344441937,1474.039603960396,5.13591716540058,0,4.624972813284271
kubernetes,low,2023-02,2023-02,1,0,14.0,3.0,152,0.375,0.5855263157894737,0.625,1.019736842105263,0.6507340974705008,0.868421052631579,6.4830161755442814,3404.684210526316,5.266923068194966,0,5.030437921392435
kubernetes,low,2023-03,2023-03,1,0,15.0,4.0,140,0.32857142857142857,0.4928571428571429,0.5928571428571429,0.8714285714285714,0.5764736146484557,0.7142857142857143,6.551019950366861,2727.635714285714,5.322753899678315,0,4.948759890378168
kubernetes,low,2023-04,2023-04,1,0,16.0,5.0,115,0.2782608695652174,0.5478260869565217,0.6521739130434783,0.9565217391304348,0.5923949982471891,0.808695652173913,6.3826597994874925,3081.7391304347825,5.3937186437520985,0,4.7535901911063645
kubernetes,low,2023-05,2023-05,1,0,17.0,6.0,82,0.32926829268292684,0.4878048780487805,0.5975609756097561,0.9512195121951219,0.5953845822564184,0.6951219512195121,6.381660975666905,3292.7926829268295,5.45968722566444,0,4.418840607796598
kubernetes,low,2023-06,2023-06,1,0,18.0,7.0,83,0.3855421686746988,0.5662650602409639,0.6626506024096386,1.036144578313253,0.6446224936403678,0.6385542168674698,6.574516514584262,1719.2168674698796,5.100355095054093,0,4.430816798843313
kubernetes,low,2023-07,2023-07,1,0,19.0,8.0,89,0.30337078651685395,0.4606741573033708,0.5842696629213483,0.8202247191011236,0.545909771614759,0.6292134831460674,6.2933962826489624,2573.6516853932585,5.499157242000398,0,4.499809670330265
kubernetes,low,2023-08,2023-08,1,0,20.0,9.0,117,0.3162393162393162,0.49572649572649574,0.5811965811965812,1.1111111111111112,0.558244171075707,1.0256410256410255,6.3404790458633355,3509.4700854700855,5.534159744465954,0,4.770684624465665
kubernetes,low,2023-09,2023-09,1,0,21.0,10.0,65,0.23076923076923078,0.4307692307692308,0.6461538461538462,0.9692307692307692,0.599002364006048,0.35384615384615387,6.421953738859136,1443.7846153846153,4.886393422861041,0,4.189654742026425
kubernetes,low,2023-10,2023-10,1,0,22.0,11.0,79,0.26582278481012656,0.4050632911392405,0.6835443037974683,0.8227848101265823,0.5287630494148161,0.4050632911392405,6.038364654513894,1950.6455696202531,4.999132856396891,0,4.382026634673881
kubernetes,low,2023-11,2023-11,1,0,23.0,12.0,75,0.25333333333333335,0.41333333333333333,0.7466666666666667,0.8533333333333334,0.5421499479347174,0.72,6.14926976378941,2101.8533333333335,4.773357146810489,0,4.330733340286331
kubernetes,low,2023-12,2023-12,1,0,24.0,13.0,54,0.37037037037037035,0.6481481481481481,0.6481481481481481,0.9074074074074074,0.5894935982336753,0.3888888888888889,5.979819344239253,1304.8148148148148,5.265246325929957,0,4.007333185232471
memory-management,low,2022-01,2022-01,0,0,1.0,0.0,13,0.46153846153846156,0.6923076923076923,0.38461538461538464,1.3846153846153846,0.7726913165238329,1.2307692307692308,5.857608202804486,13208.0,6.688375545908481,0,2.6390573296152584
memory-management,low,2022-02,2022-02,0,0,2.0,0.0,21,0.3333333333333333,0.47619047619047616,0.8095238095238095,1.1904761904761905,0.6870006547373195,0.47619047619047616,5.836717523456892,338.1904761904762,4.059387410012346,0,3.091042453358316
memory-management,low,2022-03,2022-03,0,0,3.0,0.0,12,0.5833333333333334,0.8333333333333334,0.5,1.3333333333333333,0.8043287105583516,0.5,5.826286716098512,1450.25,5.686595325778093,0,2.5649493574615367
memory-management,low,2022-04,2022-04,0,0,4.0,0.0,9,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.5555555555555556,0.3850817669777474,0.3333333333333333,4.875553710332268,946.8888888888889,4.419078043377655,0,2.302585092994046
memory-management,low,2022-05,2022-05,0,0,5.0,0.0,16,0.375,0.5625,0.875,1.125,0.6825284907602329,0.5625,5.549185453520009,226.125,4.410977801909799,0,2.833213344056216
memory-management,low,2022-06,2022-06,0,0,6.0,0.0,18,0.3888888888888889,0.5,0.6111111111111112,0.8888888888888888,0.5456579757497565,1.1111111111111112,5.55320615830566,2827.6666666666665,5.292526082899247,0,2.9444389791664403
memory-management,low,2022-07,2022-07,0,0,7.0,0.0,10,0.3,0.9,0.6,1.2,0.7742402021815782,1.1,5.669308314301576,534.6,5.0833272177699,0,2.3978952727983707
memory-management,low,2022-08,2022-08,0,0,8.0,0.0,14,0.35714285714285715,0.5,0.7857142857142857,0.8571428571428571,0.5530287158439845,0.35714285714285715,5.766136927691931,861.0714285714286,4.46484763341275,0,2.70805020110221
memory-management,low,2022-09,2022-09,0,0,9.0,0.0,11,0.36363636363636365,0.45454545454545453,0.6363636363636364,0.7272727272727273,0.4518012090523637,0.8181818181818182,5.418471863069175,804.2727272727273,5.529648739964377,0,2.4849066497880004
memory-management,low,2022-10,2022-10,0,0,10.0,0.0,14,0.42857142857142855,0.7142857142857143,0.5,1.2857142857142858,0.7510707674325402,1.3571428571428572,5.339635061459347,2167.0,5.953218907326182,0,2.70805020110221
memory-management,low,2022-11,2022-11,0,0,11.0,0.0,13,0.38461538461538464,0.6923076923076923,0.7692307692307693,1.0,0.6488884001827482,0.3076923076923077,5.173379818232413,1590.7692307692307,4.452356506275779,0,2.6390573296152584
memory-management,low,2022-12,2022-12,1,0,12.0,1.0,19,0.3157894736842105,0.3684210526315789,0.6842105263157895,0.7368421052631579,0.4804577043650354,0.5789473684210527,5.227221750937265,2443.7894736842104,4.0895850158566525,0,2.995732273553991
memory-management,low,2023-01,2023-01,1,0,13.0,2.0,24,0.2916666666666667,0.5833333333333334,0.7083333333333334,0.9166666666666666,0.5825302769523037,0.125,5.285228264514042,1430.2083333333333,4.405035057880837,0,3.2188758248682006
memory-management,low,2023-02,2023-02,1,0,14.0,3.0,8,0.875,0.875,0.875,1.375,0.845196596100507,0.5,5.4633000302406876,3972.875,5.299829291763087,0,2.1972245773362196
memory-management,low,2023-03,2023-03,1,0,15.0,4.0,12,0.3333333333333333,0.5,0.75,0.6666666666666666,0.41415110829800006,0.75,5.210347175997434,329.5,4.589532451451452,0,2.5649493574615367
memory-management,low,2023-04,2023-04,1,0,16.0,5.0,15,0.2,0.4,0.8,0.6666666666666666,0.44291931554317815,0.3333333333333333,4.508027746401193,1949.8666666666666,4.7364845391632455,0,2.772588722239781
memory-management,low,2023-05,2023-05,1,0,17.0,6.0,12,0.5833333333333334,0.6666666666666666,0.75,0.75,0.4958868793823106,0.5833333333333334,5.0039652526107234,305.1666666666667,3.744965779359102,0,2.5649493574615367
memory-management,low,2023-06,2023-06,1,0,18.0,7.0,11,0.18181818181818182,0.2727272727272727,0.7272727272727273,0.45454545454545453,0.3150669002545206,1.0,5.678285710157932,1283.1818181818182,4.869827365047397,0,2.4849066497880004
memory-management,low,2023-07,2023-07,1,0,19.0,8.0,11,0.0,0.45454545454545453,0.6363636363636364,1.2727272727272727,0.7134329579521462,0.45454545454545453,5.112251676298706,623.2727272727273,4.955802062133563,0,2.4849066497880004
memory-management,low,2023-08,2023-08,1,0,20.0,9.0,9,0.2222222222222222,0.4444444444444444,0.6666666666666666,0.5555555555555556,0.3850817669777474,0.5555555555555556,5.705154528540805,579.8888888888889,5.045802950123999,0,2.302585092994046
memory-management,low,2023-09,2023-09,1,0,21.0,10.0,6,0.16666666666666666,0.5,0.3333333333333333,1.0,0.5776226504666211,1.6666666666666667,5.204232082770588,2098.6666666666665,6.547012802016067,0,1.9459101490553132
memory-management,low,2023-10,2023-10,1,0,22.0,11.0,7,0.2857142857142857,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.45400769004970654,0.8571428571428571,4.699952261650269,437.0,4.11018742980854,0,2.0794415416798357
memory-management,low,2023-11,2023-11,1,0,23.0,12.0,10,0.4,0.7,0.7,0.9,0.5950642552587727,2.3,5.208675755292004,2637.2,5.474176282925516,0,2.3978952727983707
