month_id,questions,ai_title_hits,chatgpt_hits,copilot_hits,claude_hits,cursor_hits,gemini_hits,deepseek_hits,openai_hits,anthropic_hits,llm_hits,gpt_family_hits,internal_ai_title_rate,internal_ai_title_log_hits,internal_chatgpt_title_rate,internal_chatgpt_title_log_hits,chatgpt_views,chatgpt_log_views,chatgpt_z,month_dt,time_index,post,internal_ai_title_rate_z_full,internal_ai_title_log_hits_z_full,internal_chatgpt_title_rate_z_full,internal_chatgpt_title_log_hits_z_full,chatgpt_log_views_z_full
2020-11,47178,58,0,2,0,54,0,0,2,0,0,0,0.001229386578489974,4.07753744390572,0.0,0.0,0.0,0.0,-1.0265186621478888,2020-11-01,10,0,-0.8341348153482645,0.4323750350804608,-0.5806321488880126,-0.6964674629820309,-1.0265186621478888
2020-12,47637,51,0,0,0,48,0,0,3,0,0,0,0.0010705963851627936,3.9512437185814275,0.0,0.0,0.0,0.0,-1.0265186621478888,2020-12-01,11,0,-0.9051891450539663,0.21628264167146574,-0.5806321488880126,-0.6964674629820309,-1.0265186621478888
2021-01,49695,53,0,0,0,48,1,0,4,0,0,0,0.0010665056846765268,3.9889840465642745,0.0,0.0,0.0,0.0,-1.0265186621478888,2021-01-01,12,0,-0.9070196232150426,0.2808574871826957,-0.5806321488880126,-0.6964674629820309,-1.0265186621478888
2021-02,45979,59,0,0,0,57,0,0,2,0,0,0,0.0012831945018377956,4.0943445622221,0.0,0.0,0.0,0.0,-1.0265186621478888,2021-02-01,13,0,-0.8100572205911529,0.4611325241320272,-0.5806321488880126,-0.6964674629820309,-1.0265186621478888
2021-03,50918,57,0,0,0,53,0,0,4,0,0,0,0.00111944695392592,4.060443010546419,0.0,0.0,0.0,0.0,-1.0265186621478888,2021-03-01,14,0,-0.8833298327974826,0.4031259412787174,-0.5806321488880126,-0.6964674629820309,-1.0265186621478888
2021-04,47640,62,0,1,0,59,0,0,1,0,0,1,0.0013014273719563392,4.143134726391533,0.0,0.0,0.0,0.0,-1.0265186621478888,2021-04-01,15,0,-0.8018985028659666,0.5446139744029572,-0.5806321488880126,-0.6964674629820309,-1.0265186621478888
2021-05,47119,48,0,0,0,44,1,0,2,0,1,0,0.0010186973407754834,3.8918202981106265,0.0,0.0,0.0,0.0,-1.0265186621478888,2021-05-01,16,0,-0.9284125679495385,0.11460736745564874,-0.5806321488880126,-0.6964674629820309,-1.0265186621478888
2021-06,45008,49,0,0,0,47,0,0,2,0,0,0,0.0010886953430501243,3.912023005428146,0.0,0.0,0.0,0.0,-1.0265186621478888,2021-06-01,17,0,-0.8970903494412786,0.14917481224654597,-0.5806321488880126,-0.6964674629820309,-1.0265186621478888
2021-07,44187,62,0,0,0,59,0,0,3,0,0,0,0.0014031276167198498,4.143134726391533,0.0,0.0,0.0,0.0,-1.0265186621478888,2021-07-01,18,0,-0.756390385701025,0.5446139744029572,-0.5806321488880126,-0.6964674629820309,-1.0265186621478888
2021-08,43134,54,0,0,0,53,0,0,1,0,0,0,0.0012519126443177077,4.007333185232471,0.0,0.0,0.0,0.0,-1.0265186621478888,2021-08-01,19,0,-0.8240550083100665,0.312253419812149,-0.5806321488880126,-0.6964674629820309,-1.0265186621478888
2021-09,41547,53,0,0,0,52,0,0,1,0,0,0,0.0012756637061641033,3.9889840465642745,0.0,0.0,0.0,0.0,-1.0265186621478888,2021-09-01,20,0,-0.8134270485857714,0.2808574871826957,-0.5806321488880126,-0.6964674629820309,-1.0265186621478888
2021-10,41127,36,0,0,0,32,0,0,3,0,0,1,0.0008753373696112043,3.6109179126442243,0.0,0.0,0.0,0.0,-1.0265186621478888,2021-10-01,21,0,-0.9925622893162609,-0.3660251313788388,-0.5806321488880126,-0.6964674629820309,-1.0265186621478888
2021-11,41226,57,0,1,0,50,0,0,5,0,0,1,0.0013826226167952262,4.060443010546419,0.0,0.0,0.0,0.0,-1.0265186621478888,2021-11-01,22,0,-0.7655658202460134,0.4031259412787174,-0.5806321488880126,-0.6964674629820309,-1.0265186621478888
2021-12,39186,56,0,0,0,51,1,0,4,0,0,2,0.0014290818149339049,4.04305126783455,0.0,0.0,0.0,0.0,-1.0265186621478888,2021-12-01,23,0,-0.7447765818601997,0.3733681421599492,-0.5806321488880126,-0.6964674629820309,-1.0265186621478888
2022-01,41754,56,0,2,0,54,0,0,0,0,0,0,0.0013411888681323944,4.04305126783455,0.0,0.0,0.0,0.0,-1.0265186621478888,2022-01-01,24,0,-0.7841063055036007,0.3733681421599492,-0.5806321488880126,-0.6964674629820309,-1.0265186621478888
2022-02,39592,63,0,1,0,57,0,0,5,0,0,0,0.0015912305516265913,4.1588830833596715,0.0,0.0,0.0,0.0,-1.0265186621478888,2022-02-01,25,0,-0.672219394562204,0.571559890684752,-0.5806321488880126,-0.6964674629820309,-1.0265186621478888
2022-03,41918,61,0,0,0,51,0,0,9,0,0,1,0.0014552221002910445,4.127134385045092,0.0,0.0,0.0,0.0,-1.0265186621478888,2022-03-01,26,0,-0.7330795090407197,0.5172369052094153,-0.5806321488880126,-0.6964674629820309,-1.0265186621478888
2022-04,40213,67,0,2,0,58,0,0,7,0,0,0,0.001666127869097058,4.219507705176107,0.0,0.0,0.0,0.0,-1.0265186621478888,2022-04-01,27,0,-0.6387048646147917,0.6752904568248331,-0.5806321488880126,-0.6964674629820309,-1.0265186621478888
2022-05,39947,54,0,1,0,48,0,0,5,0,0,0,0.0013517911232382906,4.007333185232471,0.0,0.0,0.0,0.0,-1.0265186621478888,2022-05-01,28,0,-0.7793620822355675,0.312253419812149,-0.5806321488880126,-0.6964674629820309,-1.0265186621478888
2022-06,38438,39,0,1,0,36,0,0,0,0,0,2,0.0010146209480201883,3.6888794541139363,0.0,0.0,0.0,0.0,-1.0265186621478888,2022-06-01,29,0,-0.9302366437868157,-0.2326305700355428,-0.5806321488880126,-0.6964674629820309,-1.0265186621478888
2022-07,38695,51,0,1,0,40,0,0,7,0,1,3,0.001317999741568678,3.9512437185814275,0.0,0.0,0.0,0.0,-1.0265186621478888,2022-07-01,30,0,-0.7944828143415902,0.21628264167146574,-0.5806321488880126,-0.6964674629820309,-1.0265186621478888
2022-08,38975,52,0,0,0,47,0,0,3,0,0,2,0.0013341885824246311,3.970291913552122,0.0,0.0,0.0,0.0,-1.0265186621478888,2022-08-01,31,0,-0.7872387445937695,0.24887468083072878,-0.5806321488880126,-0.6964674629820309,-1.0265186621478888
2022-09,35680,43,0,1,0,31,0,0,11,0,0,1,0.0012051569506726458,3.784189633918261,0.0,0.0,0.0,0.0,-1.0265186621478888,2022-09-01,32,0,-0.8449769204399281,-0.06955196246994054,-0.5806321488880126,-0.6964674629820309,-1.0265186621478888
2022-10,36917,52,0,0,0,47,0,0,5,0,0,0,0.0014085651596825312,3.970291913552122,0.0,0.0,0.0,0.0,-1.0265186621478888,2022-10-01,33,0,-0.7539572318496206,0.24887468083072878,-0.5806321488880126,-0.6964674629820309,-1.0265186621478888
2022-11,37493,53,0,1,0,44,0,0,7,0,0,1,0.0014135972048115648,3.9889840465642745,0.0,0.0,0.0,0.0,-1.0265186621478888,2022-11-01,34,0,-0.7517055273444462,0.2808574871826957,-0.5806321488880126,-0.6964674629820309,-1.0265186621478888
2022-12,32415,66,0,0,0,40,0,0,26,0,0,0,0.002036094400740398,4.204692619390966,0.0,0.0,1998381.0,14.50784841110712,0.9169805168197676,2022-12-01,35,1,-0.4731548179233308,0.649941395835063,-0.5806321488880126,-0.6964674629820309,0.9169805168197676
2023-01,31946,56,2,2,0,32,1,0,18,0,0,4,0.0017529581168221375,4.04305126783455,6.260564702936204e-05,1.0986122886681098,6240952.0,15.646643453043406,1.0695356832578975,2023-01-01,36,1,-0.5998506701522079,0.3733681421599492,-0.32986928584913267,0.6571767478417885,1.0695356832578977
2023-02,27548,70,5,1,0,32,0,0,31,0,2,7,0.0025410193117467693,4.2626798770413155,0.0001815013794104835,1.791759469228055,7313204.0,15.80519217613149,1.0907751740780631,2023-02-01,37,1,-0.24721453564566132,0.7491593519188868,0.14635986710589424,1.5112311562002905,1.0907751740780631
2023-03,27800,94,9,0,0,40,0,0,42,0,0,11,0.003381294964028777,4.553876891600541,0.0003237410071942446,2.302585092994046,8110464.0,15.90866576106937,1.1046366938343386,2023-03-01,38,1,0.1287861605553903,1.2474062732768514,0.7160914806760257,2.140639870706482,1.1046366938343386
2023-04,21675,79,10,0,0,27,0,0,32,0,4,13,0.0036447520184544405,4.382026634673881,0.000461361014994233,2.3978952727983707,9383427.0,16.05445571264092,1.1241669951686228,2023-04-01,39,1,0.24667608824055187,0.9533652729668408,1.2673195057002362,2.258075361329942,1.1241669951686228
2023-05,20714,89,11,1,0,31,0,0,41,0,4,6,0.0042966109877377616,4.499809670330265,0.0005310418074732066,2.4849066497880004,8631223.0,15.97089688382528,1.1129732943112054,2023-05-01,40,1,0.538365399491915,1.154895618299598,1.5464214054482008,2.3652855645587927,1.1129732943112052
2023-06,19937,79,6,1,0,35,0,0,34,0,2,3,0.003962481817725836,4.382026634673881,0.00030094798615639263,1.9459101490553132,7098398.0,15.775379823626436,1.0867814541979803,2023-06-01,41,1,0.3888516057691385,0.9533652729668408,0.6247955116386552,1.7011663840282052,1.0867814541979801
2023-07,19627,76,11,1,1,24,0,0,30,0,9,1,0.003872216844143272,4.343805421853684,0.0005604524379681052,2.4849066497880004,3443412.0,15.05197368865571,0.9898725818734396,2023-07-01,42,1,0.34846046410337594,0.8879676189178926,1.6642237804195903,2.3652855645587927,0.9898725818734395
2023-08,18246,47,6,2,0,13,1,0,21,0,5,1,0.002575907048120136,3.871201010907891,0.0003288391976323578,1.9459101490553132,2126721.0,14.570092385123155,0.9253188388760716,2023-08-01,43,1,-0.23160321437312476,0.07932714184993923,0.7365119521708593,1.7011663840282052,0.9253188388760714
2023-09,15903,55,8,1,0,23,0,0,14,0,8,1,0.0034584669559202664,4.02535169073515,0.0005030497390429479,2.1972245773362196,2261738.0,14.631644544385502,0.9335644841020356,2023-09-01,44,1,0.16331854596917542,0.3430836290702015,1.4343009889199632,2.0108209586656076,0.9335644841020355
2023-10,15633,60,3,0,0,22,0,0,30,0,8,2,0.0038380349261178275,4.110873864173311,0.00019190174630589137,1.3862943611198906,2312917.0,14.65402048879094,0.9365620085004364,2023-10-01,45,1,0.3331649775090066,0.48941466095905856,0.18801786287940808,1.0116413537349735,0.9365620085004364
2023-11,14996,70,5,0,0,25,0,0,28,0,11,5,0.00466791144305148,4.2626798770413155,0.0003334222459322486,1.791759469228055,2450905.0,14.711968310081618,0.9443248097036234,2023-11-01,46,1,0.7045123410563612,0.7491593519188868,0.7548690552064224,1.5112311562002905,0.9443248097036234
2023-12,12850,62,5,0,0,20,4,0,25,0,10,0,0.004824902723735408,4.143134726391533,0.0003891050583657588,1.791759469228055,2226794.0,14.61607388991444,0.931478609386297,2023-12-01,47,1,0.7747617058622341,0.5446139744029572,0.9779029527929328,1.5112311562002905,0.9314786093862968
2024-01,14067,73,5,1,0,32,6,0,21,0,7,2,0.005189450486955285,4.30406509320417,0.00035544181417501957,1.791759469228055,2659072.0,14.793488123778353,0.955245360187726,2024-01-01,48,1,0.9378869998023318,0.8199707116235463,0.8430670091840815,1.5112311562002905,0.9552453601877259
2024-02,13690,51,4,1,0,16,4,0,20,0,8,2,0.003725346968590212,3.9512437185814275,0.00029218407596785974,1.6094379124341003,2581125.0,14.763736295796663,0.9512597482887946,2024-02-01,49,1,0.28274015516792345,0.21628264167146574,0.5896922371806592,1.2865854623479793,0.9512597482887946
2024-03,13167,54,6,1,0,19,6,0,15,0,7,1,0.004101161995898838,4.007333185232471,0.000455684666210982,1.9459101490553132,2107518.0,14.561021984238623,0.9241037505892032,2024-03-01,50,1,0.45090724596378556,0.312253419812149,1.244583258412069,1.7011663840282052,0.9241037505892032
2024-04,12328,75,3,2,0,23,13,0,25,0,10,3,0.006083711875405581,4.330733340286331,0.00024334847501622324,1.3862943611198906,1680489.0,14.334595975519656,0.893771288491975,2024-04-01,51,1,1.3380448572028967,0.8656008909947628,0.39408440156300045,1.0116413537349735,0.8937712884919753
2024-05,11977,62,2,1,3,16,6,0,21,1,12,3,0.005176588461217334,4.143134726391533,0.00016698672455539785,1.0986122886681098,1762506.0,14.38224778529188,0.9001548162587621,2024-05-01,52,1,0.9321315901116051,0.5446139744029572,0.08822235746917692,0.6571767478417885,0.9001548162587624
2024-06,9099,44,0,0,1,10,8,0,18,1,7,0,0.004835696230354984,3.8066624897703196,0.0,0.0,1905425.0,14.4602161635905,0.9105996096502342,2024-06-01,53,1,0.779591509025505,-0.031100224702786335,-0.5806321488880126,-0.6964674629820309,0.9105996096502342
2024-07,9013,38,2,0,1,13,6,0,7,1,8,1,0.004216132253411739,3.6635616461296463,0.00022190169754798624,1.0986122886681098,958600.0,13.773230208895106,0.8185696544784788,2024-07-01,54,1,0.5023533360056242,-0.2759501071633486,0.3081807239223789,0.6571767478417885,0.8185696544784788
2024-08,7962,42,0,0,5,11,8,0,11,0,7,2,0.0052750565184626974,3.7612001156935624,0.0,0.0,800195.0,13.592611976642466,0.7943736899120964,2024-08-01,55,1,0.9761933905187363,-0.10888772522251246,-0.5806321488880126,-0.6964674629820309,0.7943736899120964
2024-09,6998,28,2,1,2,9,5,0,6,0,3,2,0.00400114318376679,3.367295829986474,0.0002857959416976279,1.0986122886681098,1246843.0,14.036126116595907,0.8537876941417065,2024-09-01,56,1,0.40615152456126813,-0.7828699017236661,0.5641049792400324,0.6571767478417885,0.8537876941417065
2024-10,6319,28,1,1,2,8,4,0,9,0,3,1,0.004431080867225827,3.367295829986474,0.0001582528881152081,0.6931471805599453,1793985.0,14.399950517780017,0.9025263082320198,2024-10-01,57,1,0.5985370445565696,-0.7828699017236661,0.05323954146173098,0.15758694537647133,0.9025263082320198
2024-11,5621,27,3,1,1,8,4,0,8,0,2,0,0.004803415762319872,3.332204510175204,0.0005337128624799857,1.3862943611198906,2006624.0,14.511964764281716,0.9175319513804596,2024-11-01,58,1,0.7651468700288436,-0.8429122139321836,1.557120143223727,1.0116413537349735,0.9175319513804596
2024-12,4934,31,1,2,0,11,7,0,9,0,0,1,0.006282934738548845,3.4657359027997265,0.00020267531414673692,0.6931471805599453,1879445.0,14.446487610528134,0.9087605063697852,2024-12-01,59,1,1.4271917163765504,-0.6144359523176316,0.23117069086067596,0.15758694537647133,0.9087605063697853
2025-01,5889,27,1,3,0,12,1,0,5,0,4,1,0.004584819154355578,3.332204510175204,0.00016980811682798438,0.6931471805599453,2794392.0,14.843125467461602,0.9618948738827184,2025-01-01,60,1,0.6673307824645475,-0.8429122139321836,0.09952326142274125,0.15758694537647133,0.9618948738827183
2025-02,4998,28,0,0,0,11,5,3,5,0,4,0,0.0056022408963585435,3.367295829986474,0.0,0.0,2859784.0,14.866257005145092,0.9649936190048208,2025-02-01,61,1,1.122599577037227,-0.7828699017236661,-0.5806321488880126,-0.6964674629820309,0.9649936190048208
2025-03,4947,30,2,0,1,12,6,0,4,0,6,0,0.006064281382656155,3.4339872044851463,0.0004042854255104103,1.0986122886681098,3162571.0,14.966896178557173,0.9784754355606526,2025-03-01,62,1,1.3293502356445162,-0.668758937792969,1.0387069298748857,0.6571767478417885,0.9784754355606526
2025-04,3716,13,0,0,0,2,0,3,4,0,3,1,0.0034983853606027986,2.6390573296152584,0.0,0.0,5014889.0,15.427922044940209,1.0402353442258343,2025-04-01,63,1,0.18118095565712158,-2.028908056934568,-0.5806321488880126,-0.6964674629820309,1.0402353442258347
2025-05,3045,18,0,1,0,3,5,1,7,0,2,1,0.005911330049261084,2.9444389791664403,0.0,0.0,2583546.0,14.764673818918585,0.9513853406830683,2025-05-01,64,1,1.2609086383124481,-1.506390795010006,-0.5806321488880126,-0.6964674629820309,0.9513853406830687
2025-06,2357,14,1,2,0,4,3,0,3,0,2,0,0.005939753924480272,2.70805020110221,0.00042426813746287653,0.6931471805599453,5734151.0,15.561950433619623,1.058190044052818,2025-06-01,65,1,1.2736275560177532,-1.9108591618727406,1.1187463879469595,0.15758694537647133,1.0581900440528178
2025-07,2086,9,0,1,0,6,0,0,1,0,1,0,0.004314477468839885,2.302585092994046,0.0,0.0,3406636.0,15.041236145618932,0.9884341600286032,2025-07-01,66,1,0.5463601680120038,-2.6046222560403107,-0.5806321488880126,-0.6964674629820309,0.9884341600286033
2025-08,1525,10,0,0,1,3,2,0,2,0,2,0,0.006557377049180328,2.3978952727983707,0.0,0.0,4476485.0,15.314348921608142,1.0250208709494475,2025-08-01,67,1,1.5499972499942622,-2.4415436484747084,-0.5806321488880126,-0.6964674629820309,1.0250208709494477
2025-09,1573,6,0,0,0,2,2,0,2,0,0,0,0.003814367450731087,1.9459101490553132,0.0,0.0,4779772.0,15.379903613800224,1.0338027031579542,2025-09-01,68,1,0.32257442047148205,-3.2149038999369517,-0.5806321488880126,-0.6964674629820309,1.033802703157954
2025-10,1365,12,2,1,0,4,3,0,3,0,0,0,0.008791208791208791,2.5649493574615367,0.0014652014652014652,1.0986122886681098,4692153.0,15.36140231004126,1.0313242330467107,2025-10-01,69,1,2.54957671884792,-2.155709044333303,5.288137391507634,0.6571767478417885,1.0313242330467107
2025-11,1124,9,1,1,0,2,4,0,2,0,0,0,0.00800711743772242,2.302585092994046,0.0008896797153024911,0.6931471805599453,3985878.0,15.198268423047251,1.0094705048817594,2025-11-01,70,1,2.1987169813374545,-2.6046222560403107,2.982922309581764,0.15758694537647133,1.0094705048817592
2025-12,989,12,0,0,0,2,6,0,0,0,3,1,0.012133468149646108,2.5649493574615367,0.0,0.0,3377173.0,15.032549823062546,0.9872705236107,2025-12-01,71,1,4.045147657079924,-2.155709044333303,-0.5806321488880126,-0.6964674629820309,0.9872705236107
