primary_tag,month_id,n_questions,exposure_index,high_tag,first_answer_12h_num,first_answer_12h_denom,first_answer_1d_num,first_answer_1d_denom,first_answer_7d_num,first_answer_7d_denom,accepted_7d_num,accepted_7d_denom,accepted_14d_num,accepted_14d_denom,accepted_30d_num,accepted_30d_denom,first_answer_12h_rate,first_answer_1d_rate,first_answer_7d_rate,accepted_7d_rate,accepted_14d_rate,accepted_30d_rate,post_chatgpt,exposure_post,time_index
android,2022-07,3184,-0.5824723369899437,0,1553,3184,1722,3184,1984,3184,480,3184,542,3184,599,3184,0.48775125628140703,0.5408291457286433,0.6231155778894473,0.1507537688442211,0.17022613065326633,0.18812814070351758,0,-0.0,30
android,2022-08,3392,-0.5824723369899437,0,1645,3392,1840,3392,2120,3392,513,3392,590,3392,654,3392,0.4849646226415094,0.5424528301886793,0.625,0.15123820754716982,0.17393867924528303,0.1928066037735849,0,-0.0,31
android,2022-09,2885,-0.5824723369899437,0,1417,2885,1582,2885,1818,2885,395,2885,455,2885,510,2885,0.49116117850953206,0.5483535528596187,0.630155979202773,0.1369150779896014,0.15771230502599654,0.17677642980935876,0,-0.0,32
android,2022-10,2931,-0.5824723369899437,0,1366,2931,1524,2931,1786,2931,400,2931,475,2931,538,2931,0.46605254179460937,0.5199590583418628,0.6093483452746503,0.13647219379051517,0.16206073012623678,0.18355510064824293,0,-0.0,33
android,2022-11,2870,-0.5824723369899437,0,1348,2870,1497,2870,1750,2870,395,2870,456,2870,516,2870,0.4696864111498258,0.521602787456446,0.6097560975609756,0.13763066202090593,0.1588850174216028,0.17979094076655053,0,-0.0,34
android,2022-12,2589,-0.5824723369899437,0,1223,2589,1351,2589,1581,2589,386,2589,446,2589,498,2589,0.4723831595210506,0.5218230977211279,0.6106604866743917,0.14909231363460795,0.17226728466589417,0.19235225955967555,1,-0.5824723369899437,35
android,2023-01,2689,-0.5824723369899437,0,1239,2689,1373,2689,1617,2689,390,2689,447,2689,486,2689,0.4607660840461138,0.5105987355894385,0.6013387876534028,0.14503532911863146,0.16623280029750837,0.18073633320937152,1,-0.5824723369899437,36
android,2023-02,2305,-0.5824723369899437,0,1058,2305,1184,2305,1373,2305,298,2305,346,2305,376,2305,0.45900216919739695,0.5136659436008677,0.5956616052060738,0.12928416485900218,0.15010845986984817,0.1631236442516269,1,-0.5824723369899437,37
android,2023-03,2432,-0.5824723369899437,0,1030,2432,1169,2432,1411,2432,337,2432,396,2432,440,2432,0.42351973684210525,0.48067434210526316,0.5801809210526315,0.13856907894736842,0.16282894736842105,0.18092105263157895,1,-0.5824723369899437,38
android,2023-04,1992,-0.5824723369899437,0,842,1992,956,1992,1146,1992,280,1992,334,1992,364,1992,0.4226907630522088,0.4799196787148594,0.5753012048192772,0.14056224899598393,0.1676706827309237,0.1827309236947791,1,-0.5824723369899437,39
android,2023-05,1956,-0.5824723369899437,0,883,1956,989,1956,1153,1956,254,1956,300,1956,330,1956,0.4514314928425358,0.5056237218813906,0.5894683026584867,0.12985685071574643,0.15337423312883436,0.1687116564417178,1,-0.5824723369899437,40
android,2023-06,1899,-0.5824723369899437,0,738,1899,837,1899,1047,1899,235,1899,292,1899,325,1899,0.3886255924170616,0.44075829383886256,0.5513428120063191,0.12374934175882044,0.15376513954713006,0.17114270668773038,1,-0.5824723369899437,41
android,2023-07,1782,-0.5824723369899437,0,730,1782,839,1782,1011,1782,241,1782,287,1782,323,1782,0.409652076318743,0.4708193041526375,0.5673400673400674,0.13524130190796857,0.1610549943883277,0.18125701459034793,1,-0.5824723369899437,42
android,2023-08,1905,-0.5824723369899437,0,763,1905,890,1905,1066,1905,255,1905,300,1905,335,1905,0.4005249343832021,0.4671916010498688,0.5595800524934383,0.13385826771653545,0.15748031496062992,0.17585301837270342,1,-0.5824723369899437,43
android,2023-09,1730,-0.5824723369899437,0,724,1730,820,1730,997,1730,236,1730,272,1730,297,1730,0.4184971098265896,0.47398843930635837,0.576300578034682,0.13641618497109825,0.15722543352601157,0.17167630057803468,1,-0.5824723369899437,44
android,2023-10,1772,-0.5824723369899437,0,800,1772,894,1772,1043,1772,273,1772,303,1772,348,1772,0.45146726862302483,0.5045146726862303,0.5886004514672686,0.15406320541760724,0.17099322799097066,0.1963882618510158,1,-0.5824723369899437,45
android,2023-11,1629,-0.5824723369899437,0,646,1629,739,1629,896,1629,214,1629,255,1629,276,1629,0.3965623081645181,0.4536525475751995,0.5500306936771026,0.13136893799877225,0.15653775322283608,0.1694290976058932,1,-0.5824723369899437,46
android,2023-12,1454,-0.5824723369899437,0,562,1454,650,1454,805,1454,174,1454,203,1454,230,1454,0.38651994497936726,0.4470426409903714,0.5536451169188445,0.11966987620357634,0.13961485557083905,0.15818431911966988,1,-0.5824723369899437,47
android,2024-01,1539,-0.5824723369899437,0,614,1539,723,1539,898,1539,256,1539,288,1539,309,1539,0.39896036387264455,0.4697855750487329,0.5834957764782326,0.1663417803768681,0.1871345029239766,0.20077972709551656,1,-0.5824723369899437,48
android,2024-02,1456,-0.5824723369899437,0,525,1456,616,1456,768,1456,204,1456,253,1456,282,1456,0.3605769230769231,0.4230769230769231,0.5274725274725275,0.1401098901098901,0.17376373626373626,0.1936813186813187,1,-0.5824723369899437,49
android,2024-03,1432,-0.5824723369899437,0,565,1432,663,1432,807,1432,195,1432,227,1432,240,1432,0.39455307262569833,0.46298882681564246,0.5635474860335196,0.1361731843575419,0.1585195530726257,0.16759776536312848,1,-0.5824723369899437,50
android,2024-04,1255,-0.5824723369899437,0,492,1255,574,1255,689,1255,167,1255,194,1255,215,1255,0.39203187250996013,0.45737051792828687,0.5490039840637451,0.13306772908366535,0.15458167330677292,0.17131474103585656,1,-0.5824723369899437,51
android,2024-05,1392,-0.5824723369899437,0,559,1392,652,1392,792,1392,186,1392,212,1392,234,1392,0.4015804597701149,0.46839080459770116,0.5689655172413793,0.1336206896551724,0.15229885057471265,0.16810344827586207,1,-0.5824723369899437,52
android,2024-06,1049,-0.5824723369899437,0,427,1049,482,1049,616,1049,135,1049,162,1049,182,1049,0.4070543374642517,0.45948522402287895,0.5872259294566253,0.12869399428026693,0.1544327931363203,0.17349857006673022,1,-0.5824723369899437,53
android,2024-07,1017,-0.5824723369899437,0,371,1017,429,1017,549,1017,146,1017,173,1017,189,1017,0.3647984267453294,0.4218289085545723,0.5398230088495575,0.14355948869223206,0.17010816125860373,0.18584070796460178,1,-0.5824723369899437,54
android,2024-08,981,-0.5824723369899437,0,384,981,458,981,577,981,137,981,165,981,184,981,0.39143730886850153,0.46687054026503566,0.5881753312945973,0.1396534148827727,0.16819571865443425,0.1875637104994903,1,-0.5824723369899437,55
android,2024-09,932,-0.5824723369899437,0,361,932,424,932,551,932,149,932,171,932,186,932,0.3873390557939914,0.45493562231759654,0.5912017167381974,0.15987124463519314,0.1834763948497854,0.19957081545064378,1,-0.5824723369899437,56
android,2024-10,846,-0.5824723369899437,0,326,846,403,846,519,846,126,846,147,846,167,846,0.38534278959810875,0.47635933806146574,0.6134751773049646,0.14893617021276595,0.17375886524822695,0.19739952718676124,1,-0.5824723369899437,57
android,2024-11,687,-0.5824723369899437,0,299,687,358,687,448,687,129,687,150,687,165,687,0.43522561863173215,0.5211062590975255,0.6521106259097526,0.18777292576419213,0.2183406113537118,0.24017467248908297,1,-0.5824723369899437,58
android,2024-12,634,-0.5824723369899437,0,243,634,300,634,366,634,84,634,98,634,108,634,0.3832807570977918,0.47318611987381703,0.5772870662460567,0.13249211356466878,0.15457413249211358,0.17034700315457413,1,-0.5824723369899437,59
android,2025-01,804,-0.5824723369899437,0,251,804,293,804,372,804,93,804,107,804,117,804,0.31218905472636815,0.3644278606965174,0.4626865671641791,0.11567164179104478,0.13308457711442787,0.1455223880597015,1,-0.5824723369899437,60
android,2025-02,763,-0.5824723369899437,0,190,763,232,763,302,763,82,763,101,763,113,763,0.2490170380078637,0.3040629095674967,0.39580602883355176,0.10747051114023591,0.13237221494102228,0.14809960681520315,1,-0.5824723369899437,61
android,2025-03,697,-0.5824723369899437,0,163,697,208,697,269,697,58,697,78,697,91,697,0.23385939741750358,0.2984218077474892,0.38593974175035867,0.08321377331420372,0.11190817790530846,0.13055954088952654,1,-0.5824723369899437,62
android,2025-04,548,-0.5824723369899437,0,140,548,164,548,215,548,50,548,58,548,65,548,0.25547445255474455,0.29927007299270075,0.39233576642335766,0.09124087591240876,0.10583941605839416,0.11861313868613138,1,-0.5824723369899437,63
android,2025-05,430,-0.5824723369899437,0,112,430,138,430,177,430,50,430,57,430,61,430,0.26046511627906976,0.3209302325581395,0.4116279069767442,0.11627906976744186,0.1325581395348837,0.14186046511627906,1,-0.5824723369899437,64
android,2025-06,400,-0.5824723369899437,0,115,400,143,400,186,400,39,400,47,400,53,400,0.2875,0.3575,0.465,0.0975,0.1175,0.1325,1,-0.5824723369899437,65
android,2025-07,374,-0.5824723369899437,0,122,374,140,374,177,374,48,374,57,374,67,374,0.32620320855614976,0.37433155080213903,0.4732620320855615,0.12834224598930483,0.15240641711229946,0.17914438502673796,1,-0.5824723369899437,66
android,2025-08,281,-0.5824723369899437,0,81,281,95,281,134,281,41,281,46,281,51,281,0.28825622775800713,0.33807829181494664,0.47686832740213525,0.14590747330960854,0.16370106761565836,0.18149466192170818,1,-0.5824723369899437,67
android,2025-09,310,-0.5824723369899437,0,89,310,101,310,126,310,33,310,39,310,46,310,0.2870967741935484,0.3258064516129032,0.4064516129032258,0.1064516129032258,0.12580645161290321,0.14838709677419354,1,-0.5824723369899437,68
android,2025-10,237,-0.5824723369899437,0,61,237,73,237,100,237,29,237,38,237,42,237,0.25738396624472576,0.3080168776371308,0.4219409282700422,0.12236286919831224,0.16033755274261605,0.17721518987341772,1,-0.5824723369899437,69
android,2025-11,196,-0.5824723369899437,0,52,196,64,196,83,196,20,196,22,196,27,196,0.2653061224489796,0.32653061224489793,0.42346938775510207,0.10204081632653061,0.11224489795918367,0.1377551020408163,1,-0.5824723369899437,70
android,2025-12,180,-0.5824723369899437,0,45,178,54,174,71,150,17,150,19,103,2,8,0.25280898876404495,0.3103448275862069,0.47333333333333333,0.11333333333333333,0.18446601941747573,0.25,1,-0.5824723369899437,71
apache-spark,2020-01,574,0.6785814699695615,1,323,574,367,574,432,574,118,574,140,574,147,574,0.5627177700348432,0.6393728222996515,0.7526132404181185,0.20557491289198607,0.24390243902439024,0.25609756097560976,0,0.0,0
apache-spark,2020-02,555,0.6785814699695615,1,322,555,360,555,410,555,110,555,125,555,138,555,0.5801801801801801,0.6486486486486487,0.7387387387387387,0.1981981981981982,0.22522522522522523,0.24864864864864866,0,0.0,1
apache-spark,2020-03,589,0.6785814699695615,1,331,589,381,589,440,589,107,589,123,589,130,589,0.5619694397283531,0.6468590831918506,0.7470288624787776,0.18166383701188454,0.20882852292020374,0.22071307300509338,0,0.0,2
apache-spark,2020-04,745,0.6785814699695615,1,458,745,508,745,573,745,144,745,171,745,187,745,0.614765100671141,0.6818791946308724,0.7691275167785235,0.19328859060402684,0.2295302013422819,0.25100671140939596,0,0.0,3
apache-spark,2020-05,781,0.6785814699695615,1,485,781,530,781,591,781,160,781,185,781,192,781,0.6209987195902689,0.678617157490397,0.7567221510883483,0.20486555697823303,0.23687580025608196,0.24583866837387963,0,0.0,4
apache-spark,2020-06,798,0.6785814699695615,1,490,798,531,798,593,798,141,798,164,798,171,798,0.6140350877192983,0.6654135338345865,0.7431077694235589,0.17669172932330826,0.20551378446115287,0.21428571428571427,0,0.0,5
apache-spark,2020-07,777,0.6785814699695615,1,467,777,511,777,572,777,152,777,172,777,183,777,0.601029601029601,0.6576576576576577,0.7361647361647362,0.1956241956241956,0.22136422136422138,0.23552123552123552,0,0.0,6
apache-spark,2020-08,629,0.6785814699695615,1,369,629,395,629,451,629,125,629,144,629,160,629,0.5866454689984102,0.6279809220985691,0.7170111287758346,0.1987281399046105,0.2289348171701113,0.2543720190779014,0,0.0,7
apache-spark,2020-09,548,0.6785814699695615,1,281,548,313,548,367,548,93,548,106,548,116,548,0.5127737226277372,0.5711678832116789,0.6697080291970803,0.16970802919708028,0.19343065693430658,0.2116788321167883,0,0.0,8
apache-spark,2020-10,557,0.6785814699695615,1,289,557,325,557,398,557,113,557,125,557,140,557,0.518850987432675,0.5834829443447038,0.7145421903052065,0.20287253141831238,0.2244165170556553,0.2513464991023339,0,0.0,9
apache-spark,2020-11,462,0.6785814699695615,1,247,462,283,462,337,462,103,462,120,462,129,462,0.5346320346320347,0.6125541125541125,0.7294372294372294,0.22294372294372294,0.2597402597402597,0.2792207792207792,0,0.0,10
apache-spark,2020-12,510,0.6785814699695615,1,310,510,341,510,385,510,90,510,101,510,117,510,0.6078431372549019,0.6686274509803921,0.7549019607843137,0.17647058823529413,0.1980392156862745,0.22941176470588234,0,0.0,11
apache-spark,2021-01,483,0.6785814699695615,1,313,483,333,483,366,483,83,483,89,483,103,483,0.6480331262939959,0.6894409937888198,0.7577639751552795,0.17184265010351968,0.18426501035196688,0.21325051759834368,0,0.0,12
apache-spark,2021-02,538,0.6785814699695615,1,327,538,351,538,397,538,108,538,124,538,135,538,0.6078066914498141,0.6524163568773235,0.7379182156133829,0.20074349442379183,0.23048327137546468,0.25092936802973975,0,0.0,13
apache-spark,2021-03,548,0.6785814699695615,1,327,548,349,548,392,548,96,548,105,548,116,548,0.5967153284671532,0.6368613138686131,0.7153284671532847,0.17518248175182483,0.19160583941605838,0.2116788321167883,0,0.0,14
apache-spark,2021-04,467,0.6785814699695615,1,262,467,280,467,323,467,80,467,92,467,100,467,0.5610278372591007,0.5995717344753747,0.6916488222698073,0.17130620985010706,0.19700214132762311,0.21413276231263384,0,0.0,15
apache-spark,2021-05,433,0.6785814699695615,1,214,433,241,433,285,433,78,433,86,433,95,433,0.4942263279445728,0.5565819861431871,0.6581986143187067,0.18013856812933027,0.19861431870669746,0.21939953810623555,0,0.0,16
apache-spark,2021-06,406,0.6785814699695615,1,201,406,224,406,266,406,80,406,87,406,92,406,0.49507389162561577,0.5517241379310345,0.6551724137931034,0.19704433497536947,0.21428571428571427,0.22660098522167488,0,0.0,17
apache-spark,2021-07,449,0.6785814699695615,1,227,449,259,449,308,449,90,449,100,449,111,449,0.5055679287305123,0.576837416481069,0.6859688195991092,0.20044543429844097,0.22271714922049,0.24721603563474387,0,0.0,18
apache-spark,2021-08,413,0.6785814699695615,1,234,413,259,413,293,413,71,413,82,413,93,413,0.5665859564164649,0.6271186440677966,0.7094430992736077,0.17191283292978207,0.19854721549636803,0.22518159806295399,0,0.0,19
apache-spark,2021-09,443,0.6785814699695615,1,227,443,260,443,302,443,79,443,88,443,94,443,0.5124153498871332,0.5869074492099323,0.6817155756207675,0.17832957110609482,0.1986455981941309,0.21218961625282168,0,0.0,20
apache-spark,2021-10,425,0.6785814699695615,1,214,425,244,425,285,425,84,425,104,425,108,425,0.5035294117647059,0.5741176470588235,0.6705882352941176,0.1976470588235294,0.2447058823529412,0.2541176470588235,0,0.0,21
apache-spark,2021-11,441,0.6785814699695615,1,230,441,268,441,310,441,100,441,121,441,127,441,0.5215419501133787,0.6077097505668935,0.7029478458049887,0.22675736961451248,0.2743764172335601,0.28798185941043086,0,0.0,22
apache-spark,2021-12,384,0.6785814699695615,1,191,384,221,384,257,384,61,384,69,384,78,384,0.4973958333333333,0.5755208333333334,0.6692708333333334,0.15885416666666666,0.1796875,0.203125,0,0.0,23
apache-spark,2022-01,423,0.6785814699695615,1,202,423,227,423,277,423,81,423,90,423,96,423,0.47754137115839246,0.5366430260047281,0.6548463356973995,0.19148936170212766,0.2127659574468085,0.22695035460992907,0,0.0,24
apache-spark,2022-02,442,0.6785814699695615,1,221,442,254,442,297,442,94,442,109,442,121,442,0.5,0.5746606334841629,0.6719457013574661,0.21266968325791855,0.24660633484162897,0.2737556561085973,0,0.0,25
apache-spark,2022-03,416,0.6785814699695615,1,154,416,190,416,232,416,56,416,69,416,76,416,0.3701923076923077,0.4567307692307692,0.5576923076923077,0.1346153846153846,0.1658653846153846,0.18269230769230768,0,0.0,26
apache-spark,2022-04,367,0.6785814699695615,1,166,367,194,367,238,367,72,367,82,367,91,367,0.45231607629427795,0.5286103542234333,0.6485013623978202,0.19618528610354224,0.22343324250681199,0.24795640326975477,0,0.0,27
apache-spark,2022-05,395,0.6785814699695615,1,186,395,218,395,265,395,82,395,99,395,102,395,0.4708860759493671,0.5518987341772152,0.6708860759493671,0.20759493670886076,0.25063291139240507,0.2582278481012658,0,0.0,28
apache-spark,2022-06,395,0.6785814699695615,1,200,395,238,395,279,395,69,395,82,395,91,395,0.5063291139240507,0.6025316455696202,0.7063291139240506,0.17468354430379746,0.20759493670886076,0.23037974683544304,0,0.0,29
apache-spark,2022-07,371,0.6785814699695615,1,204,371,231,371,267,371,70,371,84,371,92,371,0.5498652291105122,0.6226415094339622,0.7196765498652291,0.18867924528301888,0.22641509433962265,0.24797843665768193,0,0.0,30
apache-spark,2022-08,367,0.6785814699695615,1,188,367,214,367,260,367,70,367,82,367,90,367,0.5122615803814714,0.5831062670299727,0.7084468664850136,0.1907356948228883,0.22343324250681199,0.2452316076294278,0,0.0,31
apache-spark,2022-09,341,0.6785814699695615,1,158,341,183,341,216,341,64,341,71,341,83,341,0.4633431085043988,0.5366568914956011,0.6334310850439883,0.187683284457478,0.20821114369501467,0.2434017595307918,0,0.0,32
apache-spark,2022-10,404,0.6785814699695615,1,204,404,233,404,292,404,96,404,113,404,120,404,0.504950495049505,0.5767326732673267,0.7227722772277227,0.2376237623762376,0.27970297029702973,0.297029702970297,0,0.0,33
apache-spark,2022-11,363,0.6785814699695615,1,160,363,186,363,223,363,62,363,70,363,77,363,0.44077134986225897,0.512396694214876,0.6143250688705234,0.17079889807162535,0.1928374655647383,0.21212121212121213,0,0.0,34
apache-spark,2022-12,349,0.6785814699695615,1,171,349,199,349,241,349,57,349,66,349,70,349,0.4899713467048711,0.5702005730659025,0.6905444126074498,0.16332378223495703,0.18911174785100288,0.20057306590257878,1,0.6785814699695615,35
apache-spark,2023-01,316,0.6785814699695615,1,164,316,188,316,217,316,53,316,59,316,65,316,0.5189873417721519,0.5949367088607594,0.6867088607594937,0.16772151898734178,0.18670886075949367,0.20569620253164558,1,0.6785814699695615,36
apache-spark,2023-02,321,0.6785814699695615,1,160,321,184,321,208,321,51,321,57,321,62,321,0.4984423676012461,0.573208722741433,0.6479750778816199,0.1588785046728972,0.17757009345794392,0.19314641744548286,1,0.6785814699695615,37
apache-spark,2023-03,285,0.6785814699695615,1,142,285,160,285,193,285,57,285,65,285,69,285,0.4982456140350877,0.5614035087719298,0.6771929824561403,0.2,0.22807017543859648,0.24210526315789474,1,0.6785814699695615,38
apache-spark,2023-04,222,0.6785814699695615,1,109,222,124,222,147,222,37,222,37,222,39,222,0.49099099099099097,0.5585585585585585,0.6621621621621622,0.16666666666666666,0.16666666666666666,0.17567567567567569,1,0.6785814699695615,39
apache-spark,2023-05,245,0.6785814699695615,1,101,245,124,245,159,245,36,245,42,245,47,245,0.4122448979591837,0.5061224489795918,0.6489795918367347,0.1469387755102041,0.17142857142857143,0.19183673469387755,1,0.6785814699695615,40
apache-spark,2023-06,230,0.6785814699695615,1,95,230,118,230,159,230,54,230,62,230,66,230,0.41304347826086957,0.5130434782608696,0.691304347826087,0.23478260869565218,0.26956521739130435,0.28695652173913044,1,0.6785814699695615,41
apache-spark,2023-07,206,0.6785814699695615,1,91,206,107,206,139,206,36,206,43,206,45,206,0.441747572815534,0.5194174757281553,0.6747572815533981,0.17475728155339806,0.2087378640776699,0.21844660194174756,1,0.6785814699695615,42
apache-spark,2023-08,209,0.6785814699695615,1,109,209,125,209,149,209,48,209,51,209,52,209,0.5215311004784688,0.5980861244019139,0.7129186602870813,0.22966507177033493,0.24401913875598086,0.24880382775119617,1,0.6785814699695615,43
apache-spark,2023-09,181,0.6785814699695615,1,64,181,81,181,116,181,36,181,41,181,45,181,0.35359116022099446,0.44751381215469616,0.6408839779005525,0.19889502762430938,0.2265193370165746,0.24861878453038674,1,0.6785814699695615,44
apache-spark,2023-10,185,0.6785814699695615,1,80,185,107,185,134,185,40,185,49,185,54,185,0.43243243243243246,0.5783783783783784,0.7243243243243244,0.21621621621621623,0.2648648648648649,0.2918918918918919,1,0.6785814699695615,45
