tag,month_id,n_questions,high_tag,exposure_index,closed_archive_rate,closed_7d_rate,closed_7d_denom,closed_30d_rate,closed_30d_denom,group,post_chatgpt,high_post,exposure_post
apache-spark,2022-03,416,0,0.6785814699695615,0.004807692307692308,0.004807692307692308,416.0,0.004807692307692308,416.0,low,0,0,0.0
apache-spark,2022-04,367,0,0.6785814699695615,0.005449591280653951,0.005449591280653951,367.0,0.005449591280653951,367.0,low,0,0,0.0
apache-spark,2022-05,395,0,0.6785814699695615,0.005063291139240506,0.005063291139240506,395.0,0.005063291139240506,395.0,low,0,0,0.0
apache-spark,2022-06,395,0,0.6785814699695615,0.015189873417721518,0.012658227848101266,395.0,0.012658227848101266,395.0,low,0,0,0.0
apache-spark,2022-07,371,0,0.6785814699695615,0.008086253369272238,0.008086253369272238,371.0,0.008086253369272238,371.0,low,0,0,0.0
apache-spark,2022-08,367,0,0.6785814699695615,0.01907356948228883,0.01907356948228883,367.0,0.01907356948228883,367.0,low,0,0,0.0
apache-spark,2022-09,341,0,0.6785814699695615,0.0,0.0,341.0,0.0,341.0,low,0,0,0.0
apache-spark,2022-10,404,0,0.6785814699695615,0.007425742574257425,0.0049504950495049506,404.0,0.0049504950495049506,404.0,low,0,0,0.0
apache-spark,2022-11,363,0,0.6785814699695615,0.008264462809917356,0.0027548209366391185,363.0,0.0027548209366391185,363.0,low,0,0,0.0
apache-spark,2022-12,349,0,0.6785814699695615,0.0,0.0,349.0,0.0,349.0,low,1,0,0.6785814699695615
apache-spark,2023-01,316,0,0.6785814699695615,0.0031645569620253164,0.0031645569620253164,316.0,0.0031645569620253164,316.0,low,1,0,0.6785814699695615
apache-spark,2023-02,321,0,0.6785814699695615,0.012461059190031152,0.012461059190031152,321.0,0.012461059190031152,321.0,low,1,0,0.6785814699695615
apache-spark,2023-03,285,0,0.6785814699695615,0.010526315789473684,0.007017543859649123,285.0,0.010526315789473684,285.0,low,1,0,0.6785814699695615
apache-spark,2023-04,222,0,0.6785814699695615,0.013513513513513514,0.013513513513513514,222.0,0.013513513513513514,222.0,low,1,0,0.6785814699695615
apache-spark,2023-05,245,0,0.6785814699695615,0.004081632653061225,0.004081632653061225,245.0,0.004081632653061225,245.0,low,1,0,0.6785814699695615
apache-spark,2023-06,230,0,0.6785814699695615,0.004347826086956522,0.0,230.0,0.004347826086956522,230.0,low,1,0,0.6785814699695615
apache-spark,2023-07,206,0,0.6785814699695615,0.009708737864077669,0.009708737864077669,206.0,0.009708737864077669,206.0,low,1,0,0.6785814699695615
apache-spark,2023-08,209,0,0.6785814699695615,0.009569377990430622,0.009569377990430622,209.0,0.009569377990430622,209.0,low,1,0,0.6785814699695615
apache-spark,2023-09,181,0,0.6785814699695615,0.0055248618784530384,0.0055248618784530384,181.0,0.0055248618784530384,181.0,low,1,0,0.6785814699695615
apache-spark,2023-10,185,0,0.6785814699695615,0.010810810810810811,0.010810810810810811,185.0,0.010810810810810811,185.0,low,1,0,0.6785814699695615
apache-spark,2023-11,151,0,0.6785814699695615,0.013245033112582781,0.006622516556291391,151.0,0.013245033112582781,151.0,low,1,0,0.6785814699695615
apache-spark,2023-12,125,0,0.6785814699695615,0.016,0.016,125.0,0.016,125.0,low,1,0,0.6785814699695615
apache-spark,2024-01,122,0,0.6785814699695615,0.00819672131147541,0.00819672131147541,122.0,0.00819672131147541,122.0,low,1,0,0.6785814699695615
apache-spark,2024-02,137,0,0.6785814699695615,0.0072992700729927005,0.0072992700729927005,137.0,0.0072992700729927005,137.0,low,1,0,0.6785814699695615
apache-spark,2024-03,136,0,0.6785814699695615,0.014705882352941176,0.014705882352941176,136.0,0.014705882352941176,136.0,low,1,0,0.6785814699695615
apache-spark,2024-04,127,0,0.6785814699695615,0.0,0.0,127.0,0.0,127.0,low,1,0,0.6785814699695615
apache-spark,2024-05,115,0,0.6785814699695615,0.008695652173913044,0.008695652173913044,115.0,0.008695652173913044,115.0,low,1,0,0.6785814699695615
apache-spark,2024-06,109,0,0.6785814699695615,0.0,0.0,109.0,0.0,109.0,low,1,0,0.6785814699695615
apache-spark,2024-07,114,0,0.6785814699695615,0.008771929824561403,0.008771929824561403,114.0,0.008771929824561403,114.0,low,1,0,0.6785814699695615
apache-spark,2024-08,91,0,0.6785814699695615,0.0,0.0,91.0,0.0,91.0,low,1,0,0.6785814699695615
apache-spark,2024-09,77,0,0.6785814699695615,0.0,0.0,77.0,0.0,77.0,low,1,0,0.6785814699695615
apache-spark,2024-10,67,0,0.6785814699695615,0.014925373134328358,0.014925373134328358,67.0,0.014925373134328358,67.0,low,1,0,0.6785814699695615
apache-spark,2024-11,64,0,0.6785814699695615,0.0,0.0,64.0,0.0,64.0,low,1,0,0.6785814699695615
apache-spark,2024-12,49,0,0.6785814699695615,0.02040816326530612,0.02040816326530612,49.0,0.02040816326530612,49.0,low,1,0,0.6785814699695615
apache-spark,2025-01,59,0,0.6785814699695615,0.0,0.0,59.0,0.0,59.0,low,1,0,0.6785814699695615
apache-spark,2025-02,63,0,0.6785814699695615,0.015873015873015872,0.0,63.0,0.0,63.0,low,1,0,0.6785814699695615
apache-spark,2025-03,60,0,0.6785814699695615,0.016666666666666666,0.016666666666666666,60.0,0.016666666666666666,60.0,low,1,0,0.6785814699695615
apache-spark,2025-04,53,0,0.6785814699695615,0.03773584905660377,0.03773584905660377,53.0,0.03773584905660377,53.0,low,1,0,0.6785814699695615
apache-spark,2025-05,42,0,0.6785814699695615,0.0,0.0,42.0,0.0,42.0,low,1,0,0.6785814699695615
apache-spark,2025-06,33,0,0.6785814699695615,0.0,0.0,33.0,0.0,33.0,low,1,0,0.6785814699695615
apache-spark,2025-07,29,0,0.6785814699695615,0.0,0.0,29.0,0.0,29.0,low,1,0,0.6785814699695615
apache-spark,2025-08,16,0,0.6785814699695615,0.0,0.0,16.0,0.0,16.0,low,1,0,0.6785814699695615
apache-spark,2025-09,19,0,0.6785814699695615,0.0,0.0,19.0,0.0,19.0,low,1,0,0.6785814699695615
apache-spark,2025-10,16,0,0.6785814699695615,0.0,0.0,16.0,0.0,16.0,low,1,0,0.6785814699695615
apache-spark,2025-11,12,0,0.6785814699695615,0.0,0.0,12.0,0.0,12.0,low,1,0,0.6785814699695615
apache-spark,2025-12,7,0,0.6785814699695615,0.0,0.0,7.0,0.0,2.0,low,1,0,0.6785814699695615
bash,2020-01,656,1,0.4267372425853595,0.14939024390243902,0.14634146341463414,656.0,0.14634146341463414,656.0,high,0,0,0.0
bash,2020-02,719,1,0.4267372425853595,0.1168289290681502,0.11126564673157163,719.0,0.11126564673157163,719.0,high,0,0,0.0
bash,2020-03,800,1,0.4267372425853595,0.10875,0.10625,800.0,0.10625,800.0,high,0,0,0.0
bash,2020-04,907,1,0.4267372425853595,0.09151047409040794,0.08820286659316427,907.0,0.08820286659316427,907.0,high,0,0,0.0
bash,2020-05,820,1,0.4267372425853595,0.10121951219512196,0.09146341463414634,820.0,0.09146341463414634,820.0,high,0,0,0.0
bash,2020-06,757,1,0.4267372425853595,0.11228533685601057,0.10435931307793923,757.0,0.10568031704095113,757.0,high,0,0,0.0
bash,2020-07,665,1,0.4267372425853595,0.12030075187969924,0.10977443609022557,665.0,0.10977443609022557,665.0,high,0,0,0.0
bash,2020-08,613,1,0.4267372425853595,0.11092985318107668,0.09951060358890701,613.0,0.09951060358890701,613.0,high,0,0,0.0
bash,2020-09,614,1,0.4267372425853595,0.15146579804560262,0.13843648208469056,614.0,0.14169381107491857,614.0,high,0,0,0.0
bash,2020-10,682,1,0.4267372425853595,0.16129032258064516,0.15542521994134897,682.0,0.15542521994134897,682.0,high,0,0,0.0
bash,2020-11,644,1,0.4267372425853595,0.13664596273291926,0.13354037267080746,644.0,0.13509316770186336,644.0,high,0,0,0.0
bash,2020-12,539,1,0.4267372425853595,0.14656771799628943,0.14100185528756956,539.0,0.14100185528756956,539.0,high,0,0,0.0
bash,2021-01,539,1,0.4267372425853595,0.19666048237476808,0.18738404452690166,539.0,0.18738404452690166,539.0,high,0,0,0.0
bash,2021-02,570,1,0.4267372425853595,0.19824561403508772,0.19298245614035087,570.0,0.19298245614035087,570.0,high,0,0,0.0
bash,2021-03,666,1,0.4267372425853595,0.13663663663663664,0.13213213213213212,666.0,0.13363363363363365,666.0,high,0,0,0.0
bash,2021-04,623,1,0.4267372425853595,0.10272873194221509,0.09630818619582665,623.0,0.09630818619582665,623.0,high,0,0,0.0
bash,2021-05,562,1,0.4267372425853595,0.14056939501779359,0.1387900355871886,562.0,0.1387900355871886,562.0,high,0,0,0.0
bash,2021-06,585,1,0.4267372425853595,0.1623931623931624,0.15042735042735042,585.0,0.15384615384615385,585.0,high,0,0,0.0
bash,2021-07,516,1,0.4267372425853595,0.12403100775193798,0.12015503875968993,516.0,0.12015503875968993,516.0,high,0,0,0.0
bash,2021-08,528,1,0.4267372425853595,0.16287878787878787,0.1553030303030303,528.0,0.1571969696969697,528.0,high,0,0,0.0
bash,2021-09,498,1,0.4267372425853595,0.1606425702811245,0.15863453815261044,498.0,0.15863453815261044,498.0,high,0,0,0.0
bash,2021-10,583,1,0.4267372425853595,0.1423670668953688,0.137221269296741,583.0,0.137221269296741,583.0,high,0,0,0.0
bash,2021-11,635,1,0.4267372425853595,0.12598425196850394,0.12440944881889764,635.0,0.12440944881889764,635.0,high,0,0,0.0
bash,2021-12,525,1,0.4267372425853595,0.14476190476190476,0.13904761904761906,525.0,0.13904761904761906,525.0,high,0,0,0.0
bash,2022-01,640,1,0.4267372425853595,0.1390625,0.1296875,640.0,0.1328125,640.0,high,0,0,0.0
bash,2022-02,604,1,0.4267372425853595,0.11092715231788079,0.10099337748344371,604.0,0.10099337748344371,604.0,high,0,0,0.0
bash,2022-03,601,1,0.4267372425853595,0.14143094841930118,0.13311148086522462,601.0,0.13311148086522462,601.0,high,0,0,0.0
bash,2022-04,610,1,0.4267372425853595,0.10655737704918032,0.09836065573770492,610.0,0.1,610.0,high,0,0,0.0
bash,2022-05,564,1,0.4267372425853595,0.10638297872340426,0.10460992907801418,564.0,0.10460992907801418,564.0,high,0,0,0.0
bash,2022-06,564,1,0.4267372425853595,0.08333333333333333,0.08333333333333333,564.0,0.08333333333333333,564.0,high,0,0,0.0
bash,2022-07,569,1,0.4267372425853595,0.08260105448154657,0.08084358523725835,569.0,0.08084358523725835,569.0,high,0,0,0.0
bash,2022-08,525,1,0.4267372425853595,0.1180952380952381,0.11047619047619048,525.0,0.11238095238095239,525.0,high,0,0,0.0
bash,2022-09,462,1,0.4267372425853595,0.13203463203463203,0.1277056277056277,462.0,0.1277056277056277,462.0,high,0,0,0.0
bash,2022-10,499,1,0.4267372425853595,0.11623246492985972,0.11623246492985972,499.0,0.11623246492985972,499.0,high,0,0,0.0
bash,2022-11,528,1,0.4267372425853595,0.1268939393939394,0.12121212121212122,528.0,0.12310606060606061,528.0,high,0,0,0.0
bash,2022-12,482,1,0.4267372425853595,0.11410788381742738,0.10580912863070539,482.0,0.11203319502074689,482.0,high,1,1,0.4267372425853595
bash,2023-01,504,1,0.4267372425853595,0.16468253968253968,0.1626984126984127,504.0,0.1626984126984127,504.0,high,1,1,0.4267372425853595
bash,2023-02,424,1,0.4267372425853595,0.15566037735849056,0.1509433962264151,424.0,0.1509433962264151,424.0,high,1,1,0.4267372425853595
bash,2023-03,412,1,0.4267372425853595,0.17233009708737865,0.1553398058252427,412.0,0.15776699029126215,412.0,high,1,1,0.4267372425853595
bash,2023-04,316,1,0.4267372425853595,0.14873417721518986,0.14556962025316456,316.0,0.14556962025316456,316.0,high,1,1,0.4267372425853595
bash,2023-05,308,1,0.4267372425853595,0.16883116883116883,0.16883116883116883,308.0,0.16883116883116883,308.0,high,1,1,0.4267372425853595
bash,2023-06,243,1,0.4267372425853595,0.12345679012345678,0.11522633744855967,243.0,0.11934156378600823,243.0,high,1,1,0.4267372425853595
bash,2023-07,251,1,0.4267372425853595,0.10756972111553785,0.09561752988047809,251.0,0.09561752988047809,251.0,high,1,1,0.4267372425853595
bash,2023-08,278,1,0.4267372425853595,0.11870503597122302,0.11151079136690648,278.0,0.11510791366906475,278.0,high,1,1,0.4267372425853595
bash,2023-09,273,1,0.4267372425853595,0.13553113553113552,0.12454212454212454,273.0,0.1282051282051282,273.0,high,1,1,0.4267372425853595
bash,2023-10,240,1,0.4267372425853595,0.16666666666666666,0.1625,240.0,0.16666666666666666,240.0,high,1,1,0.4267372425853595
bash,2023-11,202,1,0.4267372425853595,0.2376237623762376,0.23267326732673269,202.0,0.23267326732673269,202.0,high,1,1,0.4267372425853595
bash,2023-12,161,1,0.4267372425853595,0.14285714285714285,0.14285714285714285,161.0,0.14285714285714285,161.0,high,1,1,0.4267372425853595
bash,2024-01,164,1,0.4267372425853595,0.12804878048780488,0.12195121951219512,164.0,0.12195121951219512,164.0,high,1,1,0.4267372425853595
bash,2024-02,207,1,0.4267372425853595,0.1497584541062802,0.1497584541062802,207.0,0.1497584541062802,207.0,high,1,1,0.4267372425853595
bash,2024-03,190,1,0.4267372425853595,0.21578947368421053,0.21578947368421053,190.0,0.21578947368421053,190.0,high,1,1,0.4267372425853595
bash,2024-04,134,1,0.4267372425853595,0.26119402985074625,0.26119402985074625,134.0,0.26119402985074625,134.0,high,1,1,0.4267372425853595
bash,2024-05,182,1,0.4267372425853595,0.1978021978021978,0.1813186813186813,182.0,0.19230769230769232,182.0,high,1,1,0.4267372425853595
bash,2024-06,112,1,0.4267372425853595,0.21428571428571427,0.20535714285714285,112.0,0.21428571428571427,112.0,high,1,1,0.4267372425853595
bash,2024-07,99,1,0.4267372425853595,0.20202020202020202,0.1919191919191919,99.0,0.1919191919191919,99.0,high,1,1,0.4267372425853595
bash,2024-08,81,1,0.4267372425853595,0.2839506172839506,0.2716049382716049,81.0,0.2839506172839506,81.0,high,1,1,0.4267372425853595
