tag,month_id,n_questions,high_tag,exposure_index,post_chatgpt,first_answer_1d_rate,first_answer_1d_denom,any_answer_7d_rate,any_answer_7d_denom,any_pos_answer_7d_rate,any_pos_answer_7d_denom,first_positive_answer_7d_rate,first_positive_answer_7d_denom,first_positive_answer_latency_mean,first_positive_answer_latency_denom,max_answer_score_30d_zero_mean,max_answer_score_30d_zero_denom,max_answer_score_30d_answered_mean,max_answer_score_30d_answered_denom,accepted_cond_any_answer_30d_rate,accepted_cond_any_answer_30d_denom,accepted_vote_30d_rate,accepted_vote_30d_denom,high_post,time_index
android,2022-01,3829,0,-0.5824723369899437,0,0.529381039435884,3829.0,0.6106032906764168,3829.0,0.3180987202925046,3829.0,0.3180987202925046,3829.0,756.7938817159168,1489.0,1.4580830504048055,3829.0,2.239470517448857,2493.0,0.42639390292819895,2493.0,0.18150953251501697,3829.0,0,25
android,2022-02,3488,0,-0.5824723369899437,0,0.5252293577981652,3488.0,0.6055045871559633,3488.0,0.3205275229357798,3488.0,0.3205275229357798,3488.0,776.5044859928732,1372.0,1.3738532110091743,3488.0,2.1147396293027363,2266.0,0.4227714033539276,2266.0,0.17545871559633028,3488.0,0,26
android,2022-03,3665,0,-0.5824723369899437,0,0.5075034106412005,3665.0,0.5877216916780355,3665.0,0.313506139154161,3665.0,0.313506139154161,3665.0,634.9644794973451,1402.0,1.1552523874488403,3665.0,1.8505244755244756,2288.0,0.44711538461538464,2288.0,0.18035470668485676,3665.0,0,27
android,2022-04,3272,0,-0.5824723369899437,0,0.5229217603911981,3272.0,0.6072738386308069,3272.0,0.3047066014669927,3272.0,0.3047066014669927,3272.0,698.8669755021191,1206.0,1.0608190709046454,3272.0,1.6528571428571428,2100.0,0.4142857142857143,2100.0,0.17603911980440098,3272.0,0,28
android,2022-05,3284,0,-0.5824723369899437,0,0.48964677222898906,3284.0,0.5688185140073082,3284.0,0.292326431181486,3284.0,0.292326431181486,3284.0,722.3949042002948,1206.0,1.1735688185140074,3284.0,1.915506958250497,2012.0,0.4150099403578529,2012.0,0.1690012180267966,3284.0,0,29
android,2022-06,3152,0,-0.5824723369899437,0,0.5174492385786802,3152.0,0.6015228426395939,3152.0,0.3061548223350254,3152.0,0.3061548223350254,3152.0,727.1589825030449,1186.0,0.9248096446700508,3152.0,1.4473684210526316,2014.0,0.4339622641509434,2014.0,0.19035532994923857,3152.0,0,30
android,2022-07,3184,0,-0.5824723369899437,0,0.5408291457286433,3184.0,0.6231155778894473,3184.0,0.32129396984924624,3184.0,0.32129396984924624,3184.0,655.5501213891151,1228.0,1.1045854271356783,3184.0,1.6613131790269249,2117.0,0.42512990080302315,2117.0,0.18812814070351758,3184.0,0,31
android,2022-08,3392,0,-0.5824723369899437,0,0.5424528301886793,3392.0,0.625,3392.0,0.3116155660377358,3392.0,0.3116155660377358,3392.0,496.02415140618155,1269.0,1.043926886792453,3392.0,1.5695921985815602,2256.0,0.44104609929078015,2256.0,0.1928066037735849,3392.0,0,32
android,2022-09,2885,0,-0.5824723369899437,0,0.5483535528596187,2885.0,0.630155979202773,2885.0,0.3046793760831889,2885.0,0.3046793760831889,2885.0,496.0325766459055,1057.0,0.9157712305025997,2885.0,1.360453141091658,1942.0,0.398043254376931,1942.0,0.17677642980935876,2885.0,0,33
android,2022-10,2931,0,-0.5824723369899437,0,0.5199590583418628,2931.0,0.6093483452746503,2931.0,0.2944387581030365,2931.0,0.2944387581030365,2931.0,580.854125657188,1055.0,1.054588877516206,2931.0,1.6208704771893025,1907.0,0.41111693759832196,1907.0,0.18355510064824293,2931.0,0,34
android,2022-11,2870,0,-0.5824723369899437,0,0.521602787456446,2870.0,0.6097560975609756,2870.0,0.31498257839721255,2870.0,0.31498257839721255,2870.0,388.07973729598683,1077.0,1.0313588850174216,2870.0,1.5778251599147122,1876.0,0.4195095948827292,1876.0,0.17979094076655053,2870.0,0,35
android,2022-12,2589,0,-0.5824723369899437,1,0.5218230977211279,2589.0,0.6106604866743917,2589.0,0.2981846272692159,2589.0,0.2981846272692159,2589.0,337.8192936711712,888.0,0.9208188489764387,2589.0,1.4131594546532307,1687.0,0.42738589211618255,1687.0,0.19235225955967555,2589.0,0,36
android,2023-01,2689,0,-0.5824723369899437,1,0.5105987355894385,2689.0,0.6013387876534028,2689.0,0.29378951283004834,2689.0,0.29378951283004834,2689.0,515.7816134827708,948.0,1.2268501301599108,2689.0,1.9069364161849711,1730.0,0.4121387283236994,1730.0,0.18073633320937152,2689.0,0,37
android,2023-02,2305,0,-0.5824723369899437,1,0.5136659436008677,2305.0,0.5956616052060738,2305.0,0.2611713665943601,2305.0,0.2611713665943601,2305.0,625.4549230878208,749.0,0.8017353579175704,2305.0,1.2511848341232228,1477.0,0.3811780636425186,1477.0,0.1631236442516269,2305.0,0,38
android,2023-03,2432,0,-0.5824723369899437,1,0.48067434210526316,2432.0,0.5801809210526315,2432.0,0.28125,2432.0,0.28125,2432.0,531.8147743243769,856.0,0.7471217105263158,2432.0,1.1914754098360656,1525.0,0.39737704918032785,1525.0,0.18092105263157895,2432.0,0,39
android,2023-04,1992,0,-0.5824723369899437,1,0.4799196787148594,1992.0,0.5753012048192772,1992.0,0.28714859437751006,1992.0,0.28714859437751006,1992.0,501.8756420424603,700.0,0.9136546184738956,1992.0,1.467741935483871,1240.0,0.4080645161290323,1240.0,0.1827309236947791,1992.0,0,40
android,2023-05,1956,0,-0.5824723369899437,1,0.5056237218813906,1956.0,0.5894683026584867,1956.0,0.27096114519427406,1956.0,0.27096114519427406,1956.0,603.8902999644753,649.0,0.8307770961145194,1956.0,1.3352506162695152,1217.0,0.40345110928512734,1217.0,0.1687116564417178,1956.0,0,41
android,2023-06,1899,0,-0.5824723369899437,1,0.44075829383886256,1899.0,0.5513428120063191,1899.0,0.23749341758820433,1899.0,0.23749341758820433,1899.0,727.2915055546171,592.0,0.6929963138493944,1899.0,1.1483420593368237,1146.0,0.37521815008726006,1146.0,0.17114270668773038,1899.0,0,42
android,2023-07,1782,0,-0.5824723369899437,1,0.4708193041526375,1782.0,0.5673400673400674,1782.0,0.2760942760942761,1782.0,0.2760942760942761,1782.0,593.389085115371,626.0,0.7665544332210998,1782.0,1.240690281562216,1101.0,0.3860127157129882,1101.0,0.18125701459034793,1782.0,0,43
android,2023-08,1905,0,-0.5824723369899437,1,0.4671916010498688,1905.0,0.5595800524934383,1905.0,0.25774278215223095,1905.0,0.25774278215223095,1905.0,533.5893860704061,621.0,0.7538057742782153,1905.0,1.2284003421727974,1169.0,0.37553464499572287,1169.0,0.17585301837270342,1905.0,0,44
android,2023-09,1730,0,-0.5824723369899437,1,0.47398843930635837,1730.0,0.576300578034682,1730.0,0.27803468208092486,1730.0,0.27803468208092486,1730.0,405.3329276698606,574.0,0.7052023121387283,1730.0,1.1412535079513564,1069.0,0.37792329279700654,1069.0,0.17167630057803468,1730.0,0,45
android,2023-10,1772,0,-0.5824723369899437,1,0.5045146726862303,1772.0,0.5886004514672686,1772.0,0.28216704288939054,1772.0,0.28216704288939054,1772.0,512.4779732374836,597.0,0.8555304740406321,1772.0,1.3744333635539439,1103.0,0.43064369900271987,1103.0,0.1963882618510158,1772.0,0,46
android,2023-11,1629,0,-0.5824723369899437,1,0.4536525475751995,1629.0,0.5500306936771026,1629.0,0.292817679558011,1629.0,0.292817679558011,1629.0,429.00698779147103,568.0,0.6525475751995089,1629.0,1.0835881753312946,981.0,0.39755351681957185,981.0,0.1694290976058932,1629.0,0,47
android,2023-12,1454,0,-0.5824723369899437,1,0.4470426409903714,1454.0,0.5536451169188445,1454.0,0.26822558459422285,1454.0,0.26822558459422285,1454.0,368.0289324031279,476.0,0.5797799174690509,1454.0,0.9645308924485125,874.0,0.3524027459954233,874.0,0.15818431911966988,1454.0,0,48
android,2024-01,1539,0,-0.5824723369899437,1,0.4697855750487329,1539.0,0.5834957764782326,1539.0,0.2742040285899935,1539.0,0.2742040285899935,1539.0,500.9694962817614,516.0,0.6289798570500325,1539.0,0.9948612538540597,973.0,0.39671120246659813,973.0,0.20077972709551656,1539.0,0,49
android,2024-02,1456,0,-0.5824723369899437,1,0.4230769230769231,1456.0,0.5274725274725275,1456.0,0.24656593406593408,1456.0,0.24656593406593408,1456.0,321.97147914627925,436.0,0.7101648351648352,1456.0,1.205128205128205,858.0,0.41025641025641024,858.0,0.1936813186813187,1456.0,0,50
android,2024-03,1432,0,-0.5824723369899437,1,0.46298882681564246,1432.0,0.5635474860335196,1432.0,0.24650837988826815,1432.0,0.24650837988826815,1432.0,339.5084026335212,414.0,0.664804469273743,1432.0,1.1056910569105691,861.0,0.38559814169570267,861.0,0.16759776536312848,1432.0,0,51
android,2024-04,1255,0,-0.5824723369899437,1,0.45737051792828687,1255.0,0.5490039840637451,1255.0,0.24382470119521912,1255.0,0.24382470119521912,1255.0,449.8475489713896,367.0,0.5856573705179283,1255.0,0.9879032258064516,744.0,0.39381720430107525,744.0,0.17131474103585656,1255.0,0,52
android,2024-05,1392,0,-0.5824723369899437,1,0.46839080459770116,1392.0,0.5689655172413793,1392.0,0.2435344827586207,1392.0,0.2435344827586207,1392.0,356.0313960178327,405.0,0.5962643678160919,1392.0,0.9718969555035128,854.0,0.3770491803278688,854.0,0.16810344827586207,1392.0,0,53
android,2024-06,1049,0,-0.5824723369899437,1,0.45948522402287895,1049.0,0.5872259294566253,1049.0,0.2859866539561487,1049.0,0.2859866539561487,1049.0,177.33603069813176,339.0,0.7912297426120114,1049.0,1.2406576980568012,669.0,0.375186846038864,669.0,0.17349857006673022,1049.0,0,54
android,2024-07,1017,0,-0.5824723369899437,1,0.4218289085545723,1017.0,0.5398230088495575,1017.0,0.24090462143559488,1017.0,0.24090462143559488,1017.0,338.928060751634,306.0,0.6460176991150443,1017.0,1.0788177339901477,609.0,0.39901477832512317,609.0,0.18584070796460178,1017.0,0,55
android,2024-08,981,0,-0.5824723369899437,1,0.46687054026503566,981.0,0.5881753312945973,981.0,0.24566768603465852,981.0,0.24566768603465852,981.0,241.61482283765216,283.0,0.5402650356778798,981.0,0.8372827804107424,633.0,0.36808846761453395,633.0,0.1875637104994903,981.0,0,56
android,2024-09,932,0,-0.5824723369899437,1,0.45493562231759654,932.0,0.5912017167381974,932.0,0.2982832618025751,932.0,0.2982832618025751,932.0,205.99039093902866,318.0,1.0053648068669527,932.0,1.5801011804384486,593.0,0.3962900505902192,593.0,0.19957081545064378,932.0,0,57
android,2024-10,846,0,-0.5824723369899437,1,0.47635933806146574,846.0,0.6134751773049646,846.0,0.2848699763593381,846.0,0.2848699763593381,846.0,268.90577265070925,282.0,1.0401891252955082,846.0,1.546572934973638,569.0,0.37961335676625657,569.0,0.19739952718676124,846.0,0,58
android,2024-11,687,0,-0.5824723369899437,1,0.5211062590975255,687.0,0.6521106259097526,687.0,0.3406113537117904,687.0,0.3406113537117904,687.0,212.28181495054713,264.0,0.8122270742358079,687.0,1.1722689075630253,476.0,0.42016806722689076,476.0,0.24017467248908297,687.0,0,59
android,2024-12,634,0,-0.5824723369899437,1,0.47318611987381703,634.0,0.5772870662460567,634.0,0.2634069400630915,634.0,0.2634069400630915,634.0,310.6257700013889,200.0,0.5110410094637224,634.0,0.8039702233250621,403.0,0.3424317617866005,403.0,0.17034700315457413,634.0,0,60
android,2025-01,804,0,-0.5824723369899437,1,0.3644278606965174,804.0,0.4626865671641791,804.0,0.22263681592039802,804.0,0.22263681592039802,804.0,174.46482576628352,203.0,0.4925373134328358,804.0,0.9974811083123426,397.0,0.380352644836272,397.0,0.1455223880597015,804.0,0,61
android,2025-02,763,0,-0.5824723369899437,1,0.3040629095674967,763.0,0.39580602883355176,763.0,0.20838794233289645,763.0,0.20838794233289645,763.0,96.23529092906466,177.0,0.4456094364351245,763.0,1.0089020771513353,337.0,0.41543026706231456,337.0,0.14809960681520315,763.0,0,62
android,2025-03,697,0,-0.5824723369899437,1,0.2984218077474892,697.0,0.38593974175035867,697.0,0.19799139167862267,697.0,0.19799139167862267,697.0,179.3315683754209,165.0,0.37589670014347204,697.0,0.8646864686468647,303.0,0.35313531353135313,303.0,0.13055954088952654,697.0,0,63
android,2025-04,548,0,-0.5824723369899437,1,0.29927007299270075,548.0,0.39233576642335766,548.0,0.1989051094890511,548.0,0.1989051094890511,548.0,248.9456922111993,126.0,0.4142335766423358,548.0,0.9659574468085106,235.0,0.3276595744680851,235.0,0.11861313868613138,548.0,0,64
android,2025-05,430,0,-0.5824723369899437,1,0.3209302325581395,430.0,0.4116279069767442,430.0,0.2,430.0,0.2,430.0,100.65378076992752,92.0,0.4627906976744186,430.0,1.0473684210526315,190.0,0.4052631578947368,190.0,0.14186046511627906,430.0,0,65
android,2025-06,400,0,-0.5824723369899437,1,0.3575,400.0,0.465,400.0,0.1825,400.0,0.1825,400.0,137.17134897627966,89.0,0.3525,400.0,0.6811594202898551,207.0,0.34299516908212563,207.0,0.1325,400.0,0,66
android,2025-07,374,0,-0.5824723369899437,1,0.37433155080213903,374.0,0.4732620320855615,374.0,0.26737967914438504,374.0,0.26737967914438504,374.0,140.08423193744164,119.0,0.7834224598930482,374.0,1.4577114427860696,201.0,0.40298507462686567,201.0,0.17914438502673796,374.0,0,67
android,2025-08,281,0,-0.5824723369899437,1,0.33807829181494664,281.0,0.47686832740213525,281.0,0.2704626334519573,281.0,0.2704626334519573,281.0,91.54678358237547,87.0,0.6761565836298933,281.0,1.2925170068027212,147.0,0.4557823129251701,147.0,0.18149466192170818,281.0,0,68
android,2025-09,310,0,-0.5824723369899437,1,0.3258064516129032,310.0,0.4064516129032258,310.0,0.20967741935483872,310.0,0.20967741935483872,310.0,45.156702017746916,72.0,0.6548387096774193,310.0,1.4817518248175183,137.0,0.41605839416058393,137.0,0.14838709677419354,310.0,0,69
android,2025-10,237,0,-0.5824723369899437,1,0.3080168776371308,237.0,0.4219409282700422,237.0,0.25316455696202533,237.0,0.25316455696202533,237.0,49.77632807264957,65.0,0.5358649789029536,237.0,1.1545454545454545,110.0,0.4818181818181818,110.0,0.17721518987341772,237.0,0,70
android,2025-11,196,0,-0.5824723369899437,1,0.32653061224489793,196.0,0.42346938775510207,196.0,0.23979591836734693,196.0,0.23979591836734693,196.0,30.729934002267573,49.0,0.4387755102040816,196.0,0.9052631578947369,95.0,0.3368421052631579,95.0,0.1377551020408163,196.0,0,71
android,2025-12,180,0,-0.5824723369899437,1,0.3103448275862069,174.0,0.47333333333333333,150.0,0.32666666666666666,150.0,0.32666666666666666,150.0,33.785465787796,61.0,0.875,8.0,1.5172413793103448,87.0,0.5,4.0,0.25,8.0,0,72
apache-spark,2020-01,574,0,0.6785814699695615,0,0.6393728222996515,574.0,0.7526132404181185,574.0,0.4616724738675958,574.0,0.4616724738675958,574.0,515.298770463595,293.0,1.0993031358885017,574.0,1.4179775280898876,445.0,0.45617977528089887,445.0,0.25609756097560976,574.0,0,1
apache-spark,2020-02,555,0,0.6785814699695615,0,0.6486486486486487,555.0,0.7387387387387387,555.0,0.4666666666666667,555.0,0.4666666666666667,555.0,572.0039085756704,290.0,1.1153153153153152,555.0,1.449648711943794,427.0,0.4847775175644028,427.0,0.24864864864864866,555.0,0,2
apache-spark,2020-03,589,0,0.6785814699695615,0,0.6468590831918506,589.0,0.7470288624787776,589.0,0.44821731748726656,589.0,0.44821731748726656,589.0,461.885755325926,300.0,0.8285229202037352,589.0,1.0585683297180044,461.0,0.46203904555314534,461.0,0.22071307300509338,589.0,0,3
apache-spark,2020-04,745,0,0.6785814699695615,0,0.6818791946308724,745.0,0.7691275167785235,745.0,0.4657718120805369,745.0,0.4657718120805369,745.0,394.21297335951135,382.0,1.1248322147651006,745.0,1.4013377926421404,598.0,0.4882943143812709,598.0,0.25100671140939596,745.0,0,4
apache-spark,2020-05,781,0,0.6785814699695615,0,0.678617157490397,781.0,0.7567221510883483,781.0,0.4814340588988476,781.0,0.4814340588988476,781.0,473.7426510804739,408.0,1.0076824583866837,781.0,1.2775974025974026,616.0,0.4967532467532468,616.0,0.24583866837387963,781.0,0,5
apache-spark,2020-06,798,0,0.6785814699695615,0,0.6654135338345865,798.0,0.7431077694235589,798.0,0.47869674185463656,798.0,0.47869674185463656,798.0,398.26685306710135,409.0,1.1466165413533835,798.0,1.5,610.0,0.4967213114754098,610.0,0.21428571428571427,798.0,0,6
apache-spark,2020-07,777,0,0.6785814699695615,0,0.6576576576576577,777.0,0.7361647361647362,777.0,0.5045045045045045,777.0,0.5045045045045045,777.0,504.87469759065016,429.0,1.1595881595881596,777.0,1.511744966442953,596.0,0.5,596.0,0.23552123552123552,777.0,0,7
apache-spark,2020-08,629,0,0.6785814699695615,0,0.6279809220985691,629.0,0.7170111287758346,629.0,0.46740858505564387,629.0,0.46740858505564387,629.0,474.0877683681618,327.0,0.985691573926868,629.0,1.3219616204690832,469.0,0.5138592750533049,469.0,0.2543720190779014,629.0,0,8
apache-spark,2020-09,548,0,0.6785814699695615,0,0.5711678832116789,548.0,0.6697080291970803,548.0,0.4032846715328467,548.0,0.4032846715328467,548.0,639.5358582604032,259.0,0.9726277372262774,548.0,1.3701799485861184,389.0,0.442159383033419,389.0,0.2116788321167883,548.0,0,9
apache-spark,2020-10,557,0,0.6785814699695615,0,0.5834829443447038,557.0,0.7145421903052065,557.0,0.4380610412926391,557.0,0.4380610412926391,557.0,190.13903012949038,266.0,1.0269299820466786,557.0,1.3849878934624698,413.0,0.48426150121065376,413.0,0.2513464991023339,557.0,0,10
apache-spark,2020-11,462,0,0.6785814699695615,0,0.6125541125541125,462.0,0.7294372294372294,462.0,0.4653679653679654,462.0,0.4653679653679654,462.0,333.18541807919615,235.0,0.9935064935064936,462.0,1.2966101694915255,354.0,0.536723163841808,354.0,0.2792207792207792,462.0,0,11
apache-spark,2020-12,510,0,0.6785814699695615,0,0.6686274509803921,510.0,0.7549019607843137,510.0,0.5313725490196078,510.0,0.5313725490196078,510.0,238.98624563669338,291.0,1.1333333333333333,510.0,1.4522613065326633,398.0,0.5804020100502513,398.0,0.22941176470588234,510.0,0,12
apache-spark,2021-01,483,0,0.6785814699695615,0,0.6894409937888198,483.0,0.7577639751552795,483.0,0.5652173913043478,483.0,0.5652173913043478,483.0,331.9301357828283,297.0,1.3871635610766047,483.0,1.7402597402597402,385.0,0.6077922077922078,385.0,0.21325051759834368,483.0,0,13
apache-spark,2021-02,538,0,0.6785814699695615,0,0.6524163568773235,538.0,0.7379182156133829,538.0,0.4944237918215613,538.0,0.4944237918215613,538.0,117.74623459932057,278.0,0.9888475836431226,538.0,1.2881355932203389,413.0,0.6150121065375302,413.0,0.25092936802973975,538.0,0,14
apache-spark,2021-03,548,0,0.6785814699695615,0,0.6368613138686131,548.0,0.7153284671532847,548.0,0.48175182481751827,548.0,0.48175182481751827,548.0,166.6936841804083,283.0,0.9598540145985401,548.0,1.2860635696821516,409.0,0.5819070904645477,409.0,0.2116788321167883,548.0,0,15
apache-spark,2021-04,467,0,0.6785814699695615,0,0.5995717344753747,467.0,0.6916488222698073,467.0,0.4261241970021413,467.0,0.4261241970021413,467.0,574.7612892428713,226.0,0.9143468950749465,467.0,1.2165242165242165,351.0,0.49572649572649574,351.0,0.21413276231263384,467.0,0,16
apache-spark,2021-05,433,0,0.6785814699695615,0,0.5565819861431871,433.0,0.6581986143187067,433.0,0.4226327944572748,433.0,0.4226327944572748,433.0,388.6698124231392,206.0,0.8406466512702079,433.0,1.1934426229508197,305.0,0.49836065573770494,305.0,0.21939953810623555,433.0,0,17
apache-spark,2021-06,406,0,0.6785814699695615,0,0.5517241379310345,406.0,0.6551724137931034,406.0,0.3866995073891626,406.0,0.3866995073891626,406.0,348.57316664518106,181.0,0.7044334975369458,406.0,1.0141843971631206,282.0,0.5212765957446809,282.0,0.22660098522167488,406.0,0,18
