setting,primary_tag,month_id,time_index,n_questions,exposure_index,predicted_exposure_mean,residual_queue_complexity_index_mean,first_answer_1d_rate,accepted_30d_rate,response_cert_gap,post_chatgpt,chatgpt_z,cluster_id,high_post,exposure_chatgpt
stackoverflow,android,2022-05,29.0,2012,-0.5824723369899437,,0.0272049998291648,0.489646772228989,0.4150099403578529,0.07463683187113612,0,-1.0265186621478888,stackoverflow::android,-0.0,0.5979187241050713
stackoverflow,android,2022-06,30.0,2014,-0.5824723369899437,,0.0233786118182736,0.5174492385786802,0.4339622641509434,0.08348697442773678,0,-1.0265186621478888,stackoverflow::android,-0.0,0.5979187241050713
stackoverflow,android,2022-07,31.0,2117,-0.5824723369899437,,0.0105054900692329,0.5408291457286433,0.4251299008030231,0.11569924492562017,0,-1.0265186621478888,stackoverflow::android,-0.0,0.5979187241050713
stackoverflow,android,2022-08,32.0,2256,-0.5824723369899437,,-0.0129898138091996,0.5424528301886793,0.4410460992907801,0.1014067308978992,0,-1.0265186621478888,stackoverflow::android,-0.0,0.5979187241050713
stackoverflow,android,2022-09,33.0,1942,-0.5824723369899437,,0.0192590313154582,0.5483535528596187,0.398043254376931,0.15031029848268773,0,-1.0265186621478888,stackoverflow::android,-0.0,0.5979187241050713
stackoverflow,android,2022-10,34.0,1907,-0.5824723369899437,,-0.0025833108769048,0.5199590583418628,0.4111169375983219,0.10884212074354094,0,-1.0265186621478888,stackoverflow::android,-0.0,0.5979187241050713
stackoverflow,android,2022-11,35.0,1876,-0.5824723369899437,,0.0535675814536912,0.521602787456446,0.4195095948827292,0.10209319257371674,0,-1.0265186621478888,stackoverflow::android,-0.0,0.5979187241050713
stackoverflow,android,2022-12,36.0,1687,-0.5824723369899437,,0.0209169666991045,0.5218230977211279,0.4273858921161825,0.0944372056049454,1,0.9169805168197676,stackoverflow::android,-0.5824723369899437,-0.5341157846062564
stackoverflow,android,2023-01,37.0,1730,-0.5824723369899437,,0.0208558941205046,0.5105987355894385,0.4121387283236994,0.09846000726573906,1,1.0695356832578975,stackoverflow::android,-0.5824723369899437,-0.6229749489213637
stackoverflow,android,2023-02,38.0,1477,-0.5824723369899437,,0.0452445075980809,0.5136659436008677,0.3811780636425186,0.1324878799583491,1,1.0907751740780631,stackoverflow::android,-0.5824723369899437,-0.6353463647758621
stackoverflow,android,2023-03,39.0,1525,-0.5824723369899437,,0.0497242217303236,0.4806743421052631,0.3973770491803278,0.08329729292493532,1,1.1046366938343386,stackoverflow::android,-0.5824723369899437,-0.6434203165825322
stackoverflow,android,2023-04,40.0,1240,-0.5824723369899437,,0.0660190888095554,0.4799196787148594,0.4080645161290323,0.07185516258582714,1,1.1241669951686228,stackoverflow::android,-0.5824723369899437,-0.6547961768428305
stackoverflow,android,2023-05,41.0,1217,-0.5824723369899437,,0.0479299065734312,0.5056237218813906,0.4034511092851273,0.10217261259626331,1,1.1129732943112054,stackoverflow::android,-0.5824723369899437,-0.6482761557448442
stackoverflow,android,2023-06,42.0,1146,-0.5824723369899437,,0.048734016819787,0.4407582938388625,0.37521815008726,0.0655401437516025,1,1.0867814541979803,stackoverflow::android,-0.5824723369899437,-0.6330201334240271
stackoverflow,android,2023-07,43.0,1101,-0.5824723369899437,,0.0574407540202036,0.4708193041526375,0.3860127157129882,0.08480658843964933,1,0.9898725818734396,stackoverflow::android,-0.5824723369899437,-0.5765733960860918
stackoverflow,android,2023-08,44.0,1169,-0.5824723369899437,,0.0933975530529641,0.4671916010498688,0.3755346449957228,0.09165695605414598,1,0.9253188388760716,stackoverflow::android,-0.5824723369899437,-0.5389726265409666
stackoverflow,android,2023-09,45.0,1069,-0.5824723369899437,,0.0596647391227721,0.4739884393063583,0.3779232927970065,0.09606514650935183,1,0.9335644841020356,stackoverflow::android,-0.5824723369899437,-0.5437754867857238
stackoverflow,android,2023-10,46.0,1103,-0.5824723369899437,,0.1028024779165567,0.5045146726862303,0.4306436990027198,0.07387097368351048,1,0.9365620085004364,stackoverflow::android,-0.5824723369899437,-0.5455214618272447
stackoverflow,android,2023-11,47.0,981,-0.5824723369899437,,0.062768804677309,0.4536525475751995,0.3975535168195718,0.05609903075562772,1,0.9443248097036234,stackoverflow::android,-0.5824723369899437,-0.5500430787856534
stackoverflow,android,2023-12,48.0,874,-0.5824723369899437,,0.0499728841575416,0.4470426409903714,0.3524027459954233,0.09463989499494807,1,0.931478609386297,stackoverflow::android,-0.5824723369899437,-0.5425605224653793
stackoverflow,android,2024-01,49.0,973,-0.5824723369899437,,0.0873675214368222,0.4697855750487329,0.3967112024665981,0.07307437258213484,1,0.955245360187726,stackoverflow::android,-0.5824723369899437,-0.5564039973473452
stackoverflow,android,2024-02,50.0,858,-0.5824723369899437,,0.1147975622121691,0.4230769230769231,0.4102564102564102,0.012820512820512886,1,0.9512597482887946,stackoverflow::android,-0.5824723369899437,-0.5540824886702398
stackoverflow,android,2024-03,51.0,861,-0.5824723369899437,,0.1001400662966138,0.4629888268156424,0.3855981416957026,0.0773906851199398,1,0.9241037505892032,stackoverflow::android,-0.5824723369899437,-0.5382648712268653
stackoverflow,android,2024-04,52.0,744,-0.5824723369899437,,0.1345153383521718,0.4573705179282868,0.3938172043010752,0.06355331362721162,1,0.893771288491975,stackoverflow::android,-0.5824723369899437,-0.5205970511424338
stackoverflow,android,2024-05,53.0,854,-0.5824723369899437,,0.1278389243905972,0.4683908045977011,0.3770491803278688,0.09134162426983228,1,0.9001548162587621,stackoverflow::android,-0.5824723369899437,-0.5243152794789946
stackoverflow,android,2024-06,54.0,669,-0.5824723369899437,,0.1333586988761201,0.4594852240228789,0.375186846038864,0.0842983779840149,1,0.9105996096502342,stackoverflow::android,-0.5824723369899437,-0.5303990826951024
stackoverflow,android,2024-07,55.0,609,-0.5824723369899437,,0.1086688758642029,0.4218289085545723,0.3990147783251231,0.02281413022944917,1,0.8185696544784788,stackoverflow::android,-0.5824723369899437,-0.4767941796331303
stackoverflow,android,2024-08,56.0,633,-0.5824723369899437,,0.136949957318772,0.4668705402650356,0.3680884676145339,0.0987820726505017,1,0.7943736899120964,stackoverflow::android,-0.5824723369899437,-0.4627006996064237
stackoverflow,android,2024-09,57.0,593,-0.5824723369899437,,0.1112000110937076,0.4549356223175965,0.3962900505902192,0.05864557172737728,1,0.8537876941417065,stackoverflow::android,-0.5824723369899437,-0.4973077134999751
stackoverflow,android,2024-10,58.0,569,-0.5824723369899437,,0.1015915490808472,0.4763593380614657,0.3796133567662565,0.09674598129520917,1,0.9025263082320198,stackoverflow::android,-0.5824723369899437,-0.5256966079508109
stackoverflow,android,2024-11,59.0,476,-0.5824723369899437,,0.1405451278283384,0.5211062590975255,0.4201680672268907,0.1009381918706348,1,0.9175319513804596,stackoverflow::android,-0.5824723369899437,-0.5344369799835197
stackoverflow,android,2024-12,60.0,403,-0.5824723369899437,,0.1740838169183658,0.473186119873817,0.3424317617866005,0.13075435808721647,1,0.9087605063697852,stackoverflow::android,-0.5824723369899437,-0.5293278559093735
stackoverflow,android,2025-01,61.0,397,-0.5824723369899437,,0.1575044738538792,0.3644278606965174,0.380352644836272,-0.015924784139754622,1,0.9618948738827184,stackoverflow::android,-0.5824723369899437,-0.5602771551291141
stackoverflow,android,2025-02,62.0,337,-0.5824723369899437,,0.1139644997732051,0.3040629095674967,0.4154302670623145,-0.1113673574948178,1,0.9649936190048208,stackoverflow::android,-0.5824723369899437,-0.5620820884421214
stackoverflow,android,2025-03,63.0,303,-0.5824723369899437,,0.0869498298377708,0.2984218077474892,0.3531353135313531,-0.05471350578386386,1,0.9784754355606526,stackoverflow::android,-0.5824723369899437,-0.5699348736382664
stackoverflow,android,2025-04,64.0,235,-0.5824723369899437,,0.1279171760981236,0.2992700729927007,0.3276595744680851,-0.028389501475384382,1,1.0402353442258343,stackoverflow::android,-0.5824723369899437,-0.6059083119707602
stackoverflow,android,2025-05,65.0,190,-0.5824723369899437,,0.1444141483575421,0.3209302325581395,0.4052631578947368,-0.08433292533659731,1,0.9513853406830683,stackoverflow::android,-0.5824723369899437,-0.5541556427656406
stackoverflow,android,2025-06,66.0,207,-0.5824723369899437,,0.283321887624592,0.3575,0.3429951690821256,0.014504830917874412,1,1.058190044052818,stackoverflow::android,-0.5824723369899437,-0.6163664279389364
stackoverflow,android,2025-07,67.0,201,-0.5824723369899437,,0.2321911097673293,0.374331550802139,0.4029850746268656,-0.028653523824726634,1,0.9884341600286032,stackoverflow::android,-0.5824723369899437,-0.5757355551525525
stackoverflow,android,2025-08,68.0,147,-0.5824723369899437,,0.2578373135308319,0.3380782918149466,0.4557823129251701,-0.11770402111022349,1,1.0250208709494475,stackoverflow::android,-0.5824723369899437,-0.5970463021653922
stackoverflow,android,2025-09,69.0,137,-0.5824723369899437,,0.2389932077100509,0.3258064516129032,0.4160583941605839,-0.09025194254768065,1,1.0338027031579542,stackoverflow::android,-0.5824723369899437,-0.6021614764949347
stackoverflow,android,2025-10,70.0,110,-0.5824723369899437,,0.3764920328508654,0.3080168776371308,0.4818181818181818,-0.173801304181051,1,1.0313242330467107,stackoverflow::android,-0.5824723369899437,-0.600717836217079
stackoverflow,android,2025-11,71.0,95,-0.5824723369899437,,0.0655953875943301,0.3265306122448979,0.3368421052631579,-0.01031149301826001,1,1.0094705048817594,stackoverflow::android,-0.5824723369899437,-0.5879886441008968
stackoverflow,android,2025-12,72.0,4,-0.5824723369899437,,0.252320837116918,0.3103448275862069,7.5,-7.189655172413793,1,0.9872705236107,stackoverflow::android,-0.5824723369899437,-0.5750577691288098
stackoverflow,apache-spark,2020-01,1.0,445,0.6785814699695615,,0.0558255231900573,0.6393728222996515,0.4561797752808988,0.18319304701875272,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2020-02,2.0,427,0.6785814699695615,,-0.0073579283422889,0.6486486486486487,0.4847775175644028,0.1638711310842459,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2020-03,3.0,461,0.6785814699695615,,-0.0290387774495952,0.6468590831918506,0.4620390455531453,0.1848200376387053,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2020-04,4.0,598,0.6785814699695615,,0.0131668503501067,0.6818791946308724,0.4882943143812709,0.19358488024960152,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2020-05,5.0,616,0.6785814699695615,,0.0356202579401316,0.678617157490397,0.4967532467532468,0.1818639107371502,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2020-06,6.0,610,0.6785814699695615,,-0.01983119577581,0.6654135338345865,0.4967213114754098,0.16869222235917664,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2020-07,7.0,596,0.6785814699695615,,-0.0551096214783666,0.6576576576576577,0.5,0.1576576576576577,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2020-08,8.0,469,0.6785814699695615,,0.0171658807029527,0.6279809220985691,0.5138592750533049,0.11412164704526429,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2020-09,9.0,389,0.6785814699695615,,-0.0229005725584498,0.5711678832116789,0.442159383033419,0.12900850017825988,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2020-10,10.0,413,0.6785814699695615,,-0.0354915842553979,0.5834829443447038,0.4842615012106537,0.09922144313405012,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2020-11,11.0,354,0.6785814699695615,,0.0175263637451137,0.6125541125541125,0.536723163841808,0.07583094871230456,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2020-12,12.0,398,0.6785814699695615,,0.0888810299489799,0.6686274509803921,0.5804020100502513,0.08822544093014084,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2021-01,13.0,385,0.6785814699695615,,0.1488838808992769,0.6894409937888198,0.6077922077922078,0.08164878599661207,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2021-02,14.0,413,0.6785814699695615,,0.1074823157809517,0.6524163568773235,0.6150121065375302,0.03740425033979322,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2021-03,15.0,409,0.6785814699695615,,0.1072133199635221,0.6368613138686131,0.5819070904645477,0.054954223404065417,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2021-04,16.0,351,0.6785814699695615,,0.0094320914274186,0.5995717344753747,0.4957264957264957,0.10384523874887902,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2021-05,17.0,305,0.6785814699695615,,0.0375217068374221,0.5565819861431871,0.4983606557377049,0.05822133040548222,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2021-06,18.0,282,0.6785814699695615,,0.0140888970590541,0.5517241379310345,0.5212765957446809,0.030447542186353593,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2021-07,19.0,322,0.6785814699695615,,-0.0225992561641053,0.576837416481069,0.4813664596273292,0.0954709568537398,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2021-08,20.0,306,0.6785814699695615,,0.0131275418842594,0.6271186440677966,0.4803921568627451,0.1467264872050515,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2021-09,21.0,312,0.6785814699695615,,0.0043715111358217,0.5869074492099323,0.4551282051282051,0.1317792440817272,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2021-10,22.0,304,0.6785814699695615,,0.0534077573411472,0.5741176470588235,0.4802631578947368,0.09385448916408673,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2021-11,23.0,326,0.6785814699695615,,0.076076781727487,0.6077097505668935,0.5613496932515337,0.04636005731535975,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2021-12,24.0,266,0.6785814699695615,,0.1316513238621068,0.5755208333333334,0.4699248120300752,0.10559602130325818,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2022-01,25.0,292,0.6785814699695615,,0.1254736289892316,0.5366430260047281,0.5,0.03664302600472813,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2022-02,26.0,312,0.6785814699695615,,0.0957971969133724,0.5746606334841629,0.4967948717948718,0.07786576168929105,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2022-03,27.0,248,0.6785814699695615,,-0.0580470014778821,0.4567307692307692,0.4435483870967742,0.01318238213399503,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2022-04,28.0,255,0.6785814699695615,,0.0423808982715186,0.5286103542234333,0.4392156862745098,0.08939466794892348,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2022-05,29.0,280,0.6785814699695615,,0.0387591593875843,0.5518987341772152,0.4785714285714286,0.07332730560578665,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2022-06,30.0,290,0.6785814699695615,,0.1050502430856863,0.6025316455696202,0.4724137931034483,0.13011785246617197,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2022-07,31.0,279,0.6785814699695615,,0.1219371405586528,0.6226415094339622,0.4946236559139785,0.12801785351998374,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2022-08,32.0,271,0.6785814699695615,,0.062772634858562,0.5831062670299727,0.4760147601476014,0.10709150688237129,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2022-09,33.0,237,0.6785814699695615,,0.1253108574811505,0.5366568914956011,0.4725738396624472,0.06408305183315394,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2022-10,34.0,304,0.6785814699695615,,0.1011122298048447,0.5767326732673267,0.5263157894736842,0.05041688379364251,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2022-11,35.0,241,0.6785814699695615,,0.0617589314377965,0.512396694214876,0.4813278008298755,0.031068893385000518,0,-1.0265186621478888,stackoverflow::apache-spark,0.0,-0.696576542711502
stackoverflow,apache-spark,2022-12,36.0,257,0.6785814699695615,,0.0703465024114915,0.5702005730659025,0.3852140077821012,0.18498656528380136,1,0.9169805168197676,stackoverflow::apache-spark,0.6785814699695615,0.6222459870370061
stackoverflow,apache-spark,2023-01,37.0,228,0.6785814699695615,,0.1221571999566065,0.5949367088607594,0.4517543859649123,0.14318232289584715,1,1.0695356832578975,stackoverflow::apache-spark,0.6785814699695615,0.7257670961300434
stackoverflow,apache-spark,2023-02,38.0,220,0.6785814699695615,,0.1090793063417293,0.573208722741433,0.4454545454545454,0.1277541772868876,1,1.0907751740780631,stackoverflow::apache-spark,0.6785814699695615,0.7401798210321964
stackoverflow,apache-spark,2023-03,39.0,205,0.6785814699695615,,0.0621720365445181,0.5614035087719298,0.4390243902439024,0.12237911852802741,1,1.1046366938343386,stackoverflow::apache-spark,0.6785814699695615,0.749585991484422
stackoverflow,apache-spark,2023-04,40.0,152,0.6785814699695615,,0.1579044598452021,0.5585585585585585,0.4342105263157895,0.12434803224276902,1,1.1241669951686228,stackoverflow::apache-spark,0.6785814699695615,0.762838892072789
stackoverflow,apache-spark,2023-05,41.0,169,0.6785814699695615,,0.0606485839705147,0.5061224489795918,0.4142011834319526,0.09192126554763919,1,1.1129732943112054,stackoverflow::apache-spark,0.6785814699695615,0.7552430540905631
stackoverflow,apache-spark,2023-06,42.0,166,0.6785814699695615,,0.1447996411606708,0.5130434782608696,0.463855421686747,0.04918805657412262,1,1.0867814541979803,stackoverflow::apache-spark,0.6785814699695615,0.7374697567253231
stackoverflow,apache-spark,2023-07,43.0,146,0.6785814699695615,,0.105884975383834,0.5194174757281553,0.3698630136986301,0.14955446202952521,1,0.9898725818734396,stackoverflow::apache-spark,0.6785814699695615,0.6717091916902438
stackoverflow,apache-spark,2023-08,44.0,158,0.6785814699695615,,0.0746975450055421,0.5980861244019139,0.4683544303797468,0.1297316940221671,1,0.9253188388760716,stackoverflow::apache-spark,0.6785814699695615,0.6279042178750525
stackoverflow,apache-spark,2023-09,45.0,126,0.6785814699695615,,0.1079947245608484,0.4475138121546961,0.4206349206349206,0.026878891519775516,1,0.9335644841020356,stackoverflow::apache-spark,0.6785814699695615,0.6334995599333346
stackoverflow,apache-spark,2023-10,46.0,139,0.6785814699695615,,0.0786976545995565,0.5783783783783784,0.4964028776978417,0.08197550068053666,1,0.9365620085004364,stackoverflow::apache-spark,0.6785814699695615,0.635533624445871
stackoverflow,apache-spark,2023-11,47.0,97,0.6785814699695615,,0.1994103259739078,0.4701986754966887,0.422680412371134,0.04751826312555468,1,0.9443248097036234,stackoverflow::apache-spark,0.6785814699695615,0.6408013174974112
stackoverflow,apache-spark,2023-12,48.0,76,0.6785814699695615,,0.0866424721016708,0.36,0.3815789473684211,-0.021578947368421086,1,0.931478609386297,stackoverflow::apache-spark,0.6785814699695615,0.6320841240025564
stackoverflow,apache-spark,2024-01,49.0,82,0.6785814699695615,,-0.0056513601659105,0.4016393442622951,0.3536585365853658,0.047980807676929305,1,0.955245360187726,stackoverflow::apache-spark,0.6785814699695615,0.6482118006977903
stackoverflow,apache-spark,2024-02,50.0,90,0.6785814699695615,,0.0703608761035661,0.4087591240875912,0.4111111111111111,-0.002351987023519908,1,0.9512597482887946,stackoverflow::apache-spark,0.6785814699695615,0.6455072383166852
stackoverflow,apache-spark,2024-03,51.0,94,0.6785814699695615,,0.110821731499573,0.5073529411764706,0.4574468085106383,0.04990613266583227,1,0.9241037505892032,stackoverflow::apache-spark,0.6785814699695615,0.6270796814792066
stackoverflow,apache-spark,2024-04,52.0,85,0.6785814699695615,,0.1326075650773921,0.5118110236220472,0.3647058823529411,0.14710514126910612,1,0.893771288491975,stackoverflow::apache-spark,0.6785814699695615,0.6064966347614734
stackoverflow,apache-spark,2024-05,53.0,70,0.6785814699695615,,0.2198861700974665,0.3565217391304348,0.4,-0.043478260869565244,1,0.9001548162587621,stackoverflow::apache-spark,0.6785814699695615,0.6108283784170513
stackoverflow,apache-spark,2024-06,54.0,71,0.6785814699695615,,0.1762736801785194,0.3761467889908257,0.352112676056338,0.024034112934487706,1,0.9105996096502342,stackoverflow::apache-spark,0.6785814699695615,0.6179160216701648
stackoverflow,apache-spark,2024-07,55.0,75,0.6785814699695615,,0.1302427512089388,0.4473684210526316,0.44,0.00736842105263158,1,0.8185696544784788,stackoverflow::apache-spark,0.6785814699695615,0.5554661994084822
stackoverflow,apache-spark,2024-08,56.0,67,0.6785814699695615,,0.1183539988725808,0.5494505494505495,0.2686567164179104,0.2807938330326391,1,0.7943736899120964,stackoverflow::apache-spark,0.6785814699695615,0.539047266205695
