tag,month_id,exposure_index,exposure_group,exposure_rank,n_questions,accepted_rate,mean_answer_count,mean_score,mean_log_views,mean_log_answers,routine_keyword_share,post_chatgpt,log_questions,time_index,time_post,month_order,exposure_post
apache-spark,2021-01,-0.2372010307165302,Mid Exposure,12,660,0.5545454545454546,1.1075757575757577,0.7272727272727273,5.822211076539187,0.6833291806738204,0.5393939393939394,0,6.493753839851686,1,0,2021-01,-0.0
apache-spark,2021-02,-0.2372010307165302,Mid Exposure,12,723,0.5491009681881052,1.0926694329183955,0.6154910096818811,5.7863576924426265,0.6779827524340328,0.5961272475795297,0,6.584791392385716,2,0,2021-02,-0.0
apache-spark,2021-03,-0.2372010307165302,Mid Exposure,12,711,0.5049226441631505,0.9985935302390999,0.5710267229254571,5.724519750573786,0.6343857197362598,0.5457102672292545,0,6.568077911411976,3,0,2021-03,-0.0
apache-spark,2021-04,-0.2372010307165302,Mid Exposure,12,627,0.46570972886762363,0.9984051036682615,0.7926634768740032,5.760680826599315,0.6380055604627084,0.5390749601275917,0,6.4425401664681985,4,0,2021-04,-0.0
apache-spark,2021-05,-0.2372010307165302,Mid Exposure,12,574,0.43031358885017423,0.975609756097561,0.813588850174216,5.698338972160961,0.6192678950245833,0.5383275261324042,0,6.354370040797351,5,0,2021-05,-0.0
apache-spark,2021-06,-0.2372010307165302,Mid Exposure,12,523,0.39579349904397704,0.9483747609942639,0.5487571701720841,5.627222166636701,0.6065824288800664,0.5678776290630975,0,6.261491684321042,6,0,2021-06,-0.0
apache-spark,2021-07,-0.2372010307165302,Mid Exposure,12,569,0.40421792618629176,1.0017574692442883,0.7592267135325131,5.66887662741631,0.6318792053869764,0.5536028119507909,0,6.345636360828596,7,0,2021-07,-0.0
apache-spark,2021-08,-0.2372010307165302,Mid Exposure,12,560,0.4392857142857143,1.0267857142857142,0.8160714285714286,5.751049560502598,0.6429445803135282,0.5660714285714286,0,6.329720905522696,8,0,2021-08,-0.0
apache-spark,2021-09,-0.2372010307165302,Mid Exposure,12,583,0.39622641509433965,0.9691252144082333,1.0222984562607205,5.6051876929935744,0.6112329185503311,0.5385934819897084,0,6.369900982828227,9,0,2021-09,-0.0
apache-spark,2021-10,-0.2372010307165302,Mid Exposure,12,535,0.41495327102803736,0.994392523364486,0.7532710280373832,5.676660384500783,0.6198901394004425,0.5532710280373832,0,6.284134161070802,10,0,2021-10,-0.0
apache-spark,2021-11,-0.2372010307165302,Mid Exposure,12,575,0.47130434782608693,1.0695652173913044,0.8,5.785147699164998,0.6635437497153285,0.5721739130434783,0,6.3561076606958915,11,0,2021-11,-0.0
apache-spark,2021-12,-0.2372010307165302,Mid Exposure,12,516,0.4050387596899225,1.0484496124031009,0.8972868217054264,5.75406658992598,0.6476366361568282,0.5406976744186046,0,6.248042874508429,12,0,2021-12,-0.0
apache-spark,2022-01,-0.2372010307165302,Mid Exposure,12,571,0.4273204903677758,0.9404553415061296,0.7740805604203153,5.732147564842775,0.5995005610393502,0.563922942206655,0,6.349138991379798,13,0,2022-01,-0.0
apache-spark,2022-02,-0.2372010307165302,Mid Exposure,12,564,0.40070921985815605,0.9148936170212766,0.5673758865248227,5.642548215256962,0.5860464357634221,0.5195035460992907,0,6.336825731146441,14,0,2022-02,-0.0
apache-spark,2022-03,-0.2372010307165302,Mid Exposure,12,686,0.2478134110787172,0.6399416909620991,0.43731778425655976,5.158134317870252,0.4079463958043708,0.5189504373177842,0,6.532334292222349,15,0,2022-03,-0.0
apache-spark,2022-04,-0.2372010307165302,Mid Exposure,12,606,0.264026402640264,0.7095709570957096,0.4042904290429043,5.166702404344536,0.45103357976515984,0.4933993399339934,0,6.408528791059498,16,0,2022-04,-0.0
apache-spark,2022-05,-0.2372010307165302,Mid Exposure,12,688,0.27906976744186046,0.7107558139534884,0.36627906976744184,4.995676540301743,0.45280164799854616,0.5101744186046512,0,6.535241271013659,17,0,2022-05,-0.0
apache-spark,2022-06,-0.2372010307165302,Mid Exposure,12,669,0.31988041853512705,0.7847533632286996,0.4439461883408072,4.870946624228649,0.4900198327097873,0.5426008968609866,0,6.507277712385012,18,0,2022-06,-0.0
apache-spark,2022-07,-0.2372010307165302,Mid Exposure,12,652,0.3174846625766871,0.7684049079754601,0.37576687116564417,4.757252791427212,0.4846245820432378,0.5398773006134969,0,6.481577129276431,19,0,2022-07,-0.0
apache-spark,2022-08,-0.2372010307165302,Mid Exposure,12,621,0.29790660225442833,0.7745571658615137,0.3961352657004831,4.692059241411757,0.48255566942406536,0.5104669887278583,0,6.432940092739179,20,0,2022-08,-0.0
apache-spark,2022-09,-0.2372010307165302,Mid Exposure,12,585,0.27350427350427353,0.7008547008547008,0.40683760683760684,4.437426731636175,0.44383885005689216,0.5230769230769231,0,6.373319789577012,21,0,2022-09,-0.0
apache-spark,2022-10,-0.2372010307165302,Mid Exposure,12,642,0.3426791277258567,0.7772585669781932,0.308411214953271,4.343715617328044,0.4900950921062464,0.4937694704049844,0,6.466144724237619,22,0,2022-10,-0.0
apache-spark,2022-11,-0.2372010307165302,Mid Exposure,12,612,0.26633986928104575,0.6764705882352942,0.2973856209150327,4.075510403627091,0.4264841586891904,0.5392156862745098,0,6.418364935936212,23,0,2022-11,-0.0
apache-spark,2022-12,-0.2372010307165302,Mid Exposure,12,540,0.24814814814814815,0.7407407407407407,0.3333333333333333,4.103438072373506,0.4760770417881448,0.5518518518518518,1,6.293419278846481,24,1,2022-12,-0.2372010307165302
apache-spark,2023-01,-0.2372010307165302,Mid Exposure,12,500,0.3,0.792,0.278,3.8740728719552404,0.5007984957293797,0.532,1,6.2166061010848646,25,2,2023-01,-0.2372010307165302
apache-spark,2023-02,-0.2372010307165302,Mid Exposure,12,537,0.21973929236499068,0.6573556797020484,0.15828677839851024,3.5249796624189322,0.4109624899371908,0.5381750465549349,1,6.2878585601617845,26,3,2023-02,-0.2372010307165302
apache-spark,2023-03,-0.2372010307165302,Mid Exposure,12,84,0.07142857142857142,0.40476190476190477,-0.07142857142857142,2.906426701876989,0.26686042677655974,0.36904761904761907,1,4.442651256490317,27,4,2023-03,-0.2372010307165302
bash,2021-01,1.0854312020281593,High Exposure,4,573,0.5287958115183246,1.300174520069808,0.462478184991274,5.043329676027563,0.7400266538279505,0.4083769633507853,0,6.352629396319567,1,0,2021-01,0.0
bash,2021-02,1.0854312020281593,High Exposure,4,614,0.5228013029315961,1.214983713355049,0.33876221498371334,5.198862407430865,0.7042036397826489,0.40553745928338764,0,6.421622267806518,2,0,2021-02,0.0
bash,2021-03,1.0854312020281593,High Exposure,4,712,0.5323033707865169,1.2865168539325842,0.48174157303370785,5.110107335628605,0.748802834585201,0.45646067415730335,0,6.569481420414296,3,0,2021-03,0.0
bash,2021-04,1.0854312020281593,High Exposure,4,676,0.4911242603550296,1.279585798816568,0.4408284023668639,5.132344293231713,0.7431035092877388,0.40236686390532544,0,6.517671272912275,4,0,2021-04,0.0
bash,2021-05,1.0854312020281593,High Exposure,4,614,0.5244299674267101,1.1970684039087949,0.23127035830618892,5.121530722795356,0.710484344293666,0.4169381107491857,0,6.421622267806518,5,0,2021-05,0.0
bash,2021-06,1.0854312020281593,High Exposure,4,607,0.5271828665568369,1.3196046128500825,0.2602965403624382,5.125516800981428,0.7602762656499255,0.43657331136738053,0,6.410174881966167,6,0,2021-06,0.0
bash,2021-07,1.0854312020281593,High Exposure,4,553,0.5244122965641953,1.3236889692585896,0.5895117540687161,5.14067535758031,0.7631164886263377,0.4321880650994575,0,6.317164686747284,7,0,2021-07,0.0
bash,2021-08,1.0854312020281593,High Exposure,4,554,0.5252707581227437,1.312274368231047,0.11371841155234658,5.063959372531096,0.7548696460570029,0.40252707581227437,0,6.318968113746434,8,0,2021-08,0.0
bash,2021-09,1.0854312020281593,High Exposure,4,514,0.5369649805447471,1.245136186770428,0.11089494163424124,5.019052120614101,0.7354031442979331,0.4046692607003891,0,6.244166900663736,9,0,2021-09,0.0
bash,2021-10,1.0854312020281593,High Exposure,4,612,0.5669934640522876,1.3251633986928104,0.3349673202614379,5.115261761102438,0.7573555033906239,0.4395424836601307,0,6.418364935936212,10,0,2021-10,0.0
bash,2021-11,1.0854312020281593,High Exposure,4,688,0.5058139534883721,1.3284883720930232,0.3430232558139535,5.046711091197403,0.7541162864094134,0.4418604651162791,0,6.535241271013659,11,0,2021-11,0.0
bash,2021-12,1.0854312020281593,High Exposure,4,565,0.5008849557522124,1.3539823008849559,0.2849557522123894,4.9302165801179205,0.761385787675319,0.4690265486725664,0,6.338594078203183,12,0,2021-12,0.0
bash,2022-01,1.0854312020281593,High Exposure,4,688,0.5130813953488372,1.3517441860465116,0.33575581395348836,5.091095035645025,0.7680856089888103,0.4113372093023256,0,6.535241271013659,13,0,2022-01,0.0
bash,2022-02,1.0854312020281593,High Exposure,4,657,0.4824961948249619,1.2846270928462709,0.3120243531202435,5.008629995735249,0.7325884394122912,0.4611872146118721,0,6.489204931325317,14,0,2022-02,0.0
bash,2022-03,1.0854312020281593,High Exposure,4,684,0.4502923976608187,1.2207602339181287,0.28654970760233917,4.863433749088212,0.6948111976736476,0.4342105263157895,0,6.529418838262226,15,0,2022-03,0.0
bash,2022-04,1.0854312020281593,High Exposure,4,682,0.46480938416422285,1.2126099706744868,0.21407624633431085,4.772658738536041,0.6983289098737,0.44868035190615835,0,6.52649485957079,16,0,2022-04,0.0
bash,2022-05,1.0854312020281593,High Exposure,4,628,0.4713375796178344,1.3184713375796178,0.2929936305732484,4.708221578763425,0.7289024035412204,0.46178343949044587,0,6.444131256700441,17,0,2022-05,0.0
bash,2022-06,1.0854312020281593,High Exposure,4,634,0.47634069400630913,1.3454258675078865,0.20977917981072555,4.551695955621145,0.7399199615322939,0.44952681388012616,0,6.453624998892692,18,0,2022-06,0.0
bash,2022-07,1.0854312020281593,High Exposure,4,638,0.46551724137931033,1.3557993730407523,0.3683385579937304,4.588901857605422,0.7396702062349703,0.43573667711598746,0,6.459904454377535,19,0,2022-07,0.0
bash,2022-08,1.0854312020281593,High Exposure,4,600,0.49666666666666665,1.3183333333333334,0.20833333333333334,4.373161739344553,0.748138492450884,0.44666666666666666,0,6.398594934535208,20,0,2022-08,0.0
bash,2022-09,1.0854312020281593,High Exposure,4,527,0.45351043643263755,1.2637571157495255,0.15939278937381404,4.243370542340706,0.7233878885665841,0.4459203036053131,0,6.269096283706261,21,0,2022-09,0.0
bash,2022-10,1.0854312020281593,High Exposure,4,583,0.4339622641509434,1.1320754716981132,0.0634648370497427,4.017579163477153,0.6514786973411372,0.4202401372212693,0,6.369900982828227,22,0,2022-10,0.0
bash,2022-11,1.0854312020281593,High Exposure,4,610,0.39672131147540984,1.0950819672131147,0.11147540983606558,3.8494571806273026,0.6360257312078279,0.4491803278688525,0,6.415096959171596,23,0,2022-11,0.0
bash,2022-12,1.0854312020281593,High Exposure,4,540,0.4462962962962963,1.212962962962963,0.025925925925925925,3.99949598790872,0.7073526886272846,0.4722222222222222,1,6.293419278846481,24,1,2022-12,1.0854312020281593
bash,2023-01,1.0854312020281593,High Exposure,4,564,0.4521276595744681,1.2109929078014185,0.17198581560283688,3.85738190346511,0.684023144561282,0.4078014184397163,1,6.336825731146441,25,2,2023-01,1.0854312020281593
bash,2023-02,1.0854312020281593,High Exposure,4,520,0.3903846153846154,1.1519230769230768,0.04807692307692308,3.6880538191066,0.6401714174193516,0.4230769230769231,1,6.255750041753367,26,3,2023-02,1.0854312020281593
bash,2023-03,1.0854312020281593,High Exposure,4,60,0.25,0.8666666666666667,0.05,3.437670678634214,0.505288048353724,0.3333333333333333,1,4.110873864173311,27,4,2023-03,1.0854312020281593
csv,2021-01,1.4228963119133813,High Exposure,2,495,0.4202020202020202,1.1353535353535353,0.27070707070707073,5.207906991617773,0.6895430820347844,0.8787878787878788,0,6.206575926724928,1,0,2021-01,0.0
csv,2021-02,1.4228963119133813,High Exposure,2,519,0.47784200385356457,1.2177263969171483,0.43352601156069365,5.209928650475493,0.7297235113609122,0.8940269749518305,0,6.253828811575473,2,0,2021-02,0.0
csv,2021-03,1.4228963119133813,High Exposure,2,634,0.471608832807571,1.108832807570978,0.29337539432176657,5.0563465184786,0.6753361131977662,0.8722397476340694,0,6.453624998892692,3,0,2021-03,0.0
csv,2021-04,1.4228963119133813,High Exposure,2,551,0.47005444646098005,1.1234119782214156,0.38475499092558985,5.081257255696551,0.6823635447342928,0.8602540834845736,0,6.313548046277095,4,0,2021-04,0.0
csv,2021-05,1.4228963119133813,High Exposure,2,536,0.44029850746268656,1.1492537313432836,0.23880597014925373,5.1153184686477235,0.6953126955148708,0.8805970149253731,0,6.285998094508865,5,0,2021-05,0.0
csv,2021-06,1.4228963119133813,High Exposure,2,487,0.433264887063655,1.135523613963039,0.18480492813141683,5.162563994034567,0.691065208181591,0.8850102669404517,0,6.1903154058531475,6,0,2021-06,0.0
csv,2021-07,1.4228963119133813,High Exposure,2,527,0.4838709677419355,1.1764705882352942,0.19734345351043645,5.31666939964498,0.7027921606633746,0.8747628083491461,0,6.269096283706261,7,0,2021-07,0.0
csv,2021-08,1.4228963119133813,High Exposure,2,471,0.4734607218683652,1.1719745222929936,0.1910828025477707,5.2431156993107075,0.7054105599549925,0.8556263269639066,0,6.156978985585555,8,0,2021-08,0.0
csv,2021-09,1.4228963119133813,High Exposure,2,457,0.474835886214442,1.2035010940919038,0.19037199124726478,5.202328046958631,0.7206958467853507,0.8905908096280087,0,6.126869184114185,9,0,2021-09,0.0
csv,2021-10,1.4228963119133813,High Exposure,2,475,0.39789473684210525,1.12,0.3157894736842105,5.296955817541104,0.6702425840427053,0.8505263157894737,0,6.16541785423142,10,0,2021-10,0.0
csv,2021-11,1.4228963119133813,High Exposure,2,491,0.4663951120162933,1.1221995926680244,0.22606924643584522,5.161011767628832,0.6812327735178779,0.8472505091649695,0,6.198478716492308,11,0,2021-11,0.0
csv,2021-12,1.4228963119133813,High Exposure,2,462,0.4090909090909091,1.1147186147186148,0.23160173160173161,5.147150690140855,0.6833088180370542,0.8874458874458875,0,6.137727054086234,12,0,2021-12,0.0
csv,2022-01,1.4228963119133813,High Exposure,2,474,0.4704641350210971,1.2046413502109705,0.3291139240506329,5.300235950612249,0.7069581267926842,0.8776371308016878,0,6.163314804034641,13,0,2022-01,0.0
csv,2022-02,1.4228963119133813,High Exposure,2,477,0.41509433962264153,1.121593291404612,0.2830188679245283,5.317072540067151,0.6864104884166446,0.89937106918239,0,6.169610732491456,14,0,2022-02,0.0
csv,2022-03,1.4228963119133813,High Exposure,2,591,0.37055837563451777,0.9255499153976311,0.19289340101522842,5.088011678710947,0.56682137812714,0.8730964467005076,0,6.3835066348840055,15,0,2022-03,0.0
csv,2022-04,1.4228963119133813,High Exposure,2,542,0.3671586715867159,0.9317343173431735,0.22509225092250923,4.874158325053344,0.5580403937562124,0.8745387453874539,0,6.297109319933935,16,0,2022-04,0.0
csv,2022-05,1.4228963119133813,High Exposure,2,513,0.32748538011695905,0.9317738791423001,0.15204678362573099,4.8329671621602905,0.5711734638841679,0.8635477582846004,0,6.2422232654551655,17,0,2022-05,0.0
csv,2022-06,1.4228963119133813,High Exposure,2,501,0.3852295409181637,0.9600798403193613,0.22954091816367264,4.705465016930461,0.5792887223420563,0.8782435129740519,0,6.218600119691729,18,0,2022-06,0.0
csv,2022-07,1.4228963119133813,High Exposure,2,523,0.38049713193116635,1.0076481835564053,0.13766730401529637,4.529632931619082,0.6107447493214782,0.8852772466539197,0,6.261491684321042,19,0,2022-07,0.0
csv,2022-08,1.4228963119133813,High Exposure,2,502,0.33266932270916333,0.9860557768924303,0.1553784860557769,4.398216931857587,0.5913711943074555,0.896414342629482,0,6.220590170099739,20,0,2022-08,0.0
csv,2022-09,1.4228963119133813,High Exposure,2,418,0.35167464114832536,1.0119617224880382,0.18660287081339713,4.285685056030564,0.6102209141434328,0.8755980861244019,0,6.037870919922137,21,0,2022-09,0.0
csv,2022-10,1.4228963119133813,High Exposure,2,510,0.34705882352941175,0.9725490196078431,0.08627450980392157,4.075028088022342,0.5995857663041324,0.8686274509803922,0,6.236369590203704,22,0,2022-10,0.0
csv,2022-11,1.4228963119133813,High Exposure,2,552,0.3007246376811594,0.8840579710144928,0.06159420289855073,3.8161675341341814,0.543465849380746,0.8442028985507246,0,6.315358001522335,23,0,2022-11,0.0
csv,2022-12,1.4228963119133813,High Exposure,2,455,0.3274725274725275,0.9406593406593406,0.10989010989010989,3.933109689955311,0.5664210218347453,0.8857142857142857,1,6.1224928095143865,24,1,2022-12,1.4228963119133813
csv,2023-01,1.4228963119133813,High Exposure,2,413,0.35108958837772397,1.0217917675544794,0.17675544794188863,3.803821716442237,0.6070917202059121,0.864406779661017,1,6.025865973825314,25,2,2023-01,1.4228963119133813
csv,2023-02,1.4228963119133813,High Exposure,2,376,0.23138297872340424,0.7632978723404256,-0.13829787234042554,3.4700836989300936,0.4649804631656316,0.8856382978723404,1,5.932245187448011,26,3,2023-02,1.4228963119133813
csv,2023-03,1.4228963119133813,High Exposure,2,70,0.15714285714285714,0.9142857142857143,-0.2571428571428571,3.1987207465926555,0.5464918428547391,0.9285714285714286,1,4.2626798770413155,27,4,2023-03,1.4228963119133813
docker,2021-01,-0.9871119057487143,Low Exposure,17,1421,0.36030964109781843,1.0014074595355384,1.4813511611541168,6.279662650174865,0.6073919562671708,0.28430682617874736,0,7.259819610363186,1,0,2021-01,-0.0
docker,2021-02,-0.9871119057487143,Low Exposure,17,1329,0.3965387509405568,1.0489089541008276,1.5447705041384499,6.271940533032835,0.6293938813876019,0.2528216704288939,0,7.1929342212158,2,0,2021-02,-0.0
docker,2021-03,-0.9871119057487143,Low Exposure,17,1543,0.3694102397926118,1.0142579390797148,1.3681140635126376,6.237544473682439,0.6139148908820506,0.27997407647440054,0,7.342131730584722,3,0,2021-03,-0.0
docker,2021-04,-0.9871119057487143,Low Exposure,17,1312,0.36051829268292684,1.03125,1.2278963414634145,6.189323566187977,0.6158182597529304,0.29573170731707316,0,7.180069874302796,4,0,2021-04,-0.0
docker,2021-05,-0.9871119057487143,Low Exposure,17,1373,0.32847778587035686,0.9621267297887837,1.104151493080845,6.2072977786921735,0.5899046957787804,0.3029861616897305,0,7.2254814727822945,5,0,2021-05,-0.0
docker,2021-06,-0.9871119057487143,Low Exposure,17,1283,0.33982852689010135,0.9883086515978177,1.0818394388152768,6.179443050390849,0.5964292132660524,0.303975058456742,0,7.157735484249907,6,0,2021-06,-0.0
docker,2021-07,-0.9871119057487143,Low Exposure,17,1301,0.3259031514219831,0.9262106072252114,1.1406610299769409,6.10506835462309,0.5699120486499459,0.3066871637202152,0,7.171656822768514,7,0,2021-07,-0.0
docker,2021-08,-0.9871119057487143,Low Exposure,17,1346,0.34546805349182763,0.9316493313521546,0.962852897473997,6.022885147606596,0.5812162619807097,0.3135215453194651,0,7.205635176410364,8,0,2021-08,-0.0
docker,2021-09,-0.9871119057487143,Low Exposure,17,1335,0.349063670411985,0.9235955056179775,0.9393258426966292,6.021566745469616,0.5780237349946525,0.2853932584269663,0,7.197435354096591,9,0,2021-09,-0.0
docker,2021-10,-0.9871119057487143,Low Exposure,17,1272,0.35691823899371067,0.9599056603773585,0.9968553459119497,6.036632091192124,0.5907577981383304,0.2940251572327044,0,7.149131598557407,10,0,2021-10,-0.0
docker,2021-11,-0.9871119057487143,Low Exposure,17,1202,0.34359400998336104,0.867720465890183,0.8743760399334443,6.014834019013959,0.5432866256609215,0.2978369384359401,0,7.0925737159746784,11,0,2021-11,-0.0
docker,2021-12,-0.9871119057487143,Low Exposure,17,1257,0.32856006364359586,0.9220365950676214,1.0914876690533015,6.036795012892295,0.5661162032013103,0.2744630071599045,0,7.1372784372603855,12,0,2021-12,-0.0
docker,2022-01,-0.9871119057487143,Low Exposure,17,1323,0.34618291761148906,0.9198790627362056,0.9009826152683296,6.110049144575633,0.5681260077557632,0.327286470143613,0,7.188412736496954,13,0,2022-01,-0.0
docker,2022-02,-0.9871119057487143,Low Exposure,17,1218,0.32922824302134646,0.9359605911330049,1.1247947454844007,6.136441761253625,0.566321292226853,0.32676518883415434,0,7.105786129481271,14,0,2022-02,-0.0
docker,2022-03,-0.9871119057487143,Low Exposure,17,1501,0.25849433710859426,0.7201865423051299,0.5989340439706862,5.857199745924042,0.4505811250040057,0.3037974683544304,0,7.31455283232408,15,0,2022-03,-0.0
docker,2022-04,-0.9871119057487143,Low Exposure,17,1513,0.278916060806345,0.7131526768010575,0.5723727693324521,5.751729987098033,0.44960346331355505,0.3132848645076008,0,7.322510433997394,16,0,2022-04,-0.0
docker,2022-05,-0.9871119057487143,Low Exposure,17,1618,0.2484548825710754,0.7082818294190358,0.6124845488257108,5.581094448303838,0.43858724060099513,0.2985166872682324,0,7.389563953677635,17,0,2022-05,-0.0
docker,2022-06,-0.9871119057487143,Low Exposure,17,1559,0.26234765875561256,0.7004490057729313,0.4868505452212957,5.3779913709560985,0.4435092411525865,0.29634381013470174,0,7.352441100243583,18,0,2022-06,-0.0
docker,2022-07,-0.9871119057487143,Low Exposure,17,1547,0.22882999353587588,0.669683257918552,0.4718810601163542,5.183186270183713,0.4238686455168691,0.3025210084033613,0,7.344719054149673,19,0,2022-07,-0.0
docker,2022-08,-0.9871119057487143,Low Exposure,17,1534,0.2405475880052151,0.6584093872229465,0.44784876140808344,5.111887028213589,0.42089558927406107,0.2894393741851369,0,7.336285660021297,20,0,2022-08,-0.0
docker,2022-09,-0.9871119057487143,Low Exposure,17,1506,0.2589641434262948,0.6746347941567065,0.3565737051792829,4.896952344921019,0.43323625683173256,0.299468791500664,0,7.317876198626496,21,0,2022-09,-0.0
