primary_tag,month_id,n_questions,time_index,high_tag,exposure_index,predicted_exposure_mean,residual_queue_complexity_index_mean,first_answer_1d_rate,first_answer_1d_denom,first_answer_7d_rate,first_answer_7d_denom,accepted_30d_rate,accepted_30d_denom,response_cert_gap,post_chatgpt,high_post,chatgpt_z
awk,2020-11,17,11,1,4.381889664988909,4.336538878412922,0.5294117647058824,0.35294117647058826,17.0,0.35294117647058826,17.0,0.4117647058823529,17.0,-0.05882352941176466,0,0,-1.0265186621478888
awk,2020-12,7,12,1,4.381889664988909,4.3676488367601705,0.5714285714285713,0.7142857142857143,7.0,0.7142857142857143,7.0,0.2857142857142857,7.0,0.4285714285714286,0,0,-1.0265186621478888
awk,2021-01,25,13,1,4.381889664988909,4.367996937745755,0.52,0.52,25.0,0.52,25.0,0.28,25.0,0.24,0,0,-1.0265186621478888
awk,2021-02,16,14,1,4.381889664988909,4.389666537236113,0.53125,0.5,16.0,0.5,16.0,0.125,16.0,0.375,0,0,-1.0265186621478888
awk,2021-03,14,15,1,4.381889664988909,4.368670996981984,0.5357142857142857,0.35714285714285715,14.0,0.42857142857142855,14.0,0.35714285714285715,14.0,0.0,0,0,-1.0265186621478888
awk,2021-04,15,16,1,4.381889664988909,4.381363561862199,0.5333333333333333,0.4666666666666667,15.0,0.4666666666666667,15.0,0.3333333333333333,15.0,0.13333333333333336,0,0,-1.0265186621478888
awk,2021-05,29,17,1,4.381889664988909,4.402017487336145,0.5172413793103449,0.5172413793103449,29.0,0.5172413793103449,29.0,0.3793103448275862,29.0,0.13793103448275867,0,0,-1.0265186621478888
awk,2021-06,11,18,1,4.381889664988909,4.451611582611813,0.5454545454545454,0.6363636363636364,11.0,0.6363636363636364,11.0,0.2727272727272727,11.0,0.36363636363636365,0,0,-1.0265186621478888
awk,2021-07,19,19,1,4.381889664988909,4.404127338565273,0.5263157894736842,0.3684210526315789,19.0,0.3684210526315789,19.0,0.21052631578947367,19.0,0.15789473684210525,0,0,-1.0265186621478888
awk,2021-08,14,20,1,4.381889664988909,4.451322984871853,0.5357142857142857,0.35714285714285715,14.0,0.35714285714285715,14.0,0.2857142857142857,14.0,0.07142857142857145,0,0,-1.0265186621478888
awk,2021-09,7,21,1,4.381889664988909,4.284322285778563,0.5714285714285713,0.5714285714285714,7.0,0.7142857142857143,7.0,0.14285714285714285,7.0,0.42857142857142855,0,0,-1.0265186621478888
awk,2021-10,9,22,1,4.381889664988909,4.4013763941761255,0.5555555555555556,0.3333333333333333,9.0,0.3333333333333333,9.0,0.1111111111111111,9.0,0.2222222222222222,0,0,-1.0265186621478888
awk,2021-11,7,23,1,4.381889664988909,4.341381067825934,0.5714285714285713,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0,0,-1.0265186621478888
awk,2021-12,9,24,1,4.381889664988909,4.451008948199143,0.5555555555555556,0.4444444444444444,9.0,0.4444444444444444,9.0,0.3333333333333333,9.0,0.1111111111111111,0,0,-1.0265186621478888
awk,2022-01,18,25,1,4.381889664988909,4.486946324123118,0.5277777777777778,0.5,18.0,0.5,18.0,0.16666666666666666,18.0,0.33333333333333337,0,0,-1.0265186621478888
awk,2022-02,10,26,1,4.381889664988909,4.295459590160321,0.55,0.6,10.0,0.7,10.0,0.3,10.0,0.3,0,0,-1.0265186621478888
awk,2022-03,8,27,1,4.381889664988909,4.2878934900706405,0.5625,0.5,8.0,0.5,8.0,0.375,8.0,0.125,0,0,-1.0265186621478888
awk,2022-04,6,28,1,4.381889664988909,4.339810473807662,0.5833333333333334,0.3333333333333333,6.0,0.5,6.0,0.5,6.0,-0.16666666666666669,0,0,-1.0265186621478888
awk,2022-05,8,29,1,4.381889664988909,4.458256210816276,0.5625,0.5,8.0,0.625,8.0,0.375,8.0,0.125,0,0,-1.0265186621478888
awk,2022-06,15,30,1,4.381889664988909,4.368146120353883,0.5333333333333333,0.4666666666666667,15.0,0.4666666666666667,15.0,0.2,15.0,0.26666666666666666,0,0,-1.0265186621478888
awk,2022-07,19,31,1,4.381889664988909,4.507104124148983,0.5263157894736843,0.5263157894736842,19.0,0.5263157894736842,19.0,0.5789473684210527,19.0,-0.052631578947368474,0,0,-1.0265186621478888
awk,2022-08,11,32,1,4.381889664988909,4.350486301801164,0.5454545454545454,0.6363636363636364,11.0,0.6363636363636364,11.0,0.2727272727272727,11.0,0.36363636363636365,0,0,-1.0265186621478888
awk,2022-09,17,33,1,4.381889664988909,4.343452075470053,0.5294117647058824,0.23529411764705882,17.0,0.23529411764705882,17.0,0.29411764705882354,17.0,-0.05882352941176472,0,0,-1.0265186621478888
awk,2022-10,15,34,1,4.381889664988909,4.414961861207143,0.5333333333333333,0.5333333333333333,15.0,0.5333333333333333,15.0,0.13333333333333333,15.0,0.4,0,0,-1.0265186621478888
awk,2022-11,10,35,1,4.381889664988909,4.329503406915702,0.55,0.3,10.0,0.3,10.0,0.3,10.0,0.0,0,0,-1.0265186621478888
awk,2022-12,13,36,1,4.381889664988909,4.24881246616545,0.5384615384615384,0.46153846153846156,13.0,0.46153846153846156,13.0,0.23076923076923078,13.0,0.23076923076923078,1,1,0.9169805168197676
awk,2023-01,7,37,1,4.381889664988909,4.267344095369156,0.5714285714285713,0.5714285714285714,7.0,0.5714285714285714,7.0,0.0,7.0,0.5714285714285714,1,1,1.0695356832578977
awk,2023-02,20,38,1,4.381889664988909,4.51784858080566,0.5250000000000001,0.25,20.0,0.25,20.0,0.45,20.0,-0.2,1,1,1.0907751740780631
awk,2023-03,20,39,1,4.381889664988909,4.454333494378894,0.525,0.3,20.0,0.35,20.0,0.25,20.0,0.04999999999999999,1,1,1.1046366938343386
awk,2023-04,10,40,1,4.381889664988909,4.466492265693523,0.55,0.0,10.0,0.0,10.0,0.2,10.0,-0.2,1,1,1.1241669951686228
awk,2023-05,4,41,1,4.381889664988909,4.397176440307286,0.625,0.75,4.0,0.75,4.0,0.5,4.0,0.25,1,1,1.1129732943112054
awk,2023-06,2,42,1,4.381889664988909,4.573495672077778,0.75,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1,1,1.0867814541979803
awk,2023-07,5,43,1,4.381889664988909,4.210987097436219,0.6,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1,1,0.9898725818734395
awk,2023-08,3,44,1,4.381889664988909,4.489611489117469,0.6666666666666666,0.3333333333333333,3.0,0.3333333333333333,3.0,0.3333333333333333,3.0,0.0,1,1,0.9253188388760717
awk,2023-09,5,45,1,4.381889664988909,4.477416816262524,0.6,0.4,5.0,0.4,5.0,0.2,5.0,0.2,1,1,0.9335644841020355
awk,2023-10,7,46,1,4.381889664988909,4.389575048409103,0.5714285714285713,0.7142857142857143,7.0,0.7142857142857143,7.0,0.14285714285714285,7.0,0.5714285714285714,1,1,0.9365620085004364
awk,2023-11,5,47,1,4.381889664988909,4.299188934974748,0.6,0.6,5.0,0.6,5.0,0.6,5.0,0.0,1,1,0.9443248097036234
awk,2024-01,5,49,1,4.381889664988909,4.320251575660928,0.6,0.4,5.0,0.4,5.0,0.0,5.0,0.4,1,1,0.9552453601877259
awk,2024-02,6,50,1,4.381889664988909,4.34111362040694,0.5833333333333334,0.3333333333333333,6.0,0.3333333333333333,6.0,0.3333333333333333,6.0,0.0,1,1,0.9512597482887946
awk,2024-03,2,51,1,4.381889664988909,4.643749331152603,0.75,0.0,2.0,0.5,2.0,0.0,2.0,0.0,1,1,0.9241037505892032
awk,2024-04,1,52,1,4.381889664988909,4.420570684340582,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,0.893771288491975
awk,2024-07,2,55,1,4.381889664988909,4.497972608841547,0.75,0.0,2.0,0.5,2.0,0.5,2.0,-0.5,1,1,0.8185696544784788
awk,2024-09,3,57,1,4.381889664988909,4.439180211391672,0.6666666666666666,0.3333333333333333,3.0,0.3333333333333333,3.0,0.3333333333333333,3.0,0.0,1,1,0.8537876941417065
awk,2024-11,4,59,1,4.381889664988909,4.521623910756088,0.625,1.0,4.0,1.0,4.0,0.5,4.0,0.5,1,1,0.9175319513804596
awk,2024-12,2,60,1,4.381889664988909,4.323268850908361,0.75,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1,1,0.9087605063697853
awk,2025-01,2,61,1,4.381889664988909,4.304975558918376,0.75,0.5,2.0,0.5,2.0,0.0,2.0,0.5,1,1,0.9618948738827183
awk,2025-02,1,62,1,4.381889664988909,4.470228604099378,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,0.9649936190048208
awk,2025-03,1,63,1,4.381889664988909,4.116904440780732,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,0.9784754355606526
awk,2025-06,3,66,1,4.381889664988909,4.326770418176323,0.6666666666666666,0.6666666666666666,3.0,0.6666666666666666,3.0,0.0,3.0,0.6666666666666666,1,1,1.058190044052818
awk,2025-08,1,68,1,4.381889664988909,4.450802551221504,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1.0250208709494477
awk,2025-09,1,69,1,4.381889664988909,4.463596313294571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1.0338027031579542
awk,2025-10,1,70,1,4.381889664988909,4.589710383087189,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1.0313242330467107
awk,2025-11,1,71,1,4.381889664988909,3.9050047959014216,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,1,1,1.0094705048817594
bash,2020-01,124,1,1,4.479157924996104,4.529780993142273,0.5040322580645161,0.41935483870967744,124.0,0.4435483870967742,124.0,0.23387096774193547,124.0,0.18548387096774197,0,0,-1.0265186621478888
bash,2020-02,114,2,1,4.479157924996104,4.479212241187708,0.5043859649122807,0.2894736842105263,114.0,0.2894736842105263,114.0,0.16666666666666666,114.0,0.12280701754385967,0,0,-1.0265186621478888
bash,2020-03,126,3,1,4.479157924996104,4.472880503710994,0.503968253968254,0.40476190476190477,126.0,0.42063492063492064,126.0,0.20634920634920634,126.0,0.19841269841269843,0,0,-1.0265186621478888
bash,2020-04,159,4,1,4.479157924996104,4.476089710868987,0.5031446540880505,0.3522012578616352,159.0,0.3522012578616352,159.0,0.16981132075471697,159.0,0.18238993710691823,0,0,-1.0265186621478888
bash,2020-05,154,5,1,4.479157924996104,4.464201683348121,0.5032467532467533,0.38311688311688313,154.0,0.3961038961038961,154.0,0.16883116883116883,154.0,0.2142857142857143,0,0,-1.0265186621478888
bash,2020-06,133,6,1,4.479157924996104,4.4712946442735975,0.5037593984962406,0.40601503759398494,133.0,0.42857142857142855,133.0,0.21052631578947367,133.0,0.19548872180451127,0,0,-1.0265186621478888
bash,2020-07,101,7,1,4.479157924996104,4.50734762999173,0.504950495049505,0.33663366336633666,101.0,0.3465346534653465,101.0,0.2079207920792079,101.0,0.12871287128712874,0,0,-1.0265186621478888
bash,2020-08,115,8,1,4.479157924996104,4.508228103359686,0.5043478260869566,0.3739130434782609,115.0,0.3826086956521739,115.0,0.20869565217391303,115.0,0.16521739130434784,0,0,-1.0265186621478888
bash,2020-09,106,9,1,4.479157924996104,4.4541068306404865,0.5047169811320754,0.2641509433962264,106.0,0.29245283018867924,106.0,0.16981132075471697,106.0,0.09433962264150944,0,0,-1.0265186621478888
bash,2020-10,126,10,1,4.479157924996104,4.454907340113308,0.503968253968254,0.30952380952380953,126.0,0.31746031746031744,126.0,0.20634920634920634,126.0,0.1031746031746032,0,0,-1.0265186621478888
bash,2020-11,94,11,1,4.479157924996104,4.448683344115217,0.5053191489361702,0.2872340425531915,94.0,0.2978723404255319,94.0,0.20212765957446807,94.0,0.08510638297872344,0,0,-1.0265186621478888
bash,2020-12,104,12,1,4.479157924996104,4.438774954802485,0.5048076923076924,0.34615384615384615,104.0,0.375,104.0,0.21153846153846154,104.0,0.1346153846153846,0,0,-1.0265186621478888
bash,2021-01,100,13,1,4.479157924996104,4.46693487903583,0.5050000000000001,0.31,100.0,0.35,100.0,0.14,100.0,0.16999999999999998,0,0,-1.0265186621478888
bash,2021-02,124,14,1,4.479157924996104,4.494887454961825,0.5040322580645162,0.27419354838709675,124.0,0.31451612903225806,124.0,0.12903225806451613,124.0,0.14516129032258063,0,0,-1.0265186621478888
bash,2021-03,134,15,1,4.479157924996104,4.5085161520726444,0.503731343283582,0.35074626865671643,134.0,0.373134328358209,134.0,0.1791044776119403,134.0,0.17164179104477614,0,0,-1.0265186621478888
bash,2021-04,97,16,1,4.479157924996104,4.462729961887549,0.5051546391752577,0.31958762886597936,97.0,0.3402061855670103,97.0,0.20618556701030927,97.0,0.11340206185567009,0,0,-1.0265186621478888
bash,2021-05,85,17,1,4.479157924996104,4.474172089369411,0.5058823529411766,0.29411764705882354,85.0,0.3058823529411765,85.0,0.21176470588235294,85.0,0.0823529411764706,0,0,-1.0265186621478888
bash,2021-06,108,18,1,4.479157924996104,4.47736067065281,0.5046296296296297,0.35185185185185186,108.0,0.3611111111111111,108.0,0.1574074074074074,108.0,0.19444444444444445,0,0,-1.0265186621478888
bash,2021-07,88,19,1,4.479157924996104,4.516204235023175,0.5056818181818182,0.3181818181818182,88.0,0.3181818181818182,88.0,0.17045454545454544,88.0,0.14772727272727273,0,0,-1.0265186621478888
bash,2021-08,82,20,1,4.479157924996104,4.481725688509832,0.5060975609756097,0.34146341463414637,82.0,0.35365853658536583,82.0,0.2073170731707317,82.0,0.13414634146341467,0,0,-1.0265186621478888
bash,2021-09,77,21,1,4.479157924996104,4.450518766500892,0.5064935064935066,0.45454545454545453,77.0,0.4805194805194805,77.0,0.22077922077922077,77.0,0.23376623376623376,0,0,-1.0265186621478888
bash,2021-10,107,22,1,4.479157924996104,4.5076570672974325,0.5046728971962616,0.2803738317757009,107.0,0.29906542056074764,107.0,0.2523364485981308,107.0,0.028037383177570097,0,0,-1.0265186621478888
bash,2021-11,100,23,1,4.479157924996104,4.477096277529623,0.5050000000000001,0.3,100.0,0.3,100.0,0.22,100.0,0.07999999999999999,0,0,-1.0265186621478888
bash,2021-12,90,24,1,4.479157924996104,4.411398624379382,0.5055555555555555,0.4111111111111111,90.0,0.4111111111111111,90.0,0.23333333333333334,90.0,0.17777777777777776,0,0,-1.0265186621478888
bash,2022-01,94,25,1,4.479157924996104,4.500362923524314,0.5053191489361702,0.2765957446808511,94.0,0.30851063829787234,94.0,0.18085106382978725,94.0,0.09574468085106383,0,0,-1.0265186621478888
bash,2022-02,90,26,1,4.479157924996104,4.464785632817292,0.5055555555555555,0.35555555555555557,90.0,0.35555555555555557,90.0,0.2,90.0,0.15555555555555556,0,0,-1.0265186621478888
bash,2022-03,82,27,1,4.479157924996104,4.4814992475383315,0.5060975609756097,0.24390243902439024,82.0,0.2804878048780488,82.0,0.13414634146341464,82.0,0.1097560975609756,0,0,-1.0265186621478888
bash,2022-04,88,28,1,4.479157924996104,4.5073823337780885,0.5056818181818182,0.2727272727272727,88.0,0.2840909090909091,88.0,0.19318181818181818,88.0,0.07954545454545453,0,0,-1.0265186621478888
bash,2022-05,81,29,1,4.479157924996104,4.462765496403936,0.5061728395061729,0.37037037037037035,81.0,0.38271604938271603,81.0,0.18518518518518517,81.0,0.18518518518518517,0,0,-1.0265186621478888
bash,2022-06,75,30,1,4.479157924996104,4.488623239017207,0.5066666666666667,0.30666666666666664,75.0,0.32,75.0,0.2,75.0,0.10666666666666663,0,0,-1.0265186621478888
bash,2022-07,69,31,1,4.479157924996104,4.45861947794065,0.5072463768115941,0.37681159420289856,69.0,0.391304347826087,69.0,0.2463768115942029,69.0,0.13043478260869565,0,0,-1.0265186621478888
bash,2022-08,69,32,1,4.479157924996104,4.475362617979565,0.5072463768115942,0.2753623188405797,69.0,0.30434782608695654,69.0,0.15942028985507245,69.0,0.11594202898550726,0,0,-1.0265186621478888
bash,2022-09,96,33,1,4.479157924996104,4.515899025294696,0.5052083333333333,0.40625,96.0,0.4166666666666667,96.0,0.2708333333333333,96.0,0.13541666666666669,0,0,-1.0265186621478888
bash,2022-10,90,34,1,4.479157924996104,4.50762834180426,0.5055555555555555,0.35555555555555557,90.0,0.36666666666666664,90.0,0.15555555555555556,90.0,0.2,0,0,-1.0265186621478888
bash,2022-11,98,35,1,4.479157924996104,4.455548165026982,0.5051020408163264,0.32653061224489793,98.0,0.3469387755102041,98.0,0.1836734693877551,98.0,0.14285714285714282,0,0,-1.0265186621478888
bash,2022-12,77,36,1,4.479157924996104,4.555373418377744,0.5064935064935066,0.2727272727272727,77.0,0.2857142857142857,77.0,0.16883116883116883,77.0,0.10389610389610388,1,1,0.9169805168197676
bash,2023-01,95,37,1,4.479157924996104,4.529667591793958,0.5052631578947369,0.25263157894736843,95.0,0.2736842105263158,95.0,0.23157894736842105,95.0,0.02105263157894738,1,1,1.0695356832578977
bash,2023-02,83,38,1,4.479157924996104,4.4830618816109284,0.5060240963855421,0.30120481927710846,83.0,0.3132530120481928,83.0,0.1686746987951807,83.0,0.13253012048192775,1,1,1.0907751740780631
bash,2023-03,82,39,1,4.479157924996104,4.504720969366981,0.5060975609756097,0.3170731707317073,82.0,0.32926829268292684,82.0,0.17073170731707318,82.0,0.14634146341463414,1,1,1.1046366938343386
bash,2023-04,70,40,1,4.479157924996104,4.518106604324836,0.5071428571428572,0.2857142857142857,70.0,0.3,70.0,0.15714285714285714,70.0,0.12857142857142856,1,1,1.1241669951686228
bash,2023-05,56,41,1,4.479157924996104,4.465362015244598,0.5089285714285713,0.32142857142857145,56.0,0.3392857142857143,56.0,0.30357142857142855,56.0,0.017857142857142905,1,1,1.1129732943112054
bash,2023-06,38,42,1,4.479157924996104,4.424821505269239,0.513157894736842,0.39473684210526316,38.0,0.39473684210526316,38.0,0.34210526315789475,38.0,0.05263157894736842,1,1,1.0867814541979803
bash,2023-07,46,43,1,4.479157924996104,4.4274967318673095,0.5108695652173914,0.32608695652173914,46.0,0.3695652173913043,46.0,0.2391304347826087,46.0,0.08695652173913043,1,1,0.9898725818734395
bash,2023-08,37,44,1,4.479157924996104,4.450983636169477,0.5135135135135134,0.2972972972972973,37.0,0.32432432432432434,37.0,0.16216216216216217,37.0,0.13513513513513514,1,1,0.9253188388760717
bash,2023-09,37,45,1,4.479157924996104,4.510271266323891,0.5135135135135135,0.21621621621621623,37.0,0.21621621621621623,37.0,0.1891891891891892,37.0,0.02702702702702703,1,1,0.9335644841020355
bash,2023-10,57,46,1,4.479157924996104,4.498044969875419,0.5087719298245615,0.38596491228070173,57.0,0.40350877192982454,57.0,0.2631578947368421,57.0,0.12280701754385964,1,1,0.9365620085004364
bash,2023-11,50,47,1,4.479157924996104,4.485310459044348,0.51,0.28,50.0,0.34,50.0,0.2,50.0,0.08000000000000002,1,1,0.9443248097036234
bash,2023-12,28,48,1,4.479157924996104,4.453347977225588,0.5178571428571429,0.25,28.0,0.25,28.0,0.21428571428571427,28.0,0.035714285714285726,1,1,0.931478609386297
bash,2024-01,52,49,1,4.479157924996104,4.45449131658853,0.5096153846153846,0.21153846153846154,52.0,0.21153846153846154,52.0,0.15384615384615385,52.0,0.05769230769230768,1,1,0.9552453601877259
bash,2024-02,28,50,1,4.479157924996104,4.3840872603289585,0.5178571428571428,0.32142857142857145,28.0,0.35714285714285715,28.0,0.42857142857142855,28.0,-0.1071428571428571,1,1,0.9512597482887946
bash,2024-03,44,51,1,4.479157924996104,4.464052632774057,0.5113636363636364,0.3409090909090909,44.0,0.38636363636363635,44.0,0.4318181818181818,44.0,-0.09090909090909094,1,1,0.9241037505892032
bash,2024-04,30,52,1,4.479157924996104,4.470313922495025,0.5166666666666667,0.3,30.0,0.3333333333333333,30.0,0.43333333333333335,30.0,-0.13333333333333336,1,1,0.893771288491975
bash,2024-05,35,53,1,4.479157924996104,4.49319669325715,0.5142857142857142,0.3142857142857143,35.0,0.37142857142857144,35.0,0.17142857142857143,35.0,0.14285714285714285,1,1,0.9001548162587621
bash,2024-06,25,54,1,4.479157924996104,4.452768132127584,0.52,0.52,25.0,0.52,25.0,0.32,25.0,0.2,1,1,0.9105996096502342
bash,2024-07,40,55,1,4.479157924996104,4.488534943972755,0.5125,0.3,40.0,0.3,40.0,0.225,40.0,0.07499999999999998,1,1,0.8185696544784788
bash,2024-08,27,56,1,4.479157924996104,4.474026651663037,0.5185185185185186,0.2222222222222222,27.0,0.25925925925925924,27.0,0.25925925925925924,27.0,-0.037037037037037035,1,1,0.7943736899120964
bash,2024-09,31,57,1,4.479157924996104,4.4474603226801115,0.5161290322580645,0.3870967741935484,31.0,0.3870967741935484,31.0,0.1935483870967742,31.0,0.1935483870967742,1,1,0.8537876941417065
bash,2024-10,26,58,1,4.479157924996104,4.381173974455864,0.5192307692307693,0.3076923076923077,26.0,0.38461538461538464,26.0,0.3076923076923077,26.0,0.0,1,1,0.9025263082320198
bash,2024-11,30,59,1,4.479157924996104,4.509587673512302,0.5166666666666667,0.23333333333333334,30.0,0.3,30.0,0.26666666666666666,30.0,-0.033333333333333326,1,1,0.9175319513804596
bash,2024-12,25,60,1,4.479157924996104,4.375435093794652,0.52,0.32,25.0,0.4,25.0,0.44,25.0,-0.12,1,1,0.9087605063697853
bash,2025-01,30,61,1,4.479157924996104,4.352547498544246,0.5166666666666667,0.26666666666666666,30.0,0.36666666666666664,30.0,0.43333333333333335,30.0,-0.16666666666666669,1,1,0.9618948738827183
bash,2025-02,35,62,1,4.479157924996104,4.356403213841072,0.5142857142857142,0.2857142857142857,35.0,0.3142857142857143,35.0,0.22857142857142856,35.0,0.057142857142857134,1,1,0.9649936190048208
bash,2025-03,32,63,1,4.479157924996104,4.454604306705902,0.515625,0.40625,32.0,0.4375,32.0,0.40625,32.0,0.0,1,1,0.9784754355606526
bash,2025-04,35,64,1,4.479157924996104,4.491875525700335,0.5142857142857142,0.45714285714285713,35.0,0.5428571428571428,35.0,0.3142857142857143,35.0,0.14285714285714285,1,1,1.0402353442258345
bash,2025-05,21,65,1,4.479157924996104,4.416592917388089,0.5238095238095237,0.47619047619047616,21.0,0.47619047619047616,21.0,0.23809523809523808,21.0,0.23809523809523808,1,1,0.9513853406830685
bash,2025-06,11,66,1,4.479157924996104,4.449846865409379,0.5454545454545454,0.45454545454545453,11.0,0.45454545454545453,11.0,0.45454545454545453,11.0,0.0,1,1,1.058190044052818
bash,2025-07,16,67,1,4.479157924996104,4.449223070673697,0.53125,0.3125,16.0,0.3125,16.0,0.3125,16.0,0.0,1,1,0.9884341600286033
bash,2025-08,12,68,1,4.479157924996104,4.3606646315258235,0.5416666666666666,0.4166666666666667,12.0,0.4166666666666667,12.0,0.25,12.0,0.16666666666666669,1,1,1.0250208709494477
bash,2025-09,18,69,1,4.479157924996104,4.538005020910059,0.5277777777777779,0.2777777777777778,18.0,0.2777777777777778,18.0,0.2222222222222222,18.0,0.05555555555555558,1,1,1.0338027031579542
bash,2025-10,13,70,1,4.479157924996104,4.5506539140542985,0.5384615384615384,0.38461538461538464,13.0,0.38461538461538464,13.0,0.3076923076923077,13.0,0.07692307692307693,1,1,1.0313242330467107
bash,2025-11,10,71,1,4.479157924996104,4.449239246662407,0.55,0.6,10.0,0.6,10.0,0.4,10.0,0.19999999999999996,1,1,1.0094705048817594
bash,2025-12,9,72,1,4.479157924996104,4.267321553399878,0.5555555555555556,0.2222222222222222,9.0,0.2222222222222222,9.0,0.0,1.0,0.2222222222222222,1,1,0.9872705236107
boot,2020-01,19,1,0,3.969563708024271,3.9588713550914,0.5263157894736843,0.21052631578947367,19.0,0.21052631578947367,19.0,0.2631578947368421,19.0,-0.05263157894736842,0,0,-1.0265186621478888
boot,2020-02,16,2,0,3.969563708024271,3.9649670033986735,0.53125,0.1875,16.0,0.3125,16.0,0.1875,16.0,0.0,0,0,-1.0265186621478888
boot,2020-03,29,3,0,3.969563708024271,4.02791111820129,0.5172413793103449,0.27586206896551724,29.0,0.27586206896551724,29.0,0.20689655172413793,29.0,0.06896551724137931,0,0,-1.0265186621478888
boot,2020-04,24,4,0,3.969563708024271,4.023148115165177,0.5208333333333334,0.16666666666666666,24.0,0.16666666666666666,24.0,0.20833333333333334,24.0,-0.041666666666666685,0,0,-1.0265186621478888
boot,2020-05,20,5,0,3.969563708024271,4.011682478708776,0.5250000000000001,0.3,20.0,0.3,20.0,0.3,20.0,0.0,0,0,-1.0265186621478888
boot,2020-06,21,6,0,3.969563708024271,4.034356683245433,0.5238095238095238,0.047619047619047616,21.0,0.09523809523809523,21.0,0.2857142857142857,21.0,-0.23809523809523808,0,0,-1.0265186621478888
boot,2020-07,19,7,0,3.969563708024271,4.014159371210636,0.5263157894736842,0.21052631578947367,19.0,0.2631578947368421,19.0,0.0,19.0,0.21052631578947367,0,0,-1.0265186621478888
boot,2020-08,28,8,0,3.969563708024271,3.918306669945763,0.5178571428571429,0.14285714285714285,28.0,0.21428571428571427,28.0,0.21428571428571427,28.0,-0.07142857142857142,0,0,-1.0265186621478888
boot,2020-09,20,9,0,3.969563708024271,3.932756785879659,0.525,0.15,20.0,0.15,20.0,0.4,20.0,-0.25,0,0,-1.0265186621478888
boot,2020-10,22,10,0,3.969563708024271,4.016331669009424,0.5227272727272728,0.09090909090909091,22.0,0.18181818181818182,22.0,0.13636363636363635,22.0,-0.04545454545454544,0,0,-1.0265186621478888
boot,2020-11,26,11,0,3.969563708024271,3.9775971635661636,0.5192307692307693,0.15384615384615385,26.0,0.15384615384615385,26.0,0.15384615384615385,26.0,0.0,0,0,-1.0265186621478888
boot,2020-12,18,12,0,3.969563708024271,3.9035041528806533,0.5277777777777779,0.05555555555555555,18.0,0.05555555555555555,18.0,0.1111111111111111,18.0,-0.05555555555555555,0,0,-1.0265186621478888
