tag,group,month_id,high_tag,post_chatgpt,n_questions,accepted_rate,mean_log_answers,mean_log_views,log_questions,high_post,time_index
apache-spark,low,2023-01,0,1,452.33333333333337,0.2892409727339719,0.4855300541467824,3.8665551237979208,6.116627690061988,0,13
apache-spark,low,2023-02,0,1,499.33333333333337,0.21728971962616822,0.40840177649371057,3.5027945731515855,6.215274542965353,0,14
apache-spark,low,2023-03,0,1,73.33333333333333,0.08181818181818182,0.2993751508480599,2.8957790484935706,4.308559482792009,0,15
bash,high,2022-01,1,0,764.9166666666667,0.5218433380542542,0.7689129930753894,5.106503623463084,6.6410733735701095,0,1
bash,high,2022-02,1,0,740.6666666666666,0.48447344734473446,0.7386968000886794,5.016443564239116,6.608899905932231,0,2
bash,high,2022-03,1,0,794.9166666666666,0.44847468288080516,0.699726862648913,4.901500454916266,6.6794944902467375,0,3
bash,high,2022-04,1,0,803.5,0.4723086496577474,0.7085757303500678,4.816991555696896,6.690220966432438,0,4
bash,high,2022-05,1,0,731.8333333333333,0.4715326804828058,0.7301466107492645,4.71599047157619,6.596918299952755,0,5
bash,high,2022-06,1,0,722.5,0.4824682814302192,0.7418428776567739,4.564889126069198,6.5841005460715385,0,6
bash,high,2022-07,1,0,752.3333333333334,0.4692069118298626,0.7463577407436841,4.586826578250036,6.624507803598222,0,7
bash,high,2022-08,1,0,695.0,0.4925659472422062,0.7471057619809586,4.388568832208881,6.54534966033442,0,8
bash,high,2022-09,1,0,611.5,0.460888525483783,0.7201732822125718,4.24348582641508,6.417548942418882,0,9
bash,high,2022-10,1,0,690.6666666666667,0.43581081081081074,0.6585529324979632,4.039828152666484,6.539104143996689,0,10
bash,high,2022-11,1,0,716.3333333333333,0.4108887854816194,0.6455080054463838,3.866666660443473,6.575540632613565,0,11
bash,high,2022-12,1,1,620.8333333333334,0.4467114093959731,0.7107179359395266,4.0049432276949615,6.432672103993103,1,12
bash,high,2023-01,1,1,633.8333333333333,0.4513541940573233,0.6997474976136175,3.8633233567005063,6.453362497250549,1,13
bash,high,2023-02,1,1,602.5,0.4069156293222683,0.6437378529131683,3.698763350541693,6.402746040537586,1,14
bash,high,2023-03,1,1,70.5,0.30260047281323876,0.5159540990597823,3.426057486860219,4.269697449699962,1,15
docker,low,2022-01,0,0,1337.4166666666665,0.3449436101937816,0.5684320589420424,6.112776615471084,7.1992426022748965,0,1
docker,low,2022-02,0,0,1249.8333333333335,0.3305774103213761,0.5727590472552592,6.124164283035697,7.131565274839508,0,2
docker,low,2022-03,0,0,1545.5833333333333,0.25589044050250714,0.4525437913994487,5.840963137961264,7.343803475790304,0,3
docker,low,2022-04,0,0,1552.5833333333335,0.28028554559604957,0.45461492905112855,5.743198880570221,7.348319369707461,0,4
docker,low,2022-05,0,0,1648.1666666666667,0.25305895439377085,0.44398683995459043,5.573357430296877,7.408025388808611,0,5
docker,low,2022-06,0,0,1598.5833333333333,0.2620028149924412,0.44568492463408166,5.37976297756551,7.377498457646897,0,6
docker,low,2022-07,0,0,1582.5833333333333,0.22979305987046497,0.4327586237051627,5.194204113380799,7.367445490633357,0,7
docker,low,2022-08,0,0,1568.5,0.2378068218042716,0.4229846267755632,5.100890726262586,7.358512376282008,0,8
docker,low,2022-09,0,0,1541.0,0.253839498161367,0.4378046501198593,4.898624948220688,7.340835554123275,0,9
docker,low,2022-10,0,0,1536.6666666666667,0.26659436008676785,0.4040597690783989,4.661599793805213,7.338021394889711,0,10
docker,low,2022-11,0,0,1562.6666666666667,0.23698805460750852,0.4055481162975674,4.410379392820291,7.354788769660348,0,11
docker,low,2022-12,0,1,1418.3333333333335,0.2316098707403055,0.4004630248282911,4.386753123009907,7.2579425567853155,0,12
docker,low,2023-01,0,1,1483.1666666666665,0.24199348241375435,0.3887625108715939,3.970822517309426,7.302608726495707,0,13
docker,low,2023-02,0,1,1531.6666666666667,0.16420021762785636,0.30595064479658074,3.437918767221184,7.334764416655017,0,14
docker,low,2023-03,0,1,217.0,0.08218125960061444,0.22903085464146664,2.7998480775320362,5.384495062789089,0,15
excel,high,2022-01,1,0,1454.9166666666665,0.3832980124863968,0.6155022699881183,4.716928166060515,7.283390992686444,0,1
excel,high,2022-02,1,0,1438.5833333333333,0.36430516132769514,0.6149445698311785,4.742512442145823,7.27210899884787,0,2
excel,high,2022-03,1,0,1710.0,0.33650097465886936,0.5424007274299604,4.6452437871900605,7.444833273892193,0,3
excel,high,2022-04,1,0,1519.6666666666665,0.30154639175257736,0.523610316187921,4.556932068330794,7.326904114176224,0,4
excel,high,2022-05,1,0,1685.5833333333333,0.27809363721758046,0.4948933876413952,4.395939659794185,7.430460065278205,0,5
excel,high,2022-06,1,0,1710.75,0.31910955234059135,0.5314187728872646,4.248568368809116,7.445271518001173,0,6
excel,high,2022-07,1,0,1752.25,0.307033813668141,0.5140797848859912,4.196146579019519,7.4692264874170196,0,7
excel,high,2022-08,1,0,1813.4166666666667,0.31266945452874406,0.5311170560642854,4.151217557619627,7.503519299264319,0,8
excel,high,2022-09,1,0,1595.25,0.30266938306430546,0.49620829619606033,3.990058377392335,7.375412407346749,0,9
excel,high,2022-10,1,0,1674.5833333333333,0.2953471012689724,0.4936684659843492,3.9425373547410576,7.423916642337647,0,10
excel,high,2022-11,1,0,1751.8333333333333,0.31248216154504804,0.504316389702387,3.768535225228828,7.468988805291973,0,11
excel,high,2022-12,1,1,1384.6666666666665,0.30308136735676455,0.5419478329306124,3.816153673750118,7.2339366505845275,1,12
excel,high,2023-01,1,1,1632.5,0.31812149055640637,0.547895696474735,3.733116387288439,7.398480231041125,1,13
excel,high,2023-02,1,1,1596.25,0.25382406682328373,0.4813864092394285,3.4974595743628303,7.376038679482453,1,14
excel,high,2023-03,1,1,248.0,0.20833333333333331,0.3955685508925895,3.1929100572427482,5.517452896464707,1,15
firebase,low,2022-01,0,0,1017.6666666666666,0.41270881100556833,0.6281928544616063,5.496199494888946,6.9262498616183015,0,1
firebase,low,2022-02,0,0,982.5,0.40610687022900765,0.6206919604719265,5.499077855714874,6.8911176378291135,0,2
firebase,low,2022-03,0,0,1237.8333333333333,0.3013329742830214,0.504038387720203,5.1880992804196815,7.121925355497239,0,3
firebase,low,2022-04,0,0,1237.3333333333333,0.27680495689655177,0.47072993535179564,4.979847295700496,7.12152166848375,0,4
firebase,low,2022-05,0,0,1356.1666666666665,0.26828069313014624,0.4484093785890964,4.864807066715904,7.213154472239077,0,5
firebase,low,2022-06,0,0,1326.3333333333333,0.2853732093490827,0.4712243388877268,4.78980617250358,7.190927195956032,0,6
firebase,low,2022-07,0,0,1244.6666666666667,0.27584359935725766,0.47655344894361695,4.65708996484837,7.1274261408173745,0,7
firebase,low,2022-08,0,0,1289.5,0.2833139459738917,0.4680355599298044,4.587729290606736,7.162785019158669,0,8
firebase,low,2022-09,0,0,1157.5,0.282361411087113,0.4887777222831004,4.500049505487618,7.054881343872431,0,9
firebase,low,2022-10,0,0,1241.0,0.27142089712597367,0.4479071676246028,4.266225138866997,7.124478262493424,0,10
firebase,low,2022-11,0,0,1228.75,0.2762970498474059,0.4380615560209621,4.034945965358882,7.114566175675449,0,11
firebase,low,2022-12,0,1,1157.3333333333335,0.26094470046082946,0.4493997880066265,3.9616201641216633,7.054737469330783,0,12
firebase,low,2023-01,0,1,1181.6666666666665,0.24837799717912556,0.43684980865032846,3.696794270900164,7.07552705476136,0,13
firebase,low,2023-02,0,1,1129.3333333333333,0.21413813459268008,0.3868533028333691,3.394438547784754,7.030267853457529,0,14
firebase,low,2023-03,0,1,169.0,0.09467455621301775,0.264778711124641,2.8098105819126533,5.135798437050262,0,15
javascript,high,2022-01,1,0,13684.333333333334,0.4319659951769663,0.6863962615816015,5.2982597823875315,9.524079978747253,0,1
javascript,high,2022-02,1,0,12555.666666666666,0.4140494331908567,0.6885625958584622,5.241883009222801,9.438007012017977,0,2
javascript,high,2022-03,1,0,15486.833333333334,0.3476071071124934,0.5827425356214756,5.0683480314415315,9.647810048439174,0,3
javascript,high,2022-04,1,0,15441.5,0.35507129056978487,0.5837455229639942,4.949544683120498,9.644878727570054,0,4
javascript,high,2022-05,1,0,15558.333333333332,0.33927155865024106,0.5726585857739638,4.7750450285770825,9.652415951913056,0,5
javascript,high,2022-06,1,0,14729.5,0.3414576190637836,0.567476819461263,4.645970154775171,9.597675453211878,0,6
javascript,high,2022-07,1,0,14742.333333333334,0.3470504442987315,0.5679915125159419,4.530588765738584,9.598546282194263,0,7
javascript,high,2022-08,1,0,15150.333333333334,0.35210446414820357,0.5726542550953432,4.442464797043281,9.625843815865847,0,8
javascript,high,2022-09,1,0,13832.583333333332,0.34521148736979723,0.569864368041412,4.273226406069424,9.534854489676535,0,9
javascript,high,2022-10,1,0,13674.666666666666,0.33691253900156004,0.5512054551020473,4.175731897156806,9.523373376863633,0,10
javascript,high,2022-11,1,0,13992.75,0.32557336239600265,0.534653266904107,3.9576131740884892,9.546366080347065,0,11
javascript,high,2022-12,1,1,12258.0,0.30877794093653127,0.5317160667914752,3.9453432548189773,9.414015640094995,1,12
javascript,high,2023-01,1,1,12012.666666666668,0.30839669238026524,0.5153667209491563,3.7212578832314627,9.39380016961706,1,13
javascript,high,2023-02,1,1,11461.333333333334,0.2638581898557469,0.44933926003185853,3.4881490357684592,9.346821576291799,1,14
javascript,high,2023-03,1,1,1817.8333333333333,0.16888236912074814,0.37666965731000973,3.1517826462004583,7.505950548885035,1,15
kubernetes,low,2022-01,0,0,753.0,0.3570163789287295,0.6365148557383352,6.0694520603499,6.625392368007956,0,1
kubernetes,low,2022-02,0,0,699.9166666666666,0.3709965472080009,0.6671800474883034,6.096088993769438,6.552389002174437,0,2
kubernetes,low,2022-03,0,0,845.4166666666667,0.2838836865450961,0.5112990595544975,5.873400682357576,6.7410117521515005,0,3
kubernetes,low,2022-04,0,0,728.75,0.2593481989708405,0.4745063641896116,5.689758552611627,6.592702009734224,0,4
kubernetes,low,2022-05,0,0,785.8333333333333,0.24241781548250269,0.5100504410279432,5.557728549548156,6.668016451318231,0,5
kubernetes,low,2022-06,0,0,809.1666666666667,0.25870236869207,0.4732079569750776,5.366066855949869,6.697239987817401,0,6
kubernetes,low,2022-07,0,0,826.5833333333334,0.2663574957152939,0.5220122380354946,5.276185405992616,6.718509807115359,0,7
kubernetes,low,2022-08,0,0,874.6666666666667,0.26429115853658536,0.4654841223810478,5.1279776343002546,6.77498550101743,0,8
kubernetes,low,2022-09,0,0,768.6666666666667,0.22202948829141367,0.47315485949086755,4.9239447430935614,6.645957520686386,0,9
kubernetes,low,2022-10,0,0,737.0,0.2745364088647671,0.47560806168610503,4.709650285509509,6.6039438246004725,0,10
kubernetes,low,2022-11,0,0,741.3333333333334,0.2133543165467626,0.4082582687219238,4.398616924824655,6.609798378589258,0,11
kubernetes,low,2022-12,0,1,716.1666666666667,0.2289969746334652,0.4747817059494978,4.423438747203336,6.575308263610545,0,12
kubernetes,low,2023-01,0,1,665.9166666666666,0.25028156676260793,0.4886785185004999,4.0980034529729386,6.502665100579046,0,13
kubernetes,low,2023-02,0,1,769.0,0.20004334633723447,0.41106388231660274,3.6538815852943336,6.646390514847729,0,14
kubernetes,low,2023-03,0,1,123.16666666666667,0.04871447902571042,0.23802846530285393,2.9660427020453657,4.821624749151504,0,15
linux,low,2022-01,0,0,826.1666666666667,0.3806737946338511,0.6039029112300559,5.459405912204407,6.7180062063593855,0,1
linux,low,2022-02,0,0,770.6666666666667,0.33499134948096876,0.5763713218663324,5.4244112023077085,6.648552677852225,0,2
linux,low,2022-03,0,0,1088.0833333333335,0.3006816267136401,0.49556263591731425,5.150918084722668,6.993091642809036,0,3
linux,low,2022-04,0,0,1011.8333333333333,0.2581123373414594,0.4530890442990874,4.981347464412938,6.9205069629073,0,4
linux,low,2022-05,0,0,1045.1666666666665,0.2643119119757615,0.44838264051425947,5.002637048222389,6.952887969089477,0,5
linux,low,2022-06,0,0,943.1666666666666,0.24341756494080227,0.4603630683167644,4.757260146260913,6.850302704234052,0,6
linux,low,2022-07,0,0,994.0,0.2550301810865191,0.44930813925884033,4.6349982060432415,6.902742737158593,0,7
linux,low,2022-08,0,0,964.3333333333333,0.27048047010024195,0.45538503104493766,4.6029191123314215,6.872473464837498,0,8
linux,low,2022-09,0,0,917.0,0.29298436932024713,0.4807914212962199,4.461968310884094,6.822197390620491,0,9
linux,low,2022-10,0,0,1024.3333333333333,0.24357305564594858,0.45066199647146965,4.236488840040123,6.932773041957425,0,10
linux,low,2022-11,0,0,1017.0,0.23828253031792856,0.3899716671414905,4.001775493394662,6.925595197110468,0,11
linux,low,2022-12,0,1,806.8333333333333,0.2557322867176204,0.4278424416638446,4.042374184320967,6.694355766617321,0,12
linux,low,2023-01,0,1,891.3333333333334,0.19418474195961105,0.40496805026495614,3.767703248415109,6.793839754852243,0,13
linux,low,2023-02,0,1,929.6666666666666,0.1731803513804231,0.32484734621233435,3.426181933586267,6.835901175214153,0,14
linux,low,2023-03,0,1,155.16666666666666,0.11170784103114931,0.2624670202253735,2.9689180625064107,5.0509238130103675,0,15
memory-management,low,2022-01,0,0,57.5,0.41739130434782606,0.6822541086875492,5.036868044659639,4.069026754237811,0,1
memory-management,low,2022-02,0,0,57.75,0.3203463203463203,0.5607671328641508,5.054562052859131,4.073291153024268,0,2
memory-management,low,2022-03,0,0,77.5,0.33548387096774196,0.49208575437645613,4.741643770689891,4.363098624788363,0,3
memory-management,low,2022-04,0,0,49.166666666666664,0.25084745762711863,0.364863776577436,4.579796739950908,3.915350795520821,0,4
memory-management,low,2022-05,0,0,63.333333333333336,0.3157894736842105,0.5729367627966174,4.594872513563915,4.164077900236776,0,5
memory-management,low,2022-06,0,0,78.66666666666666,0.31144067796610175,0.44679815690549407,4.436658087402066,4.377851263263401,0,6
memory-management,low,2022-07,0,0,70.66666666666666,0.3584905660377359,0.5543825481370085,4.4354011113597975,4.272025739459553,0,7
memory-management,low,2022-08,0,0,77.33333333333333,0.3620689655172414,0.5019487580784923,4.449374142649273,4.360973225476049,0,8
memory-management,low,2022-09,0,0,59.5,0.33613445378151263,0.48261765542288687,4.33893537773649,4.102643365036796,0,9
memory-management,low,2022-10,0,0,67.33333333333333,0.3415841584158416,0.5315169034741197,4.233856878054687,4.2243976904702984,0,10
memory-management,low,2022-11,0,0,74.0,0.32432432432432434,0.3833367351597127,3.9601475361683227,4.31748811353631,0,11
memory-management,low,2022-12,0,1,62.33333333333333,0.3502673796791444,0.5131368347020845,3.9049571825050564,4.148411783492376,0,12
memory-management,low,2023-01,0,1,72.33333333333334,0.304147465437788,0.543096577275154,4.003891454180326,4.295015257684252,0,13
memory-management,low,2023-02,0,1,59.5,0.3445378151260504,0.4297188517480581,3.675626339773285,4.102643365036796,0,14
memory-management,low,2023-03,0,1,10.0,0.2,0.32369453481761373,3.33534205309709,2.3978952727983707,0,15
multithreading,low,2022-01,0,0,410.66666666666663,0.3997564935064936,0.6115622875504727,5.223235973664278,6.020213960393968,0,1
multithreading,low,2022-02,0,0,314.58333333333337,0.37668874172185424,0.579673855113474,5.11566886191753,5.754422778113795,0,2
multithreading,low,2022-03,0,0,452.16666666666663,0.32436417250276456,0.4856078187550772,4.91132041880534,6.116259975404415,0,3
multithreading,low,2022-04,0,0,407.5,0.3128834355828221,0.4916675823309114,4.808858833251684,6.012491914300058,0,4
multithreading,low,2022-05,0,0,474.1666666666667,0.3300527240773286,0.4976329141130138,4.708384244694657,6.163665619684617,0,5
multithreading,low,2022-06,0,0,418.33333333333337,0.32988047808764936,0.50780117446507,4.6020966247287065,6.038666148592276,0,6
multithreading,low,2022-07,0,0,430.0,0.35232558139534886,0.49284716707248694,4.541387272695373,6.066108090103747,0,7
multithreading,low,2022-08,0,0,384.5,0.2839185088859991,0.45133407811914056,4.396143604089341,5.954541193003384,0,8
multithreading,low,2022-09,0,0,354.5,0.3394452280206864,0.5304271201420547,4.340865986675099,5.873525249243295,0,9
multithreading,low,2022-10,0,0,357.3333333333333,0.36473880597014924,0.515030636337932,4.23068355267783,5.881463651893654,0,10
multithreading,low,2022-11,0,0,403.5,0.2845931433292028,0.47717462275216205,3.9449355401721475,6.002651736498547,0,11
multithreading,low,2022-12,0,1,348.8333333333333,0.3076923076923077,0.4870461525280168,3.950087793855716,5.857456850592578,0,12
multithreading,low,2023-01,0,1,348.8333333333333,0.35117056856187295,0.5081103529901043,3.9610734392117126,5.857456850592578,0,13
multithreading,low,2023-02,0,1,340.0,0.26176470588235295,0.46878996803757955,3.7113608983022353,5.831882477283517,0,14
multithreading,low,2023-03,0,1,49.333333333333336,0.17229729729729729,0.46671230090662014,3.2648304539846396,3.9186675481468147,0,15
numpy,high,2022-01,1,0,496.66666666666663,0.5192953020134228,0.7098116785390132,5.094609483810003,6.20993050887108,0,1
numpy,high,2022-02,1,0,467.3333333333333,0.5320970042796006,0.7349500568296342,5.041565045025059,6.149180293099737,0,2
numpy,high,2022-03,1,0,612.9166666666667,0.4407885791978246,0.6341652988470898,4.944319569907289,6.419859196894813,0,3
numpy,high,2022-04,1,0,562.6666666666667,0.4552725118483411,0.6567449415816851,4.769348476296615,6.334463060230471,0,4
numpy,high,2022-05,1,0,541.0,0.42960566851509546,0.6250538059438004,4.659327895093749,6.295266001439646,0,5
numpy,high,2022-06,1,0,567.0,0.4733980011757789,0.6570934858537772,4.5882344097843,6.342121418721152,0,6
numpy,high,2022-07,1,0,533.4166666666666,0.4349320418684581,0.642533948975656,4.512648534776097,6.281175809360863,0,7
numpy,high,2022-08,1,0,482.91666666666663,0.45159620362381364,0.6638011672914936,4.400247206735415,6.181912715584049,0,8
numpy,high,2022-09,1,0,449.41666666666663,0.42536621546449105,0.5949990942762455,4.119736899996264,6.110173080285309,0,9
numpy,high,2022-10,1,0,489.3333333333333,0.4230245231607629,0.6099232218428386,4.073010960217183,6.195085431933328,0,10
numpy,high,2022-11,1,0,539.5833333333333,0.42239382239382245,0.5872859654511529,3.8035242547746893,6.292648803425055,0,11
numpy,high,2022-12,1,1,455.66666666666663,0.40471836137527434,0.6157458135596371,3.951584575257106,6.123953730154061,1,12
numpy,high,2023-01,1,1,444.66666666666663,0.4106071964017991,0.5893068002926116,3.7780676825492674,6.099571288433833,1,13
numpy,high,2023-02,1,1,423.5,0.3482880755608028,0.5391008054328243,3.5985948387737823,6.050912005751402,1,14
numpy,high,2023-03,1,1,65.49999999999999,0.340966921119593,0.4969835685868371,3.159811925112606,4.197201947661808,1,15
pandas,high,2022-01,1,0,1837.083333333333,0.5807666137446134,0.7508876031828925,4.996164568932415,7.516478641024587,0,1
pandas,high,2022-02,1,0,1941.0,0.5777520178602095,0.7615046080827262,4.926096528141389,7.571473648851271,0,2
pandas,high,2022-03,1,0,2413.583333333333,0.5304699098850258,0.7008858122616995,4.8513675874434945,7.789282018419952,0,3
pandas,high,2022-04,1,0,2162.25,0.49238833005742466,0.6639478875505229,4.63027959225786,7.679366999486848,0,4
pandas,high,2022-05,1,0,2302.25,0.493973287001846,0.6988047643931415,4.474206824053191,7.742076447989041,0,5
pandas,high,2022-06,1,0,2144.083333333333,0.49041937113762685,0.6903948682913791,4.373464334390373,7.670933680646324,0,6
pandas,high,2022-07,1,0,2120.0,0.4851808176100629,0.7016693879902178,4.289603687164685,7.659642954564682,0,7
pandas,high,2022-08,1,0,2243.5,0.5027858257187431,0.7118836768249247,4.166326426316779,7.716238058221987,0,8
pandas,high,2022-09,1,0,1992.333333333333,0.5034298142881045,0.7060655577358146,3.9932136348697167,7.597563558276567,0,9
pandas,high,2022-10,1,0,2076.416666666667,0.5054781875827749,0.6872945295549467,3.9228213863401415,7.638880413610602,0,10
pandas,high,2022-11,1,0,2234.833333333333,0.44160638377209344,0.6331651204250149,3.665302562189024,7.712369293631669,0,11
pandas,high,2022-12,1,1,1813.75,0.4426832069836894,0.640147825287711,3.7634259135615507,7.50370299616495,1,12
pandas,high,2023-01,1,1,1676.25,0.4589112602535421,0.6651109307896996,3.6926210766226113,7.424910826442997,1,13
pandas,high,2023-02,1,1,1515.0833333333333,0.42120895440294814,0.6461229274577787,3.575296285490565,7.323885533908803,1,14
pandas,high,2023-03,1,1,258.66666666666663,0.33762886597938147,0.5629157361171437,3.152334426206056,5.559398757202638,1,15
python,high,2022-01,1,0,17402.75,0.4405481892229676,0.6882614479877164,5.256194398813093,9.764440979223496,0,1
python,high,2022-02,1,0,16902.833333333336,0.4185935296843724,0.6715199951418502,5.192631141950142,9.735295699647981,0,2
python,high,2022-03,1,0,20942.5,0.35780510126934856,0.5723062741526272,5.043752415039635,9.949583614679074,0,3
python,high,2022-04,1,0,20619.833333333332,0.34499147261132085,0.5649592778052616,4.89905765426463,9.934057170592032,0,4
python,high,2022-05,1,0,20047.75,0.34170916935815737,0.5545435316236618,4.765613862526029,9.905922086651588,0,5
python,high,2022-06,1,0,19340.0,0.3394519131334023,0.5540539296519273,4.6412535570559434,9.86998247397873,0,6
python,high,2022-07,1,0,19586.75,0.3477988946609315,0.5625414786693695,4.556336383476507,9.88265964982469,0,7
python,high,2022-08,1,0,19079.5,0.35696253395878647,0.5740171379237119,4.45422419181079,9.856422150109655,0,8
python,high,2022-09,1,0,17619.333333333336,0.35198077869007527,0.5716000426630728,4.2771657019551474,9.77680881720756,0,9
python,high,2022-10,1,0,19408.916666666664,0.3452665656249061,0.567834645280104,4.157825095326369,9.873539382834245,0,10
python,high,2022-11,1,0,20241.25,0.312369542394862,0.5333905531434441,3.9325129429836614,9.915527283230825,0,11
python,high,2022-12,1,1,17172.083333333332,0.3159439982529784,0.529359991678173,3.969373794715607,9.75109851455075,1,12
python,high,2023-01,1,1,16068.333333333332,0.3156415309615186,0.527239350078091,3.80041624645932,9.684667972701973,1,13
python,high,2023-02,1,1,16314.25,0.2539804158940803,0.43989959086736047,3.526348542720382,9.699855532232116,1,14
python,high,2023-03,1,1,2615.0,0.17221159974506056,0.383811405414668,3.0980938530556714,7.86940171257709,1,15
regex,high,2022-01,1,0,562.3333333333333,0.7012448132780085,0.8880829520333402,4.784033880041617,6.333871519249009,0,1
regex,high,2022-02,1,0,611.3333333333334,0.645856052344602,0.8371000952568166,4.8116233384575455,6.417276796547016,0,2
regex,high,2022-03,1,0,621.9166666666666,0.5621063915315557,0.7836477324685449,4.6866601382640445,6.434412748470887,0,3
regex,high,2022-04,1,0,560.9166666666666,0.6071906106076363,0.8094069117135849,4.596770088268634,6.3313535589465815,0,4
regex,high,2022-05,1,0,561.0,0.6176470588235294,0.8168291722499829,4.481150873115197,6.331501849893691,0,5
regex,high,2022-06,1,0,596.3333333333333,0.5969815539407491,0.8068718779163154,4.329256426352808,6.392475304866766,0,6
regex,high,2022-07,1,0,712.0,0.5911750936329587,0.7835896821103354,4.305876054047961,6.569481420414296,0,7
regex,high,2022-08,1,0,633.25,0.6381102776681142,0.8426486231718265,4.243315210569302,6.452443198479391,0,8
regex,high,2022-09,1,0,768.6666666666666,0.5910667823070253,0.8097674990211187,4.08950417448555,6.645957520686386,0,9
regex,high,2022-10,1,0,779.25,0.6030371083306598,0.8187727096313172,4.039137911339879,6.659614381150889,0,10
regex,high,2022-11,1,0,711.5833333333333,0.5443260334933834,0.7511246140757014,3.833371904335872,6.568896864367955,0,11
regex,high,2022-12,1,1,552.4166666666667,0.5418615175742947,0.7876449340231192,3.9088224126815123,6.316111183752714,1,12
regex,high,2023-01,1,1,557.8333333333333,0.6071108455333135,0.789283324846961,3.8580922318170905,6.325851277238173,1,13
regex,high,2023-02,1,1,655.3333333333334,0.42344862665310273,0.666576625941874,3.649813144050247,6.486668789971016,1,14
regex,high,2023-03,1,1,99.5,0.304857621440536,0.597268354033362,3.41922404006958,4.61015772749913,1,15
sql,high,2022-01,1,0,2997.416666666667,0.4727126136395229,0.7639036854798362,4.837511507838574,8.005839650548754,0,1
sql,high,2022-02,1,0,3098.916666666667,0.4707559093231505,0.7529445879100857,4.76414466349253,8.039130508391487,0,2
sql,high,2022-03,1,0,3561.5833333333335,0.4479749175226374,0.6995686821024084,4.729199178198364,8.178241216116188,0,3
sql,high,2022-04,1,0,3378.5,0.42516402742834586,0.6781696326707487,4.555307029245302,8.125483048540408,0,4
sql,high,2022-05,1,0,3492.5833333333335,0.40662355944740036,0.6822350445647275,4.471541773260343,8.158683231531775,0,5
sql,high,2022-06,1,0,3273.75,0.4146620847651776,0.6567608697326135,4.347248656183756,8.093996809277758,0,6
